Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank	translation
puntos	4399	6.02	1.4068	262	1640	717	points
poseen	4400	6.02	1.4356	--	--	3660	have
palma	4401	6.02	0.9998	2202	--	3381	palm
acto	4402	6.02	1.1692	1364	3282	600	act
temprano	4403	6.02	1.8125	--	920	4224	early
tendremos	4404	6.02	1.2856	--	3744	--	we
convierte	4405	6.02	0.9792	3685	4579	2441	becomes
haciendas	4406	6.02	1.4068	--	--	3089	haciendas
posibles	4407	6.02	1.2534	2458	--	1829	possible
going	4408	6.02	1.3775	--	650	--	going
empiezas	4409	6.02	1.0593	--	3818	--	start
manager	4410	6.02	1.5583	4179	--	--	manager
navigation	4411	6.02	1.6720	4838	--	--	navigation
aplica	4412	6.02	1.1337	4021	5312	3867	applies
podrá	4413	6.02	1.1516	939	4946	673	can
transferencia	4414	6.02	1.1865	2064	--	4059	transfer
tejidos	4415	6.02	1.1692	--	--	4628	tissues
articulos	4416	6.02	1.2856	1744	--	--	Articles
explico	4417	6.02	1.1156	--	4769	--	explain
gerente	4418	6.02	1.6098	3214	--	--	manager
balanza	4419	6.02	1.3169	--	--	4212	balance
relacionada	4420	6.02	0.9366	4221	--	--	related
asia	4421	6.02	1.2696	2543	--	3832	Asia
añooo	4422	6.02	1.8125	--	805	--	añooo
comenzo	4423	6.02	0.9366	--	3863	--	started
making	4424	6.02	1.2370	--	1310	--	making
órden	4425	6.02	1.6474	--	--	3318	order
exclusivamente	4426	6.02	1.6597	4006	--	1793	exclusively
cubanos	4427	6.02	1.6841	--	--	4586	Cuban
empece	4428	6.02	1.0593	--	2465	--	started
cabeza	4429	6.02	1.3013	1334	337	626	head
instituto	4430	6.02	1.3775	591	--	667	institute
entrevistas	4431	6.02	1.5050	2192	--	--	interviews
acuerda	4432	6.02	1.1865	--	4235	--	agrees
suzuki	4433	6.02	1.6597	4737	--	--	suzuki
edades	4434	6.02	1.3013	--	--	4800	ages
monitor	4435	6.02	0.9581	3475	--	--	monitor
service	4436	6.02	1.1337	2484	--	--	service
oraciones	4437	6.02	1.8238	--	--	5052	prayers
tendrán	4438	6.02	1.3323	3165	--	2812	will
vente	4439	6.02	1.2370	--	2903	--	solvent
once	4440	6.02	1.3323	4124	3306	3102	eleven
medieval	4441	6.02	1.8897	--	--	5250	medieval
trabajos	4442	6.02	1.5971	895	--	643	jobs
conocidas	4443	6.02	1.0784	--	--	4134	known
borges	4444	6.02	1.2534	--	--	5203	borges
incluye	4445	6.00	0.9476	1191	--	2059	includes
motorola	4446	6.00	1.2289	2527	--	--	motorola
básicamente	4447	6.00	1.1780	--	--	5009	basically
épocas	4448	6.00	1.0302	--	--	2604	times
colectiva	4449	6.00	1.2289	5000	--	2454	collective
sentimos	4450	6.00	1.5518	--	4026	--	Sorry
serán	4451	6.00	1.0880	777	2156	840	will
transición	4452	6.00	1.3553	--	--	2975	transition
simultáneamente	4453	6.00	1.1249	--	--	3802	simultaneously
manera	4454	6.00	1.3401	372	453	155	way
diversas	4455	6.00	1.3997	1919	--	807	various
claudia	4456	6.00	1.4142	4152	--	--	greengage
provincias	4457	6.00	1.3093	2367	--	775	provinces
mecanismo	4458	6.00	1.2454	4423	--	2556	mechanism
consideraciones	4459	6.00	1.4286	--	--	2081	considerations
follower	4460	6.00	1.1952	--	4792	--	follower
expresado	4461	6.00	1.3851	--	--	3177	voiced
procurar	4462	6.00	1.2617	--	--	5315	seek
nacionalidad	4463	6.00	1.4142	4810	--	3149	nationality
dirige	4464	6.00	1.2289	--	--	2959	directs
vivió	4465	6.00	1.7496	--	--	4504	lived
espacios	4466	6.00	1.6537	1833	--	2215	spaces
tranqui	4467	6.00	1.5908	--	3195	--	tranqui
agrega	4468	6.00	1.1780	2083	--	3548	adds
escritorio	4469	6.00	1.0498	3313	--	--	desk
june	4470	6.00	1.2454	3394	--	--	june
north	4471	6.00	1.1952	5134	--	--	north
trucos	4472	6.00	1.6660	1524	--	--	Tricks
box	4473	6.00	1.3401	4244	--	--	box
mineral	4474	6.00	1.3401	--	--	4763	mineral
nombre	4475	6.00	1.0302	108	440	202	name
identificar	4476	6.00	1.2122	3329	--	4040	identify
asociados	4477	6.00	1.1606	2303	--	4366	associated
ligeramente	4478	6.00	1.0102	--	--	4912	slightly
tenga	4479	6.00	0.8806	1391	764	1065	have
determinado	4480	6.00	1.2454	3428	--	1492	determined
quedamos	4481	6.00	1.1606	--	2739	--	were
fundamental	4482	6.00	0.9689	2452	--	955	fundamental
surgen	4483	6.00	1.0498	--	--	4857	arise
getting	4484	6.00	1.1952	--	3460	--	getting
lei	4485	6.00	1.5779	--	3383	--	lei
usted	4486	6.00	1.3248	544	567	469	you
inicial	4487	6.00	1.0498	1702	--	1977	initial
transportes	4488	6.00	1.3248	2608	--	--	transportation
hacen	4489	6.00	1.1780	992	436	598	do
llevamos	4490	6.00	1.2122	--	3550	--	we
vienen	4491	6.00	0.9689	3409	1145	2275	come
intensa	4492	6.00	1.6782	--	--	3935	intense
link	4493	6.00	1.1606	1326	1879	--	link
caminos	4494	6.00	1.1066	3621	--	1394	roads
corresponden	4495	6.00	0.9897	--	--	2512	correspond
letra	4496	6.00	1.0102	742	2271	1906	letter
espalda	4497	6.00	1.3702	--	2126	4146	back
formal	4498	6.00	1.3851	4608	--	2073	formal
exterior	4499	6.00	0.9476	1033	--	800	exterior
me	4500	6.00	1.3851	27	9	42	me
get	4501	6.00	1.5908	2722	669	--	get
eléctrica	4502	6.00	1.2617	2886	--	3937	electrical
já	4503	6.00	1.3851	--	1130	--	já
author	4504	6.00	1.2454	5290	--	--	author
contundente	4505	6.00	1.2289	--	4929	--	convincing
alcohol	4506	6.00	1.7261	3124	614	4778	alcohol
anda	4507	6.00	1.0102	4400	510	5310	walks
suscríbete	4508	6.00	1.2936	3324	--	--	subscribe
específicamente	4509	6.00	1.1249	--	--	4974	specifically
company	4510	6.00	1.3553	3950	--	--	company
obviamente	4511	6.00	1.1249	--	4646	--	obviously
menudo	4512	6.00	1.5119	4122	2520	2004	often
alto	4513	6.00	1.4428	672	1262	532	high
impresora	4514	6.00	1.0302	3989	--	--	printer
telefónica	4515	6.00	1.3553	2838	--	--	phone
rehabilitación	4516	6.00	1.7261	4218	--	--	rehabilitation
llamados	4517	6.00	1.1429	--	--	2580	called
llamado	4518	6.00	1.1780	1790	2457	821	called
reciba	4519	6.00	0.9689	4901	--	--	receive
fincas	4520	6.00	1.1606	--	--	4310	farms
cuadros	4521	6.00	1.3093	4303	--	2139	pictures
esponja	4522	6.00	1.3093	--	4661	--	sponge
podrias	4523	6.00	1.2778	--	5213	--	Might
adn	4524	6.00	1.3248	5125	--	--	DNA
determinados	4525	6.00	1.4142	--	--	2576	determined
views	4526	6.00	1.1429	1981	--	--	views
regreso	4527	6.00	1.2936	3667	1325	2518	return
símbolos	4528	6.00	1.3248	--	--	4535	symbols
reflejo	4529	6.00	1.1066	--	--	4348	reflection
february	4530	6.00	1.3851	4234	--	--	february
ponerme	4531	6.00	1.0302	--	2259	--	get
añooooo	4532	6.00	1.5908	--	2231	--	añooooo
pasos	4533	6.00	1.0498	2229	3960	1845	steps
previsto	4534	6.00	1.1066	3005	--	3965	provided
media	4535	6.00	1.1066	622	693	614	average
sesiones	4536	6.00	1.2778	3140	--	2288	sessions
americanas	4537	6.00	1.6288	--	--	4436	American
petición	4538	6.00	1.2617	4113	--	3068	request
montevideo	4539	6.00	1.2289	2249	--	1564	Resume
aplicable	4540	6.00	1.1952	--	--	5011	applicable
lima	4541	6.00	1.1249	855	4496	793	lime
ire	4542	6.00	1.1249	--	1066	--	ire
tuyos	4543	6.00	0.9897	--	2008	--	yours
vemos	4544	6.00	1.0498	2790	615	2111	see
hectáreas	4545	6.00	1.2778	--	4633	3226	hectares
corresponde	4546	6.00	1.0302	2284	--	895	corresponds
teoría	4547	6.00	1.4428	1924	--	781	theory
apellidos	4548	6.00	1.0690	3939	--	--	surnames
canal	4549	6.00	1.1429	773	1219	2118	channel
ramo	4550	6.00	1.3093	--	--	3194	bouquet
figuras	4551	6.00	1.1780	3345	--	1737	Figures
hacerte	4552	6.00	1.2936	--	2104	--	make
valencia	4553	6.00	1.4846	340	3249	1535	valence
seguramente	4554	6.00	1.1952	4242	3661	2224	surely
sere	4555	6.00	1.4286	--	2420	--	I will be
diaa	4556	6.00	1.4286	--	4885	--	diaa
actitudes	4557	6.00	1.3702	--	--	2846	attitudes
fundamento	4558	6.00	1.3702	--	--	2171	foundation
acabas	4559	5.98	1.6349	--	5075	--	just
componentes	4560	5.98	1.0593	1902	--	2753	components
chalets	4561	5.98	1.3323	4092	--	--	chalets
pluma	4562	5.98	0.9998	--	--	3420	pen
toca	4563	5.98	1.2204	4317	668	2750	touch
hidalgo	4564	5.98	1.4776	2862	--	3487	nobleman
puros	4565	5.98	1.6474	--	4315	--	pure
inmueble	4566	5.98	1.5451	3507	--	--	property
panamá	4567	5.98	1.2036	1773	--	1833	Panama
ahhh	4568	5.98	1.3013	--	1578	--	ahhh
your	4569	5.98	0.9145	645	234	--	your
hablo	4570	5.98	1.0971	--	970	--	Spoken
clase	4571	5.98	1.3775	896	1837	356	class
localidad	4572	5.98	1.2370	1296	--	3872	locality
diana	4573	5.98	1.0971	5138	--	--	dartboard
dedos	4574	5.98	1.2696	--	3115	3789	fingers
importaciones	4575	5.98	1.2856	--	--	2279	imports
instante	4576	5.98	0.8449	--	3160	1930	moment
bolsillo	4577	5.98	1.1156	4765	--	--	pocket
aparecen	4578	5.98	1.1337	3012	5154	1520	appear
miércoles	4579	5.98	1.3476	1098	4208	--	Wednesday
nyc	4580	5.98	1.4213	--	4025	--	nyc
uruguay	4581	5.98	1.4776	1125	2840	1850	Uruguay
superiores	4582	5.98	1.6098	3184	--	1516	higher
diferente	4583	5.98	1.5050	2116	1061	1455	different
podrán	4584	5.98	0.9581	1473	--	1387	may
clave	4585	5.98	1.1692	619	2510	2496	key
intento	4586	5.98	1.2370	3908	2181	1794	attempt
demuestra	4587	5.98	1.2204	5279	1666	2625	shows
guías	4588	5.98	1.1337	1646	--	--	guides
llego	4589	5.98	1.0200	--	403	--	came
cambiar	4590	5.98	1.4213	799	680	2280	change
my	4591	5.98	1.2534	767	124	--	my
paciente	4592	5.98	1.5451	2423	--	2723	patient
llegas	4593	5.98	1.0784	--	3145	--	arrive
periódico	4594	5.98	1.1692	2482	--	1819	newspaper
autorización	4595	5.98	1.5842	2216	--	2607	authorization
license	4596	5.98	1.2696	3515	--	--	license
contestó	4597	5.98	1.2370	--	--	3161	answered
montes	4598	5.98	1.2534	4863	--	2533	mountains
single	4599	5.98	1.6349	--	2582	--	single
guias	4600	5.98	0.9792	4386	--	--	Guides
pondré	4601	5.98	1.1516	--	5068	--	put
hi5	4602	5.98	1.9845	3332	--	--	hi5
generalmente	4603	5.98	1.0200	3279	--	1342	generally
audiencia	4604	5.98	1.6841	2919	--	1168	audience
circular	4605	5.98	1.0784	--	--	2987	circular
poblaciones	4606	5.98	1.1865	4779	--	2011	populations
botella	4607	5.98	1.2696	--	1691	--	bottle
metales	4608	5.98	1.3013	--	--	4545	metals
periodismo	4609	5.98	1.0398	3121	--	5283	journalism
efecto	4610	5.98	1.2036	967	2513	282	effect
villas	4611	5.98	1.0593	--	--	4914	villas
dirección	4612	5.98	1.0200	243	3044	443	address
habrá	4613	5.98	0.9792	2255	1510	1144	will
payaso	4614	5.98	2.1523	--	4897	--	clown
valid	4615	5.98	1.4213	4331	--	--	valid
logos	4616	5.98	1.5050	5155	--	--	logos
salir	4617	5.98	1.4068	1341	352	998	leave
estará	4618	5.98	1.1865	2180	1990	2719	will
supo	4619	5.98	1.1156	--	--	2569	knew
sirven	4620	5.98	1.3476	--	4620	2907	serve
organizaciones	4621	5.98	1.3923	1522	--	1195	organizations
ordenar	4622	5.98	1.7319	2204	--	--	order
tomar	4623	5.98	1.2696	1324	499	724	take
logística	4624	5.98	1.4068	4639	--	--	logistics
cuadernos	4625	5.98	1.0398	--	--	4707	notebooks
crónicas	4626	5.98	1.4068	--	--	5294	chronic
cobre	4627	5.98	1.3626	--	--	3015	copper
tanto	4628	5.98	1.2204	202	213	80	so
member	4629	5.98	1.1516	2485	--	--	member
transacción	4630	5.98	1.2696	5161	--	--	transaction
describir	4631	5.98	1.1156	--	--	4582	describe
argumento	4632	5.98	1.4068	--	--	2542	argument
selección	4633	5.98	1.4213	1176	--	2422	selection
incorporación	4634	5.98	1.5318	4394	--	3206	incorporation
anuncia	4635	5.98	1.0593	3570	5049	--	announced
nombró	4636	5.98	1.1516	--	--	5287	appointed
paginas	4637	5.98	1.0398	2486	--	--	pages
acero	4638	5.98	1.3013	2735	--	4308	steel
novo	4639	5.98	1.5050	--	451	--	novo
flaca	4640	5.98	1.6597	--	3704	--	Skinny
distribución	4641	5.98	1.0200	1181	--	964	distribution
concede	4642	5.98	1.0200	--	--	4065	grants
privacy	4643	5.98	1.5185	3286	--	--	privacy
oki	4644	5.98	1.6720	--	4983	--	oki
provincia	4645	5.98	1.4213	524	5121	349	province
deseaba	4646	5.98	1.6098	--	--	4827	wanted
marruecos	4647	5.98	1.4637	4721	--	--	Morocco
verbal	4648	5.96	1.1421	--	--	4451	verbal
ora	4649	5.96	1.5513	--	4107	5239	ora
viene	4650	5.96	1.1945	1212	330	924	comes
rol	4651	5.96	1.1421	2987	--	3726	role
ecuador	4652	5.96	1.2282	907	3246	1648	Ecuador
menciones	4653	5.96	1.0490	--	3961	--	Mentions
individual	4654	5.96	1.4280	2243	--	1540	individual
oscar	4655	5.96	1.6408	2222	4192	--	oscar
miss	4656	5.96	1.9055	4520	1039	--	Miss
admite	4657	5.96	1.1421	--	--	4425	supports
mantiene	4658	5.96	1.1058	3102	2113	2356	maintains
dispone	4659	5.96	1.1058	2733	--	2367	has
suma	4660	5.96	1.0872	2358	--	890	sum
constituyen	4661	5.96	1.2930	4459	--	1351	are
dani	4662	5.96	1.5903	--	2254	--	dani
bretaña	4663	5.96	1.7019	--	--	3803	Brittany
verás	4664	5.96	0.9467	--	4185	--	see
además	4665	5.96	1.1421	279	1935	186	also
busqueda	4666	5.96	1.2930	2764	--	--	search
valenciana	4667	5.96	1.2282	2662	--	--	Valencia
ganadería	4668	5.96	1.3087	--	--	4374	animal husbandry
harán	4669	5.96	1.0683	--	--	4938	will
temas	4670	5.96	1.2282	251	2601	1114	topics
córdoba	4671	5.96	1.3087	854	--	1603	Cordova
analisis	4672	5.96	1.5381	4674	--	--	analysis
let's	4673	5.96	1.2282	--	2118	--	let's
siguiente	4674	5.96	1.0683	236	1831	294	following
interior	4675	5.96	0.9889	849	2242	560	interior
pense	4676	5.96	1.3696	--	1226	--	pense
fases	4677	5.96	1.2930	--	--	4620	phases
relacionado	4678	5.96	0.8071	2980	--	4651	relevant
cd	4679	5.96	1.1241	662	1361	--	CD
sur	4680	5.96	1.4563	503	1975	491	south
tendencias	4681	5.96	1.3845	3120	--	2018	tendencies
verbo	4682	5.96	1.3242	--	4668	3211	verb
ejemplos	4683	5.96	1.1773	2420	--	1722	Examples
núcleo	4684	5.96	1.1421	--	--	2762	core
traen	4685	5.96	1.1058	--	4364	--	bring
mary	4686	5.96	1.2771	--	5009	--	mary
calificaciones	4687	5.96	1.6283	4350	--	--	Qualifications
fundamentalmente	4688	5.96	1.0872	--	--	2302	fundamentally
responde	4689	5.96	1.1773	2732	2252	2582	responds
romano	4690	5.96	1.1421	--	--	3017	Roman
voces	4691	5.96	1.2282	4284	4691	2161	voices
traigo	4692	5.96	1.0490	--	2653	--	bring
card	4693	5.96	1.2447	4127	--	--	card
semejante	4694	5.96	1.1241	--	--	1337	such
comments	4695	5.96	1.3087	1074	--	--	comments
seminario	4696	5.96	1.3087	3216	--	2835	seminar
andrés	4697	5.96	1.5381	2318	--	1694	Andrew
sugerencias	4698	5.96	1.0093	1583	--	--	suggestions
we	4699	5.96	1.5513	1878	277	--	we
consulta	4700	5.96	1.2447	776	--	2524	consultation
spaces	4701	5.96	1.1599	5222	--	--	spaces
material	4702	5.96	1.1599	703	--	771	material
interesados	4703	5.96	1.6408	2942	--	3063	interested
pudiese	4704	5.96	1.5381	--	--	4948	could
posts	4705	5.96	1.4841	420	--	--	posts
compañías	4706	5.96	1.4841	3411	--	2320	companies
utiliza	4707	5.96	1.2610	2080	--	3151	used
localización	4708	5.96	1.2115	1727	--	--	location
bookmark	4709	5.96	1.2282	2765	--	--	bookmark
quedate	4710	5.96	1.4702	--	4961	--	Stay
marina	4711	5.96	1.3242	2772	--	1795	marine
creencias	4712	5.96	1.5381	--	--	3659	beliefs
myspace	4713	5.96	1.3242	1124	--	--	myspace
regional	4714	5.96	1.3696	1058	--	1237	regional
añade	4715	5.96	0.8797	2819	--	3580	adds
entregó	4716	5.96	1.1421	--	--	4790	delivered
autopista	4717	5.96	1.3242	--	4785	--	highway
destinado	4718	5.96	1.2447	--	--	2990	destined
mira	4719	5.96	0.6987	923	404	2044	sight
moderador	4720	5.96	1.2115	3235	--	--	moderator
rumbo	4721	5.96	1.0872	5226	2035	2583	course
expresó	4722	5.96	1.0490	--	--	5221	expressed
tantas	4723	5.96	1.3547	4085	1054	1509	many
cartagena	4724	5.96	1.2282	3719	--	2844	cartagena
darle	4725	5.96	1.1421	3053	843	2089	give
added	4726	5.96	0.9889	4408	--	--	added
está	4727	5.96	0.9889	59	165	65	is
africa	4728	5.96	1.8066	4314	--	--	africa
vengan	4729	5.96	1.0490	--	2160	--	come
ocupación	4730	5.96	1.3991	4711	--	2152	occupation
líquido	4731	5.96	1.1773	--	--	4199	liquid
adicionales	4732	5.96	1.1945	3089	--	--	additional
rutas	4733	5.96	1.1058	3240	--	--	routes
tomamos	4734	5.96	1.2610	--	4545	--	we
public	4735	5.96	0.9467	2928	--	--	public
sale	4736	5.96	1.1945	1409	441	2347	out
recien	4737	5.96	1.0294	--	884	--	Recent
garaje	4738	5.96	1.0294	3770	--	--	garage
eléctrico	4739	5.96	1.2115	4324	--	--	electric
inclusive	4740	5.94	1.2521	--	--	3581	inclusive
establecer	4741	5.94	1.0577	1839	--	877	establish
aja	4742	5.94	1.4201	--	1752	--	aja
tribus	4743	5.94	1.3614	--	--	4725	tribes
confidencialidad	4744	5.94	1.4765	5255	--	--	confidentiality
parcela	4745	5.94	1.2843	4919	--	--	plot
mercaderías	4746	5.94	1.1502	--	--	5168	goods
with	4747	5.94	1.0382	736	260	2711	with
pueda	4748	5.94	1.0768	1067	1041	610	can
view	4749	5.94	0.8184	848	--	--	view
maleta	4750	5.94	1.6953	--	2912	--	suitcase
incluyendo	4751	5.94	1.1323	2199	--	2967	including
avisame	4752	5.94	1.1141	--	3849	--	let me know
torres	4753	5.94	1.2843	1639	1753	1852	towers
pray	4754	5.94	1.8671	--	4725	--	pray
instalaciones	4755	5.94	0.9982	1250	--	3795	facilities
madera	4756	5.94	1.0768	1427	--	1508	wood
empezaste	4757	5.94	1.1502	--	4393	--	started
susana	4758	5.94	1.2843	5085	--	--	susana
post	4759	5.94	1.0382	315	1811	5171	post
mobiliario	4760	5.94	1.3614	4741	--	--	furniture
considerar	4761	5.94	1.1502	2296	--	1320	consider
lean	4762	5.94	1.4344	--	4028	--	read
énfasis	4763	5.94	1.1323	--	--	4053	emphasis
normal	4764	5.94	0.9982	1199	689	1513	normal
hacerle	4765	5.94	1.4486	--	3653	4736	give
riego	4766	5.94	1.1851	5025	--	3814	irrigation
simples	4767	5.94	1.1502	--	--	3179	simple
evalúa	4768	5.94	1.2191	3482	--	--	evaluates
parecido	4769	5.94	1.0577	4645	3814	3215	like
cinta	4770	5.94	1.1851	4887	--	--	tape
lmfao	4771	5.94	1.6214	--	3381	--	lmfao
edad	4772	5.94	1.4486	542	1475	505	age
centros	4773	5.94	1.1678	866	--	1246	centers
exponer	4774	5.94	1.4344	--	--	5093	exhibit
juntas	4775	5.94	1.4486	4689	1788	2632	together
característica	4776	5.94	1.0184	4148	--	2545	feature
edition	4777	5.94	1.0956	3975	--	--	edition
destinada	4778	5.94	1.6214	--	--	4203	intended
us	4779	5.94	1.6340	604	1037	2231	us
local	4780	5.94	1.0768	545	3561	909	local
menéame	4781	5.94	1.6214	4947	--	--	mename
largo	4782	5.94	1.4626	837	1157	409	long
hechas	4783	5.94	1.0382	--	--	2715	made
marido	4784	5.94	1.9210	5266	3189	2035	husband
decisivo	4785	5.94	1.5174	--	--	4923	decisive
empezado	4786	5.94	1.4486	--	1479	--	initiated
provincial	4787	5.94	1.2683	1799	--	1915	provincial
duración	4788	5.94	1.3001	1413	--	2530	duration
laboratorio	4789	5.94	1.4057	2005	--	4325	laboratory
califica	4790	5.94	1.1851	5246	--	--	qualifies
tributo	4791	5.94	1.5960	--	--	4408	tribute
suplementos	4792	5.94	0.9348	4418	--	--	supplements
diario	4793	5.94	1.0768	550	1725	956	daily
explicación	4794	5.94	1.4486	4395	--	2079	explanation
nombres	4795	5.94	1.1678	1783	3254	1121	names
transporte	4796	5.94	1.2683	770	--	1452	transport
máquina	4797	5.94	1.1678	3510	--	2982	machine
dale	4798	5.94	1.2357	4550	445	--	dale
asturias	4799	5.94	1.3763	1158	--	--	Asturias
we're	4800	5.94	0.7669	--	2337	--	we're
significa	4801	5.94	0.8430	1660	853	1035	means
oye	4802	5.94	1.1502	4399	606	--	hears
células	4803	5.94	1.2843	3462	--	3884	cells
subscribe	4804	5.94	1.3157	4387	--	--	subscribe
apariencia	4805	5.94	1.6088	--	--	3665	appearance
tendencia	4806	5.94	1.3911	3397	--	1117	trend
resultan	4807	5.94	1.1851	--	--	3600	are
official	4808	5.94	1.2683	--	3020	--	Official
pedido	4809	5.94	1.1678	2059	3751	2892	order
revisar	4810	5.94	1.2357	4197	--	--	revise
pie	4811	5.94	1.0768	1929	799	940	foot
procede	4812	5.94	1.2191	--	--	2940	proceeds
entró	4813	5.94	1.1502	--	--	2546	entered
suscripciones	4814	5.94	1.3911	2968	--	--	subscriptions
isabel	4815	5.94	1.3311	2535	--	2317	Isabel
hace	4816	5.94	1.3311	58	106	129	ago
nueve	4817	5.94	1.3001	3211	--	1539	nine
ong	4818	5.94	1.2357	4812	--	--	ong
espíritus	4819	5.94	1.7775	--	--	4215	spirits
signos	4820	5.94	1.0577	4486	--	2687	signs
can	4821	5.92	1.2262	1475	503	--	dog
posee	4822	5.92	0.8999	2648	--	2179	has
tecnico	4823	5.92	1.3679	3117	--	--	technical
convertirse	4824	5.92	1.1036	5135	--	2894	turn
português	4825	5.92	1.1925	2244	--	--	português
metodología	4826	5.92	1.2262	3754	--	4819	methodology
order	4827	5.92	1.3377	4291	--	--	order
xdd	4828	5.92	1.4263	--	493	--	xdd
editar	4829	5.92	1.1578	1083	--	--	edit
puertas	4830	5.92	1.0467	1714	4141	2037	doors
disposiciones	4831	5.92	1.3974	2096	--	917	provisions
alicia	4832	5.92	1.4961	4207	--	--	Alice
siguiendo	4833	5.92	1.0850	4262	2960	1894	following
break	4834	5.92	1.5097	--	3918	--	break
atmósfera	4835	5.92	1.1925	--	--	3829	atmosphere
Índice	4836	5.92	1.3223	1720	--	--	Index
volúmenes	4837	5.92	1.2095	--	--	3681	volumes
llegado	4838	5.92	1.4686	2905	1389	901	come
llevando	4839	5.92	0.8769	--	--	3627	carrying
dedo	4840	5.92	1.2752	--	2241	--	finger
numerosos	4841	5.92	1.2752	5148	--	1860	numerous
terra	4842	5.92	1.3827	3711	--	--	terra
plataforma	4843	5.92	1.1220	2660	--	--	platform
hoja	4844	5.92	1.1925	2528	--	2941	leaf
comportamiento	4845	5.92	1.3377	2518	--	1707	behavior
habló	4846	5.92	1.0660	--	--	3903	spoke
sistemas	4847	5.92	1.4686	512	--	971	systems
ojala	4848	5.92	1.4405	4829	492	--	hopefully
acordaba	4849	5.92	1.3377	--	5061	--	remembered
hice	4850	5.92	1.1925	3814	700	3557	I
referida	4851	5.92	1.2262	--	--	4341	referred
cumbia	4852	5.92	1.8609	--	4662	--	cumbia
pertenecientes	4853	5.92	1.2095	--	--	3649	belonging
alemanes	4854	5.92	1.5097	--	--	4159	German
definir	4855	5.92	1.2752	3673	--	2944	define
colombiano	4856	5.92	1.5628	3735	--	3380	Colombian
pasas	4857	5.92	1.3223	--	1540	--	raisins
semana	4858	5.92	1.1220	317	415	1837	week
decir	4859	5.92	1.0660	363	205	141	say
señor	4860	5.92	1.4119	977	708	127	Mr.
llega	4861	5.92	1.2591	1542	522	953	arrives
mencionados	4862	5.92	1.1753	--	--	3593	mentioned
mencionar	4863	5.92	0.8999	--	--	3742	mention
métodos	4864	5.92	1.2591	1633	--	1613	methods
our	4865	5.92	1.3974	2829	1419	--	our
consultar	4866	5.92	1.1400	1467	--	--	consult
entran	4867	5.92	1.2262	--	4396	4962	enter
groups	4868	5.92	1.3974	3312	--	--	groups
producido	4869	5.92	1.2428	4539	--	2029	produced
contactar	4870	5.92	0.9655	609	--	--	contact
dado	4871	5.92	1.1753	1118	977	378	given
haría	4872	5.92	1.2752	--	3274	3744	would
aquí	4873	5.92	0.9655	146	274	178	here
llamo	4874	5.92	1.2262	5109	1002	--	call
envio	4875	5.92	1.0467	2855	--	--	Shipping
rural	4876	5.92	1.5497	1128	--	1322	rural
clic	4877	5.92	1.0850	537	--	--	click
puedas	4878	5.92	1.2095	3809	2218	--	can
vuelta	4879	5.92	1.0467	1749	671	1848	return
south	4880	5.92	1.2591	3913	--	--	south
torre	4881	5.92	1.1578	2081	--	2162	tower
oficios	4882	5.92	1.0069	--	--	2517	trades
numerosas	4883	5.92	1.3827	--	--	2319	numerous
mecánica	4884	5.92	1.4546	3699	--	5012	mechanics
canaria	4885	5.92	1.2428	3378	--	--	Canary
password	4886	5.92	1.4405	2188	--	--	password
suceso	4887	5.92	1.1925	--	--	3612	event
vine	4888	5.92	1.2262	--	3101	--	came
bytes	4889	5.92	1.1036	4634	--	--	bytes
frente	4890	5.92	1.0270	687	971	234	front
asistente	4891	5.92	0.9442	4782	--	--	assistant
msn	4892	5.92	1.4119	804	923	--	msn
eléctricos	4893	5.92	1.0660	4809	--	--	electrical
registros	4894	5.92	1.2911	2569	--	4118	records
republica	4895	5.92	1.4263	4063	--	--	republic
colombia	4896	5.92	1.1753	385	1621	661	Colombia
nochevieja	4897	5.92	1.8052	--	743	--	New Year's Eve
aliento	4898	5.92	1.6142	--	5131	4902	breath
cordoba	4899	5.92	1.2911	2958	--	--	cordoba
técnico	4900	5.92	1.2428	997	--	2012	technical
organismos	4901	5.90	1.3887	1983	--	1650	agencies
superficie	4902	5.90	1.0738	1701	--	1210	surface
vías	4903	5.90	1.0546	3608	--	2334	pathways
perry	4904	5.90	1.6067	--	3382	--	perry
estoy	4905	5.90	1.0738	497	57	1130	am
avenida	4906	5.90	1.1112	2453	--	--	avenue
dueños	4907	5.90	1.7757	--	--	3150	owners
dimensión	4908	5.90	1.1294	5079	--	2401	dimension
yendo	4909	5.90	1.0738	--	3191	--	going
calendario	4910	5.90	1.0152	924	1944	--	calendar
dan	4911	5.90	1.2495	1477	532	939	give
pilas	4912	5.90	1.3286	--	2172	--	batteries
elena	4913	5.90	1.3887	3349	--	--	elena
monitores	4914	5.90	1.0546	5034	--	--	monitors
operadores	4915	5.90	1.2495	4938	--	--	operators
mantener	4916	5.90	1.2330	1582	3203	1057	maintain
etapas	4917	5.90	0.9949	4385	--	2996	stages
followed	4918	5.90	1.6444	--	2907	--	Followed
cds	4919	5.90	1.1294	4543	--	--	cds
campaña	4920	5.90	1.5286	1605	3899	1046	campaign
comerme	4921	5.90	1.7525	--	4879	--	eat
derecha	4922	5.90	1.3132	1722	3484	1434	right
ingleses	4923	5.90	1.7291	--	--	2478	English
feliç	4924	5.90	1.9509	--	4434	--	feliç
