Word	Havg	StDev	FreqListRank	TwitterRank	translation
nathan	5043	5.42	1.1265	3695	--	nathan
sekali	5044	5.42	0.7584	125	382	once
#pisces	5045	5.42	1.1796	--	3553	# Pisces
pict	5046	5.42	1.0120	--	5588	pict
andy	5047	5.42	0.9916	1325	--	andy
andre	5048	5.42	1.1265	--	4219	andre
matematika	5049	5.42	1.3415	3196	2181	mathematics
hingga	5050	5.42	0.8593	846	1356	to
claude	5051	5.42	1.1622	4731	--	claude
kenny	5052	5.42	1.1265	2286	--	kenny
koridor	5053	5.42	0.9916	5454	--	corridor
letnan	5054	5.42	1.2137	832	--	lieutenant
kemana2	5055	5.42	1.0319	--	5682	kemana2
victor	5056	5.42	1.1622	1534	--	victor
edgar	5057	5.42	1.1265	5870	--	edgar
kosmik	5058	5.40	1.1780	6054	--	cosmic
dalam	5059	5.40	0.9258	38	147	in
age	5060	5.40	0.9035	--	5467	age
berasal	5061	5.40	0.8806	1069	5303	derived
esther	5062	5.40	0.9897	5389	--	esther
mndi	5063	5.40	1.3248	--	3730	mndi
jeff	5064	5.40	0.9689	2053	--	jeff
#news	5065	5.40	1.0690	--	3385	# News
pengurus	5066	5.40	1.0302	5809	--	management
kebiasaan	5067	5.40	0.9897	2846	2509	habit
campur	5068	5.40	0.8571	2290	3300	mixed
keadaan	5069	5.40	0.8806	856	1619	state
botol	5070	5.40	0.8571	1824	5204	bottle
sand	5071	5.40	0.9897	6184	--	sand
mr	5072	5.40	0.8081	256	1681	mr
dokumen	5073	5.40	0.9258	2762	--	document
knal	5074	5.40	1.2778	--	1963	knal
teks	5075	5.40	0.8571	5006	--	text
teruss	5076	5.40	1.3702	--	5355	teruss
dave	5077	5.40	1.0880	1272	--	dave
harga	5078	5.40	0.9689	1269	1191	price
nyak	5079	5.40	1.3401	--	4060	many
benang	5080	5.40	1.0102	5710	--	thread
jam	5081	5.40	0.8806	202	99	hour
keadaannya	5082	5.40	1.0498	3478	--	situation
hans	5083	5.40	1.0690	5434	--	hans
gilirannya	5084	5.40	1.0302	5924	--	turn
┒'o'┒	5085	5.40	1.6036	--	4542	┒ 'o' ┒
travis	5086	5.40	1.0498	5959	--	travis
juve	5087	5.40	1.2778	--	5796	juve
kurcaci	5088	5.40	1.0690	5090	--	gnome
tindakan	5089	5.40	1.0498	1154	2983	action
bergegas	5090	5.40	1.2289	5336	--	hurry up
twet	5091	5.40	1.2454	--	4581	Twet
beth	5092	5.40	1.1249	1696	--	beth
meniup	5093	5.40	0.9476	2475	--	blow
about	5094	5.40	0.8571	3664	744	about
leslie	5095	5.40	1.1066	5259	--	leslie
besi	5096	5.40	0.9476	1726	--	iron
menentukan	5097	5.40	0.9897	2715	4124	determine
kain	5098	5.40	0.9258	3607	--	fabric
darat	5099	5.40	0.8571	2458	--	land
pon	5100	5.40	1.1249	3454	--	pound
hitung	5101	5.40	0.9689	3450	--	arithmetic
dkt	5102	5.40	1.2122	--	3231	dkt
komen	5103	5.40	1.0880	--	5866	comments
perlahan	5104	5.40	1.2289	2353	--	slow
tengok	5105	5.40	0.9689	3657	--	habituate
louis	5106	5.40	0.9897	2427	--	louis
smp	5107	5.40	0.9258	--	858	smp
menghadap	5108	5.40	1.1952	3679	--	face
sejenak	5109	5.40	0.9689	3282	4333	for a while
bngun	5110	5.40	1.2289	--	2701	bngun
yaaaaa	5111	5.40	1.7143	--	3967	yaaaaa
dpn	5112	5.40	1.0690	--	1714	NCC
jarimu	5113	5.40	0.9258	4973	--	finger
massa	5114	5.40	0.9258	4034	5085	mass
these	5115	5.40	0.7825	--	6236	these
ray	5116	5.40	0.9258	1342	--	ray
darimana	5117	5.40	1.1249	1134	5367	where
sharon	5118	5.40	1.1780	4097	--	sharon
ripley	5119	5.40	1.1952	3026	--	ripley
belanda	5120	5.40	1.4286	3769	5379	Netherlands
edition	5121	5.40	0.7284	--	2311	edition
#teamfollowback	5122	5.40	1.1066	--	204	# Teamfollowback
matthew	5123	5.40	0.9897	2576	--	matthew
thing	5124	5.40	0.8081	6061	2652	thing
akun	5125	5.40	1.2289	--	1273	account
bahu	5126	5.40	0.9476	3404	--	shoulder
smua	5127	5.40	1.1249	--	609	smua
marshal	5128	5.40	0.8571	3530	--	marshal
leonidas	5129	5.40	1.1952	5769	--	leonidas
masama	5130	5.40	1.2617	--	3188	masama
hill	5131	5.40	0.8571	4270	--	hill
bertukar	5132	5.40	0.9897	5483	--	exchange
syahrini	5133	5.40	1.9060	--	2472	syahrini
prajurit	5134	5.40	1.0880	618	--	soldier
kantung	5135	5.40	0.7825	4918	--	bag
kautahu	5136	5.40	0.8806	2885	--	you know
ym	5137	5.40	1.1066	--	2343	ym
selagi	5138	5.40	0.9258	2571	5799	while
richard	5139	5.40	1.2122	2377	--	richard
serius	5140	5.40	1.4569	423	816	serious
jaring	5141	5.40	1.1249	4949	--	net
tanding	5142	5.40	1.0498	--	5653	equal
orangnya	5143	5.40	0.8330	1654	1638	one
jonathan	5144	5.40	0.9476	5610	--	jonathan
helen	5145	5.40	0.9035	3384	--	helen
ciri	5146	5.40	0.8571	--	5007	characteristic
berwenang	5147	5.40	1.2936	3323	--	authorities
ol	5148	5.40	1.1249	--	903	ol
lbh	5149	5.40	1.4428	5539	797	LBH
kenyataannya	5150	5.40	1.3851	2457	--	reality
samantha	5151	5.40	0.9689	6158	--	samantha
gw	5152	5.40	1.2936	2690	44	gw
kpk	5153	5.40	1.3702	--	1292	kpk
marvin	5154	5.40	0.8571	3436	--	marvin
bangku	5155	5.40	0.9258	4649	--	bench
dinyatakan	5156	5.40	1.0690	5716	--	stated
does	5157	5.40	0.7284	--	4580	does
merupakan	5158	5.40	0.8081	878	2466	constitute
perilaku	5159	5.40	0.9476	3261	--	behavior
gina	5160	5.40	1.0690	5379	--	gina
sim	5161	5.40	1.0498	5746	4746	driver's license
=d	5162	5.40	1.4142	--	623	= D
abg	5163	5.40	0.9476	--	1415	abg
ini	5164	5.40	1.0102	5	13	this
month	5165	5.40	0.7284	--	2646	month
kantornya	5166	5.40	0.8330	5283	--	office
jalanmu	5167	5.40	0.9476	5257	--	your way
sadari	5168	5.40	0.9897	5748	4915	realize
taylor	5169	5.40	0.8806	4247	3352	taylor
milton	5170	5.40	1.1952	5745	--	milton
pergelangan	5171	5.40	0.8806	4254	--	circle
berbisik	5172	5.40	1.1066	3193	--	whisper
sektor	5173	5.40	0.9035	3459	--	sector
mudeng	5174	5.40	1.6036	--	4608	mudeng
membicarakannya	5175	5.40	1.1606	2604	--	talk
hidung	5176	5.40	1.0498	2128	3413	nose
papan	5177	5.40	1.0302	1944	--	board
tertua	5178	5.40	1.4428	4424	--	eldest
kbar	5179	5.40	0.8571	--	3873	kbar
sebagaimana	5180	5.40	1.1780	3094	--	as
kk	5181	5.40	1.1780	--	196	kk
fx	5182	5.40	1.2289	--	5287	fx
maggie	5183	5.40	0.8571	3812	--	maggie
sehingga	5184	5.40	1.1429	575	3737	so that
samping	5185	5.40	1.1429	1809	2940	side
cabang	5186	5.40	0.8571	4747	--	branch
take	5187	5.40	0.9476	2411	1327	take
dimaksudkan	5188	5.40	0.7284	4984	--	intended
shaun	5189	5.40	1.0498	3911	6058	shaun
betina	5190	5.40	1.3702	3230	--	female
fllwrs	5191	5.38	1.2760	--	5399	fllwrs
pulangnya	5192	5.38	1.0859	--	5621	departing
perry	5193	5.38	1.0859	3814	3589	perry
kucari	5194	5.38	1.0079	5730	--	I'm looking for
weasley	5195	5.38	1.1409	5395	--	weasley
bisanya	5196	5.38	1.0280	--	3244	usually
flynn	5197	5.38	1.1229	3502	--	flynn
hastag	5198	5.38	1.1761	--	5100	hastag
biasanya	5199	5.38	0.9010	902	786	usually
badge	5200	5.38	0.7530	--	5922	badge
samuel	5201	5.38	0.8303	5969	--	samuel
menurutmu	5202	5.38	1.0859	563	5650	think
nyawa	5203	5.38	1.6399	1628	4402	soul
rek	5204	5.38	1.2760	--	1493	rek
trek	5205	5.38	1.0079	4744	--	tracks
ferguson	5206	5.38	1.4968	--	6155	ferguson
being	5207	5.38	0.8545	--	2474	being
udeh	5208	5.38	0.9452	--	2752	udeh
bljr	5209	5.38	1.2436	--	2122	bljr
iaa	5210	5.38	1.2760	--	2511	iaa
kepada	5211	5.38	0.8303	196	737	to
hills	5212	5.38	0.8781	5869	--	hills
he	5213	5.38	1.1586	2324	586	heigh
hannah	5214	5.38	0.9452	3164	--	hannah
tidurnya	5215	5.38	1.0280	--	5300	his
darcy	5216	5.38	0.9666	3855	--	darcy
balap	5217	5.38	1.3536	5423	--	racing
owen	5218	5.38	1.3076	4430	--	owen
bungkus	5219	5.38	1.0476	--	4884	wrap
pemula	5220	5.38	1.0669	5071	--	beginner
mencarimu	5221	5.38	1.3536	2433	--	looking for you
martin	5222	5.38	1.1229	1939	--	martin
menyapu	5223	5.38	1.0669	4381	--	sweep
#film2	5224	5.38	1.4126	--	5900	# Film2
sekelompok	5225	5.38	1.0669	2449	--	group
terpikir	5226	5.38	1.0859	6020	--	occur
cd	5227	5.38	1.0859	--	1812	CD
disini	5228	5.38	0.9010	142	483	here
bbman	5229	5.38	1.1933	--	5434	bbman
ambilkan	5230	5.38	1.0079	2041	--	get me
menyebar	5231	5.38	1.2436	2368	--	spread
tika	5232	5.38	1.0079	--	4761	tika
mengurus	5233	5.38	1.0476	1641	--	care
gonna	5234	5.38	0.7530	2351	2974	gonna
gelas	5235	5.38	0.9452	2646	5323	glass
tol	5236	5.38	1.0079	--	3060	toll
morgan	5237	5.38	1.2103	4495	3115	morgan
maka	5238	5.38	0.6354	438	742	then
county	5239	5.38	0.8781	4976	--	county
pikir	5240	5.38	1.0669	115	1832	thought
bung	5241	5.38	0.8303	466	2423	fella
shaggy	5242	5.38	1.2919	4167	--	shaggy
lehermu	5243	5.38	0.7530	5523	--	neck
moose	5244	5.38	1.0079	4323	--	moose
bereskan	5245	5.38	1.2919	5751	--	clean up
berbaris	5246	5.38	1.1229	3169	--	line up
tampaknya	5247	5.38	0.8053	566	--	apparently
disitu	5248	5.38	0.8303	2236	3069	there
kilometer	5249	5.38	0.9010	3526	--	kilometer
matius	5250	5.38	1.3231	5449	--	matthew
ati2	5251	5.38	1.4126	--	4612	ati2
berbuat	5252	5.38	1.1229	1297	2768	do
whoa	5253	5.38	1.5372	565	--	whoa
jendral	5254	5.38	1.2436	2946	--	general
nana	5255	5.38	0.9875	--	6033	nana
sebenernya	5256	5.38	1.0669	--	1667	actually
jamu	5257	5.38	1.3834	--	5488	herb
kutub	5258	5.38	0.9666	3198	--	pole
grey	5259	5.38	1.1045	--	5135	gray
lane	5260	5.38	1.1933	5252	--	lane
ane	5261	5.38	0.7796	--	1240	ane
#aries	5262	5.38	1.2103	--	3347	# Aries
folback	5263	5.38	1.4412	--	367	folback
jenis	5264	5.38	0.8545	685	3659	type
kura	5265	5.38	0.9666	2856	--	spleen
bio	5266	5.38	0.7796	--	1654	bio
eka	5267	5.38	1.0079	--	4444	eka
miliknya	5268	5.38	1.2103	3584	--	hers
disebut	5269	5.38	0.9666	816	3507	called
orangmu	5270	5.38	1.3076	2716	--	your man
labu	5271	5.38	1.0079	5976	--	flask
ftv	5272	5.38	1.1586	--	2613	ftv
katamu	5273	5.38	1.0079	1769	--	say
seorang	5274	5.38	1.0476	84	523	a
luar	5275	5.38	0.9666	188	762	beyond
mengetuk	5276	5.38	1.0079	2437	--	knock
kuduga	5277	5.38	0.8303	5544	--	expected
carrie	5278	5.38	0.9666	5143	--	carrie
skalian	5279	5.38	0.9452	--	2827	skalian
bagasi	5280	5.38	0.7530	3588	--	luggage
benda	5281	5.38	0.8303	622	--	object
mentionan	5282	5.38	1.1933	--	3046	mentionan
osis	5283	5.38	0.9666	--	5637	osis
keretanya	5284	5.38	1.0669	5867	--	train
saus	5285	5.38	1.2103	3661	--	sauce
kakimu	5286	5.38	1.1409	2069	--	feet
menawar	5287	5.38	1.3536	4922	--	bid
tang	5288	5.38	0.9875	3984	--	pliers
gue	5289	5.38	0.9010	--	22	I
run	5290	5.38	0.8545	4201	4861	run
lin	5291	5.38	1.1933	5211	4334	line
connie	5292	5.38	1.0669	4398	--	connie
nah	5293	5.38	1.1045	349	295	well
joey	5294	5.38	0.8781	3627	--	joey
count	5295	5.38	1.2103	4382	--	count
kerjamu	5296	5.38	1.1409	5139	--	your work
`з´	5297	5.38	1.5894	--	2776	`З '
lembaga	5298	5.38	0.9666	4645	--	institution
sisi	5299	5.38	0.8781	612	2567	side
kedua	5300	5.38	0.9875	408	1609	second
naga	5301	5.38	1.5104	1820	5944	dragon
tupai	5302	5.38	0.9010	5033	--	squirrel
lois	5303	5.38	1.0669	4827	--	lois
sandy	5304	5.38	1.0079	3987	--	sandy
sebelah	5305	5.38	0.7796	709	1936	next
mengejar	5306	5.38	1.1586	1048	4700	chase
terminal	5307	5.38	1.1229	4615	--	terminal
rangga	5308	5.38	0.9452	--	3048	rangga
disinilah	5309	5.38	0.8053	6197	--	this is where
eugene	5310	5.38	0.8545	4446	--	eugene
years	5311	5.38	1.1409	--	2221	years
ditengah	5312	5.36	0.8020	5616	--	middle
toto	5313	5.36	1.1911	5624	--	toto
mi	5314	5.36	1.0451	2392	784	noodles
ran	5315	5.36	1.0451	--	3278	ran
pnting	5316	5.36	1.3056	--	2802	pnting
brow	5317	5.36	1.1911	--	5977	brow
seandainya	5318	5.36	1.1739	3092	2489	supposing
detak	5319	5.36	1.0645	5072	--	tap
angkatan	5320	5.36	0.8020	1703	5599	force
gantinya	5321	5.36	1.0254	4699	--	instead
#eaa	5322	5.36	1.6507	--	3721	# Eaa
brian	5323	5.36	1.1021	5180	--	brian
they're	5324	5.36	0.8271	--	5606	they're
terdapat	5325	5.36	0.7762	3636	--	there
pda	5326	5.36	0.9424	--	1324	pda
yaaa	5327	5.36	1.6630	--	431	yaaa
kuning	5328	5.36	1.0451	1969	3130	yellow
ngisi	5329	5.36	0.8981	--	4955	ngisi
tekken	5330	5.36	1.3211	6100	--	tekken
rata-rata	5331	5.36	1.0053	--	6209	average
parkir	5332	5.36	0.8271	2340	4261	parking
golongan	5333	5.36	0.8020	--	5053	group
kimia	5334	5.36	1.1563	2440	2365	chemical
hall	5335	5.36	0.8751	3083	--	hall
demikian	5336	5.36	0.6928	1363	--	thus
knock	5337	5.36	1.3962	5115	--	knock
garpu	5338	5.36	0.8020	5939	--	fork
sini	5339	5.36	1.1205	33	420	here
landas	5340	5.36	0.8271	4042	--	off
unit	5341	5.36	0.7494	1227	--	unit
meletakkannya	5342	5.36	0.8514	3648	--	put
karl	5343	5.36	1.2249	4583	--	karl
jwb	5344	5.36	0.9205	--	2844	jwb
lainnya	5345	5.36	1.0451	419	2297	Other
cara	5346	5.36	0.6627	194	458	way
bbm	5347	5.36	1.0053	--	759	bbm
roland	5348	5.36	1.0835	5393	--	roland
tasnya	5349	5.36	1.1386	4318	--	bag
dec	5350	5.36	1.2415	--	2988	dec
#openfollow	5351	5.36	1.2739	--	358	# Openfollow
hadapan	5352	5.36	1.1021	4504	--	presence
awak	5353	5.36	0.8981	1731	2015	crew
bis	5354	5.36	1.1911	3907	2303	bus
mesin	5355	5.36	0.7762	495	4791	machine
distrik	5356	5.36	1.0835	5442	--	district
dibawa	5357	5.36	1.1205	1733	3230	be carried
lembah	5358	5.36	1.0254	2482	--	valley
keinget	5359	5.36	0.9638	--	3718	keinget
garis	5360	5.36	0.9205	909	--	line
then	5361	5.36	0.9848	5605	2110	then
kurasa	5362	5.36	1.1021	267	--	I guess
ngeliat	5363	5.36	0.9638	--	933	Seeing
saxon	5364	5.36	1.0835	5863	--	saxon
delta	5365	5.36	0.6928	4755	--	delta
didalamnya	5366	5.36	1.2081	3348	--	therein
rosie	5367	5.36	1.0451	5763	--	rosie
pierre	5368	5.36	0.8981	6220	--	pierre
kilo	5369	5.36	0.8981	5380	--	kilo
tongkat	5370	5.36	0.8271	1506	--	stick
dibicarakan	5371	5.36	1.5618	3772	--	be discussed
street	5372	5.36	0.9205	2049	--	street
mengatur	5373	5.36	1.1911	1230	--	set
dong	5374	5.36	1.0645	2691	56	dong
isinya	5375	5.36	0.7494	3641	2399	contents
bulu	5376	5.36	0.9205	2925	2761	feather
pngen	5377	5.36	1.3211	--	1112	pngen
card	5378	5.36	0.8751	--	4790	card
davis	5379	5.36	0.9638	5714	--	davis
satpam	5380	5.36	1.1205	--	4418	guard
melly	5381	5.36	1.0451	5150	--	melly
liz	5382	5.36	1.1386	4444	--	liz
mengubahnya	5383	5.36	1.0835	3899	--	change
bener2	5384	5.36	1.1205	--	2217	bener2
ronnie	5385	5.36	1.0451	5141	--	ronnie
ktp	5386	5.36	0.9205	--	5646	ktp
beat	5387	5.36	1.3667	--	5289	beat
#cowocewe	5388	5.36	1.2249	--	1043	# Cowocewe
from	5389	5.36	0.8751	3156	484	from
mencari	5390	5.36	1.2081	223	1096	search
cs	5391	5.36	0.8514	--	4774	cs
gates	5392	5.36	0.8751	5137	--	gates
sullivan	5393	5.36	1.0053	5493	--	sullivan
henry	5394	5.36	1.0451	1592	5435	henry
marley	5395	5.36	1.3056	2334	--	marley
bensin	5396	5.36	1.2578	2599	4983	gasoline
ira	5397	5.36	1.2415	5833	4688	sinew
iia	5398	5.36	1.0645	--	1814	iia
agar	5399	5.36	0.6928	514	726	that
wang	5400	5.36	1.1911	3604	--	wang
wenger	5401	5.36	1.3365	--	5572	wenger
pala	5402	5.36	1.1021	--	2944	nutmeg
judith	5403	5.36	1.0451	5703	--	judith
stick	5404	5.36	0.9424	6018	--	stick
merasa	5405	5.36	0.8981	212	653	feel
maurice	5406	5.36	1.0451	3482	--	maurice
loteng	5407	5.36	0.8271	5465	--	attic
butuh	5408	5.36	0.9848	234	426	need
spesies	5409	5.36	0.9424	2529	--	species
mao	5410	5.36	1.1739	--	2252	mao
*colek	5411	5.36	1.3815	--	4865	* Dab
who's	5412	5.36	0.9848	--	5614	who's
mon	5413	5.36	0.8751	5068	4874	mon
hurley	5414	5.36	0.9424	5331	--	hurley
kamunya	5415	5.36	1.1386	--	2624	kamunya
empat	5416	5.36	0.7494	477	3234	four
ahmad	5417	5.36	1.3056	--	4388	ahmad
puluh	5418	5.36	1.0254	1039	--	twenty
robert	5419	5.36	1.1205	1690	5972	robert
terharu	5420	5.36	1.7233	--	3622	moved
tenan	5421	5.36	1.2249	--	2519	tenan
punggung	5422	5.36	1.0053	2836	--	back
steve	5423	5.36	0.9638	1458	--	steve
#aquarius	5424	5.36	1.1205	--	3600	# Aquarius
day	5425	5.36	0.8751	3136	351	day
titip	5426	5.36	1.1739	--	3826	Babysitting
elf	5427	5.36	1.1563	--	1369	elf
tombol	5428	5.36	0.6627	1694	--	button
icha	5429	5.36	1.1563	--	3691	icha
tara	5430	5.36	1.2739	4537	5820	tare
menanyakan	5431	5.36	0.9848	1515	--	ask
menerus	5432	5.36	0.7762	3867	--	continuous
jalannya	5433	5.36	0.8751	2741	5595	the course
inci	5434	5.36	0.8020	3356	--	inch
yu	5435	5.34	1.0616	4225	868	yu
ruma	5436	5.34	1.3032	--	5449	ruma
baginya	5437	5.34	0.7722	2205	--	for him
heechul	5438	5.34	1.3342	--	5336	Heechul
salinan	5439	5.34	0.7982	3343	--	copy
nuh	5440	5.34	1.3342	4445	--	nuh
ckup	5441	5.34	1.4230	--	5239	ckup
maksud	5442	5.34	0.8234	733	1170	intent
bruce	5443	5.34	0.8478	1743	--	bruce
gpp	5444	5.34	1.2056	--	371	GPP
dalamnya	5445	5.34	1.1178	1028	--	it
roll	5446	5.34	0.9392	2460	--	roll
hati-hati	5447	5.34	1.3342	--	4448	caution
harris	5448	5.34	1.0994	4682	--	harris
barat	5449	5.34	0.9817	1040	2725	west
walter	5450	5.34	1.0806	2151	--	walter
number	5451	5.34	0.6581	--	4715	number
memang	5452	5.34	0.6884	289	413	indeed
ukuran	5453	5.34	0.8715	1562	5260	size
jadi	5454	5.34	0.7722	46	46	so
#follow4follow	5455	5.34	1.2224	--	2021	# Follow4follow
jambul	5456	5.34	0.9817	--	3291	topknot
his	5457	5.34	0.9392	5401	1561	his
cwo	5458	5.34	1.1713	--	1773	cwo
apakah	5459	5.34	1.0616	44	1067	whether
week	5460	5.34	0.7722	--	3097	week
cariin	5461	5.34	1.0806	--	5261	cariin
margaret	5462	5.34	0.9392	5263	--	margaret
sidoarjo	5463	5.34	1.0422	--	5897	sidoarjo
york	5464	5.34	1.2224	840	4623	york
pasukan	5465	5.34	1.0616	528	--	troops
hal-hal	5466	5.34	0.7982	--	4804	things
utk	5467	5.34	0.8478	362	409	For
oia	5468	5.34	1.3188	--	5099	oia
reza	5469	5.34	1.1886	--	2833	reza
kos	5470	5.34	1.0022	--	3940	kos
pertimbangkan	5471	5.34	1.3342	4618	--	consider
jess	5472	5.34	0.9392	4372	--	jess
wilson	5473	5.34	1.0994	3608	--	wilson
Ơ̴̴̴̴̴̴̮͡Ơ̴̴͡	5474	5.34	1.5986	--	6148	OO
っ˘з˘っ	5475	5.34	1.9858	--	3971	っ ˘ з ˘ っ
kemudian	5476	5.34	0.7722	206	3246	then
katanya	5477	5.34	0.8947	993	601	he said
semalam	5478	5.34	0.7722	1319	3344	overnight
minyak	5479	5.34	0.9172	1829	3217	oil
mendaki	5480	5.34	1.1886	4926	--	climb
dorothy	5481	5.34	1.0022	4592	--	dorothy
base	5482	5.34	0.8234	5671	--	base
yaak	5483	5.34	1.3188	--	4826	Yaak
sempet	5484	5.34	1.0224	--	2721	sempet
bun	5485	5.34	1.1537	--	5371	bun
kennedy	5486	5.34	1.1713	6109	--	kennedy
punggungnya	5487	5.34	1.1713	6210	--	back
dimas	5488	5.34	0.9172	--	4679	dimas
akunya	5489	5.34	0.9392	--	1940	he admitted
situasinya	5490	5.34	0.9392	4405	--	situation
kawasan	5491	5.34	1.1886	5660	6234	region
membayar	5492	5.34	1.1713	567	--	pay
bel	5493	5.34	1.0422	3489	2816	bell
aer	5494	5.34	1.0224	--	4421	aer
coco	5495	5.34	0.9392	--	3591	coco
hanna	5496	5.34	0.9392	6099	--	hanna
dawn	5497	5.34	1.3032	--	4799	dawn
eneng	5498	5.34	1.3940	--	4297	eneng
tugasmu	5499	5.34	1.0422	3179	--	job
ricky	5500	5.34	1.0422	4487	--	ricky
pagar	5501	5.34	0.9817	3375	--	fence
perkiraan	5502	5.34	0.9172	5113	--	estimate
into	5503	5.34	0.7982	--	2696	into
josh	5504	5.34	1.1713	3884	--	josh
garut	5505	5.34	1.0994	--	4901	arrowroot
kmu	5506	5.34	0.9607	--	219	kmu
uap	5507	5.34	0.7174	4856	--	steam
fisika	5508	5.34	1.2390	4402	1740	physics
uda	5509	5.34	1.0616	--	298	younger
dooong	5510	5.34	1.1713	--	4007	dooong
jon	5511	5.34	1.3188	--	4776	jon
earhart	5512	5.34	1.3188	5095	--	Earhart
gerhana	5513	5.34	1.2390	--	3057	eclipse
saat	5514	5.34	0.7722	97	142	time
susie	5515	5.34	1.1713	4983	--	susie
red	5516	5.34	1.0422	2075	3342	red
ika	5517	5.34	1.0616	--	5687	ika
pleasee	5518	5.34	1.4086	--	5925	pleasee
janet	5519	5.34	1.0022	5701	--	janet
yng	5520	5.34	1.1178	--	1223	yng
driver	5521	5.34	0.9607	5633	--	driver
ramalan	5522	5.34	1.3032	3970	--	forecast
nomer	5523	5.34	0.9172	--	1631	number
wilayah	5524	5.34	0.7722	1758	4369	region
tdr	5525	5.34	1.1886	--	935	tdr
swat	5526	5.34	1.0994	6070	--	swat
pompa	5527	5.34	0.9392	4352	--	pump
since	5528	5.34	0.7174	--	6059	since
akku	5529	5.34	1.0616	--	4230	akku
kent	5530	5.34	0.9392	5895	--	kent
johan	5531	5.34	0.9172	5515	--	champion
scotty	5532	5.34	0.8715	3061	--	scotty
been	5533	5.34	0.7722	4165	2347	been
door	5534	5.34	0.9172	5717	--	door
namanya	5535	5.34	0.7722	560	555	name
plastik	5536	5.34	0.8715	3705	--	plastic
ke	5537	5.32	0.8192	25	29	to
derajat	5538	5.32	1.0962	1908	--	degree
mengejarnya	5539	5.32	1.0962	4456	--	chase
joseph	5540	5.32	1.3005	5552	--	joseph
eaa	5541	5.32	1.7076	--	4161	eaa
leonard	5542	5.32	0.9988	3784	--	leonard
that's	5543	5.32	0.7407	--	2449	that's
populasi	5544	5.32	1.3005	4943	--	population
dev	5545	5.32	0.8676	--	6117	dev
tersebar	5546	5.32	1.3316	6195	--	spread
diri	5547	5.32	0.7677	192	268	self
kaulakukan	5548	5.32	1.2027	1796	--	do
carl	5549	5.32	1.0388	2320	--	carl
soal	5550	5.32	1.1328	626	783	about
rompi	5551	5.32	0.6833	5234	--	vest
sehari	5552	5.32	0.7407	1773	2047	a day
jantungnya	5553	5.32	1.1683	4863	--	heart
oleh	5554	5.32	0.7407	180	474	by
mini	5555	5.32	1.3915	--	3579	mini
meja	5556	5.32	0.8437	838	4315	table
wk	5557	5.32	1.1856	--	1101	wk
makin	5558	5.32	1.0583	2466	454	increasingly
kalii	5559	5.32	1.0583	--	4179	kalii
bila	5560	5.32	0.7677	556	672	when
des	5561	5.32	1.1683	--	1204	des
koboi	5562	5.32	1.2196	3133	--	cowboy
lutut	5563	5.32	0.8192	2919	--	knee
kasino	5564	5.32	1.7431	4669	--	casino
how	5565	5.32	0.8437	2905	674	how
7icons	5566	5.32	1.5312	--	5771	7icons
bkin	5567	5.32	1.2027	--	1186	bkin
page	5568	5.32	0.7126	--	3705	page
tinggallah	5569	5.32	1.2688	6140	--	lived
apapun	5570	5.32	0.8437	220	715	any
inc	5571	5.32	0.9355	6237	--	inc
kepalaku	5572	5.32	1.1856	1674	--	head
daerah	5573	5.32	1.0190	892	1348	area
iyee	5574	5.32	1.3316	--	3303	iyee
banteng	5575	5.32	1.2688	2217	--	bull
ethan	5576	5.32	1.2027	4371	--	ethan
tweeps	5577	5.32	1.1683	--	1312	Tweeps
per	5578	5.32	0.9988	1416	1987	per
mesinnya	5579	5.32	0.9781	3910	--	engine
kargo	5580	5.32	0.9355	5378	--	freight
jensen	5581	5.32	0.8908	4498	--	jensen
orang2	5582	5.32	0.9570	--	2345	orang2
han	5583	5.32	1.1147	2707	3343	han
mimin	5584	5.32	1.2196	--	1003	mimin
dika	5585	5.32	1.0388	--	4879	dika
biasa	5586	5.32	0.9988	274	284	ordinary
jual	5587	5.32	1.1683	2699	930	sale
skola	5588	5.32	1.2027	--	3531	skola
besok	5589	5.32	0.9988	315	121	tomorrow
bae	5590	5.32	1.3468	--	888	bae
musti	5591	5.32	1.3316	--	4202	must
sifat	5592	5.32	0.7126	2598	1722	nature
senen	5593	5.32	1.0774	--	4325	Monday
bray	5594	5.32	1.3005	--	3272	bray
same	5595	5.32	0.6833	--	2186	same
tracy	5596	5.32	0.9988	4687	--	tracy
wis	5597	5.32	1.0583	--	1901	wis
pelayan	5598	5.32	1.0962	1747	--	maid
cao	5599	5.32	1.1507	1634	--	cao
hamba	5600	5.32	1.0962	--	3816	slave
alan	5601	5.32	1.2196	2782	--	alan
mengembalikannya	5602	5.32	1.2688	4265	--	return
ica	5603	5.32	1.2362	--	6078	ica
enough	5604	5.32	1.3005	--	3996	enough
su	5605	5.32	1.2196	3630	3506	su
barca	5606	5.32	1.3768	--	1137	barca
gary	5607	5.32	0.9988	4775	--	gary
juno	5608	5.32	1.0774	4590	--	juno
putar	5609	5.32	1.0962	1996	--	turning
jaman	5610	5.32	0.8192	3442	1027	era
jay	5611	5.32	1.1507	3683	--	jay
bhsa	5612	5.32	1.0583	--	5567	bhsa
kambing	5613	5.32	1.3619	2843	3566	goat
mensyen	5614	5.32	1.0962	--	3872	mensyen
walaupun	5615	5.32	1.3619	1333	1005	although
1x	5616	5.32	0.6833	--	5268	1x
