Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank	translation
fragte	5531	5.38	0.6354	--	--	2792	asked
benutzern	5532	5.38	0.9010	4356	--	--	users
voted	5533	5.38	1.1045	--	851	--	voted
leib	5534	5.38	1.0476	--	--	2666	physical
anfragen	5535	5.38	0.9452	2300	--	--	Request
kants	5536	5.38	1.1586	--	--	3110	Kant
kontaktformular	5537	5.38	1.1933	4021	--	--	contact form
deuten	5538	5.38	1.2103	--	--	3772	read
annähernd	5539	5.38	0.9452	--	--	4257	approximately
type	5540	5.38	0.9666	3280	4184	--	type
nexus	5541	5.38	1.2760	--	3494	--	nexus
strom	5542	5.38	1.0476	2089	1832	2599	current
mittelalters	5543	5.38	1.2599	--	--	3948	middle ages
bluetooth	5544	5.38	1.3686	3777	--	--	bluetooth
vorgehen	5545	5.38	1.1409	--	--	2081	advance
machten	5546	5.38	0.9234	--	--	2017	made
dritter	5547	5.38	0.8781	4347	--	4030	third
gelangt	5548	5.38	1.0280	--	--	1958	reaches
browsergame	5549	5.38	1.3834	--	2197	--	browser game
liegende	5550	5.38	0.9666	--	--	3937	lying
#iphone	5551	5.38	1.9784	--	1253	--	# Iphone
systemen	5552	5.38	0.6667	--	--	4315	systems
ihren	5553	5.38	0.9010	191	686	132	their
carlos	5554	5.38	1.3686	--	3601	--	carlos
könne	5555	5.38	0.7253	4210	--	535	could
boden	5556	5.38	0.9234	1875	2211	647	ground
them	5557	5.38	1.1045	--	369	4765	them
bisweilen	5558	5.38	0.8781	--	--	4083	from time to time
durchmesser	5559	5.38	0.8053	4295	--	4345	diameter
versandart	5560	5.38	0.8053	2694	--	--	shipping method
macbook	5561	5.38	1.7366	--	3407	--	macbook
wird	5562	5.38	0.8781	37	91	38	is
heut	5563	5.38	0.8545	--	937	--	today
werner	5564	5.38	1.0859	1722	--	2147	werner
door	5565	5.38	0.9666	--	3180	--	door
gleich	5566	5.38	0.8303	702	234	335	the same
zertifizierung	5567	5.38	1.4126	--	5053	--	certification
hats	5568	5.36	0.8514	--	3748	--	hats
aufzunehmen	5569	5.36	1.0053	--	--	3702	take
nachfragen	5570	5.36	0.9205	1900	--	--	ask
sobald	5571	5.36	0.8020	2200	4211	1350	once
la	5572	5.36	1.2415	449	235	155	la
heft	5573	5.36	0.7217	1890	--	1524	booklet
barometer	5574	5.36	0.9848	--	3699	--	barometers
firmen	5575	5.36	1.2081	782	--	4500	company
zustand	5576	5.36	0.8514	1212	1267	832	condition
landes	5577	5.36	1.0053	2439	--	796	country
#stellenangebot	5578	5.36	1.8490	--	1971	--	# Job
folgenden	5579	5.36	0.8981	715	--	357	following
anleitung	5580	5.36	1.2578	1224	--	--	instructions
him	5581	5.36	0.8981	--	388	--	him
mitgeteilt	5582	5.36	0.8020	--	--	4793	communicated
report	5583	5.36	0.8020	3452	1588	4710	report
phase	5584	5.36	0.9205	2965	--	1501	phase
file	5585	5.36	0.9848	2685	--	--	file
antenne	5586	5.36	0.8751	4773	--	--	antenna
ones	5587	5.36	0.8751	--	2620	--	Ones
mentions	5588	5.36	0.9205	--	4199	--	mentions
geboten	5589	5.36	1.0645	--	--	2851	advisable
gehalten	5590	5.36	0.6627	3253	--	1084	held
weit	5591	5.36	1.1205	1129	1321	274	widely
bahn	5592	5.36	1.2739	1862	1481	2286	ground
toshiba	5593	5.36	1.2898	3009	--	--	toshiba
beschlossen	5594	5.36	0.9205	5099	--	2718	agreed
setzten	5595	5.36	0.6627	--	--	4431	translated
board	5596	5.36	1.0053	1571	--	--	board
jedermann	5597	5.36	0.8981	--	--	4738	everyone
monat	5598	5.36	1.0451	708	1889	3011	month
entsprechen	5599	5.36	0.6627	2966	--	1675	match
monats	5600	5.36	0.8514	3407	--	--	month
control	5601	5.36	1.0254	3138	3482	--	control
soviel	5602	5.36	0.8514	--	3095	2767	much
ankündigungen	5603	5.36	1.0645	4668	--	--	Announcements
priori	5604	5.36	1.0835	--	--	4226	priori
gottes	5605	5.36	1.8043	3784	--	567	god
de	5606	5.36	1.2739	119	86	87	de
hold	5607	5.36	0.8751	--	2658	--	hold
momentan	5608	5.36	0.8271	3728	3043	--	currently
dude	5609	5.36	1.4675	--	2493	--	dude
matthias	5610	5.36	1.2739	2208	4714	--	matthias
ausländischen	5611	5.36	0.9205	--	--	2690	foreign
vorzunehmen	5612	5.36	1.0645	--	--	4998	make
geschildert	5613	5.36	0.7762	--	--	5135	described
breiten	5614	5.36	0.9848	--	--	2503	wide
ray	5615	5.36	0.9638	--	4823	--	ray
zitiert	5616	5.36	0.8271	--	--	2207	cited
gewebe	5617	5.36	0.9424	--	--	3939	tissue
thing	5618	5.36	0.8271	--	835	--	thing
ursprünglichen	5619	5.36	0.8981	--	--	1928	original
google+	5620	5.36	1.5618	--	2058	--	google+
verhältniss	5621	5.36	1.3056	--	--	4419	ratio
folgten	5622	5.36	0.9638	--	--	4605	followed
dailydeal	5623	5.36	1.2249	--	4265	--	daily deal
schleswig	5624	5.36	1.1911	--	--	4580	Schleswig
angabe	5625	5.36	1.0053	1534	--	2779	specification
jeweilige	5626	5.36	0.9848	4650	--	4670	respective
grundstücke	5627	5.36	1.1563	5077	--	--	lands
benutzerbild	5628	5.36	1.1911	761	--	--	Avatar
router	5629	5.36	1.0254	3085	--	--	router
wahlen	5630	5.36	1.2249	3789	--	2457	elections
erörtert	5631	5.36	0.9424	--	--	3795	discussed
arbeitet	5632	5.36	1.1386	2708	3787	3101	works
from	5633	5.36	0.7494	744	125	1107	from
john	5634	5.36	1.2739	1560	1465	2170	john
middle	5635	5.36	0.8981	--	4604	--	middle
needs	5636	5.36	1.2249	--	1983	--	needs
deserves	5637	5.36	0.9205	--	4649	--	deserves
ihm	5638	5.36	0.7217	557	711	85	it
too	5639	5.36	0.9205	--	193	--	too
schalten	5640	5.36	0.8514	4150	--	--	switch
bedeutet	5641	5.36	0.7494	1329	2459	643	means
anhänge	5642	5.36	0.8271	3160	--	--	attached
vorgesehen	5643	5.36	0.7494	3185	--	3126	scheduled
wollt	5644	5.36	0.7217	--	1739	--	want
gib	5645	5.36	0.9848	3734	2533	--	Give
bruno	5646	5.36	1.1386	--	1763	--	bruno
volkes	5647	5.36	1.0451	--	--	836	people
schuhmacher	5648	5.36	1.5487	--	2433	--	shoemakers
raab	5649	5.36	1.4107	--	4684	--	raab
zielgruppe	5650	5.36	0.9638	5006	--	--	target group
sitemap	5651	5.36	1.2739	353	--	--	sitemap
microsoft	5652	5.36	1.4107	748	668	--	microsoft
absatz	5653	5.36	1.0835	2735	--	2542	sales
ui	5654	5.36	1.4251	--	3303	--	ui
alexander	5655	5.36	1.3211	1971	4375	2263	alexander
fassung	5656	5.36	0.9205	3583	--	2018	Constitution
filter	5657	5.36	1.1021	1995	--	--	filter
hauptseite	5658	5.36	1.0254	1078	--	--	main page
berichtete	5659	5.36	0.7762	--	--	4769	reported
Äußerungen	5660	5.36	0.9848	--	--	2513	Statements
bauten	5661	5.36	1.0645	--	--	4856	built
eingeführt	5662	5.36	1.0451	--	--	2064	imported
sagst	5663	5.36	0.6312	--	2897	--	say
unterschiedliche	5664	5.36	1.0451	2777	--	1868	different
jahresende	5665	5.36	1.5748	--	4895	--	year-end
punkt	5666	5.36	0.8751	1544	2567	897	point
immerhin	5667	5.36	0.7762	4441	2449	1430	at least
werder	5668	5.36	1.5877	--	3587	--	werder
weitere	5669	5.36	0.7494	91	1269	355	more
gelegentlich	5670	5.36	0.9848	--	--	1920	occasionally
erwartet	5671	5.36	1.0451	2398	1878	2473	expected
stämme	5672	5.36	0.9638	--	--	4694	logs
werd	5673	5.36	1.0835	--	1042	--	'll
anschrift	5674	5.36	0.8514	2564	--	--	address
webkatalog	5675	5.36	0.9424	2403	--	--	webkatalog
signal	5676	5.36	0.8514	4992	--	--	signal
drücken	5677	5.36	1.1911	3027	4212	--	Press
#trekking	5678	5.36	1.5221	--	5001	--	# Trekking
nachweis	5679	5.36	1.2249	4471	--	2968	proof
artikels	5680	5.36	1.1386	2723	--	--	artikels
allgemein	5681	5.36	0.8981	667	--	726	generally
'cause	5682	5.36	0.8514	--	4555	--	'Cause
nachfrage	5683	5.36	1.0254	4702	--	2828	demand
eurer	5684	5.34	0.6581	--	4648	--	your
portal	5685	5.34	0.7453	1093	2925	--	portal
tiefe	5686	5.34	1.2715	3384	--	1365	deep
theoretische	5687	5.34	1.1359	--	--	2205	theoretical
anbieter	5688	5.34	1.0994	406	1820	--	providers
betragen	5689	5.34	0.9817	--	--	4278	amount to
verbraucher	5690	5.34	1.0994	1673	--	--	consumer
geltend	5691	5.34	1.0616	--	--	2138	submitted
abstrakten	5692	5.34	0.9172	--	--	5143	abstract
gekennzeichnet	5693	5.34	0.8947	2971	--	2628	in
eingetragen	5694	5.34	0.9172	1656	--	--	incorporated
zentralen	5695	5.34	0.9172	4985	--	2118	central
berichte	5696	5.34	0.9392	1720	--	1968	reports
stamm	5697	5.34	1.0422	--	--	4978	originating
wende	5698	5.34	1.2224	--	--	3773	turning point
george	5699	5.34	1.3940	4191	3645	3505	george
nahezu	5700	5.34	0.9607	4088	--	2132	almost
patrick	5701	5.34	1.2224	3673	3280	--	patrick
steht	5702	5.34	0.7722	341	348	233	is
gegend	5703	5.34	0.8478	--	--	2730	area
aufgepasst	5704	5.34	1.1359	--	4801	--	beware
xo	5705	5.34	1.5066	--	2411	--	xo
gebracht	5706	5.34	0.7453	2360	2796	666	brought
ausländer	5707	5.34	1.3342	--	--	4642	aliens
ps	5708	5.34	0.8234	1435	1525	--	ps
zugeordnet	5709	5.34	0.8234	4904	--	--	assigned
verlinkter	5710	5.34	1.0022	3605	--	--	linked
faktor	5711	5.34	0.7722	--	--	2309	factor
differenzierung	5712	5.34	1.5598	--	--	2848	differentiation
wdr	5713	5.34	1.2056	--	5103	--	wdr
habs	5714	5.34	0.8234	--	1944	--	habs
arbeite	5715	5.34	0.8715	--	4027	--	working
bielefeld	5716	5.34	1.4514	2052	2828	--	bielefeld
ermitteln	5717	5.34	1.0022	--	--	4144	determine
aufweist	5718	5.34	0.8715	--	--	4903	has
geheimen	5719	5.34	1.2875	--	--	4382	secret
analyst	5720	5.34	1.2224	--	4446	--	analyst
ping	5721	5.34	1.0994	--	2927	--	ping
beschäftigt	5722	5.34	1.3342	3423	5095	1714	employed
national	5723	5.34	1.0022	2370	4336	2097	National
standards	5724	5.34	1.0422	3849	--	--	standards
geht's	5725	5.34	1.0422	--	1079	--	it works
it's	5726	5.34	0.6263	--	155	--	it's
bezieht	5727	5.34	1.0224	4606	--	1670	refers
kassel	5728	5.34	1.1178	2254	3834	--	kassel
dialektik	5729	5.34	1.1359	--	--	2910	dialectic
großhandel	5730	5.34	0.9172	5043	--	--	wholesale
beruhen	5731	5.34	0.9817	--	--	3486	be based
aufgerufen	5732	5.34	0.8947	4264	--	--	called
tagen	5733	5.34	0.7722	532	1059	1097	days
bist	5734	5.34	0.5573	973	200	3079	are
you've	5735	5.34	0.8234	--	2203	--	you've
willst	5736	5.34	0.7453	2837	820	--	want
william	5737	5.34	1.2224	--	--	4298	william
wieder	5738	5.34	0.9172	129	76	104	again
elektrischen	5739	5.34	1.1359	--	--	4494	electrical
#tvprogramm	5740	5.34	1.3188	--	1453	--	# TV program
lmfao	5741	5.34	1.4514	--	2949	--	lmfao
point	5742	5.34	0.9172	4604	3152	4443	point
fand	5743	5.34	0.5928	1844	2011	585	found
feld	5744	5.34	0.8234	1372	--	1852	field
beobachtet	5745	5.34	1.1713	4710	--	1840	observed
komponente	5746	5.34	0.7722	--	--	4739	component
verhalten	5747	5.34	1.1178	2102	--	532	restrained
eve	5748	5.34	1.3342	--	1420	--	eve
tv-programm	5749	5.34	1.5201	2984	--	--	tv program
moralische	5750	5.34	1.3188	--	--	2464	moral
wahrscheinlich	5751	5.34	1.0224	2460	1703	910	probably
mittleren	5752	5.34	0.8715	--	--	2022	middle
dienste	5753	5.34	0.9607	1194	--	2167	services
unmittelbaren	5754	5.34	0.8478	--	--	2121	immediate
staate	5755	5.34	0.9392	--	--	2795	State
etc	5756	5.34	0.7722	635	1652	971	etc
abschnitt	5757	5.34	0.8947	2515	--	967	section
erneut	5758	5.34	1.2715	1045	2483	2186	once again
auf	5759	5.34	0.6581	13	19	14	onto
area	5760	5.34	1.1359	4861	--	--	area
geilen	5761	5.34	1.7798	--	2779	--	horny
directory	5762	5.34	0.9172	4587	--	--	directory
#marketing	5763	5.34	1.4230	--	2639	--	# Marketing
inhaltlich	5764	5.34	0.9172	--	--	4056	content
ausgabe	5765	5.34	1.0616	1001	3971	1521	output
ausdrücke	5766	5.34	1.0994	--	--	4325	expressions
grundlegende	5767	5.34	0.9172	--	--	3753	basic
aufräumen	5768	5.34	1.1359	--	4203	--	clean up
this	5769	5.34	0.8478	443	79	1080	this
psychologischen	5770	5.34	1.3940	--	--	3267	psychological
#kleinanzeige	5771	5.34	1.1713	--	2502	--	# Small display
diskussion	5772	5.34	1.2875	458	3672	945	discussion
probably	5773	5.34	0.9817	--	2572	--	probably
formel	5774	5.34	0.8234	1977	--	2163	formula
geschieht	5775	5.34	0.8947	--	--	1201	happens
gps	5776	5.34	1.4930	3554	--	--	gps
allgemeines	5777	5.34	0.5573	1237	--	3593	general
clips	5778	5.34	0.9817	2251	--	--	clips
produktdetails	5779	5.34	0.9172	3498	--	--	product detail
griechen	5780	5.34	1.4654	--	--	2919	greeks
anzahl	5781	5.34	0.7174	516	--	697	number
könnt	5782	5.34	0.8947	2468	1097	--	can
lageplan	5783	5.34	0.7453	1929	--	--	site map
erwähnten	5784	5.34	0.7453	--	--	1502	mentioned
derselben	5785	5.34	0.7722	--	--	344	same
branchen	5786	5.34	0.9392	903	--	--	industry
use	5787	5.34	0.7174	2497	1216	--	Use
barbara	5788	5.34	1.4230	2956	--	--	barbara
festzustellen	5789	5.34	1.0022	--	--	2289	determine
schmidt	5790	5.34	0.9172	1972	2574	2112	schmidt
begriffs	5791	5.34	0.8478	--	--	3137	term
outside	5792	5.34	1.4230	--	2321	--	outside
fragestellung	5793	5.34	1.2056	--	--	4358	demand position
km/h	5794	5.34	0.7174	--	783	--	km / h
kopieren	5795	5.34	0.8715	2456	--	--	Copy
stein	5796	5.34	1.1537	3212	4435	2050	stone
relative	5797	5.34	1.1537	--	--	3172	relative
umbau	5798	5.34	1.1359	4987	--	--	conversion
einer	5799	5.34	0.7453	46	173	34	one
angewandt	5800	5.34	0.7982	--	--	4012	applied
ausgang	5801	5.34	0.8715	--	--	3209	output
commons	5802	5.34	1.0994	4687	--	--	Commons
lmao	5803	5.34	1.5334	--	2495	--	lmao
second	5804	5.34	0.9607	--	1916	--	second
erstellung	5805	5.34	0.9607	3024	--	--	creation
linz	5806	5.34	0.9392	2512	3936	--	linz
wenden	5807	5.34	0.9172	2575	--	2956	contact
status	5808	5.34	1.0806	1047	2746	1962	status
seiner	5809	5.34	0.5928	410	1083	74	its
zeile	5810	5.34	0.7174	4988	--	--	line
'the	5811	5.34	0.7982	--	4983	--	'The
sehn	5812	5.34	0.8947	--	4752	--	see
sozialdemokraten	5813	5.34	1.3032	--	--	4148	reshape
anlegen	5814	5.34	1.0806	1815	--	--	Creating
hinsicht	5815	5.34	0.8947	--	--	998	terms
folgende	5816	5.34	0.8478	650	--	550	following
someday	5817	5.34	1.2554	--	3858	--	someday
belegen	5818	5.34	1.0022	--	--	4424	show
ost	5819	5.34	1.1359	3678	--	1705	Eastern
völlige	5820	5.34	1.0616	--	--	4233	complete
anhang	5821	5.34	0.7722	3194	--	2522	notes
bewerbung	5822	5.34	1.2224	2671	--	--	application
metall	5823	5.34	1.1713	3560	--	--	metal
noten	5824	5.34	1.2554	4280	--	--	notes
erwähnen	5825	5.32	0.9134	--	--	3898	refer to
gehörte	5826	5.32	1.0774	--	--	2202	belonged
entsprechend	5827	5.32	1.0190	1454	--	739	accordingly
motorola	5828	5.32	1.2848	3193	4473	--	motorola
gewerbe	5829	5.32	1.0962	3220	--	3384	commercial
set	5830	5.32	0.9781	1307	1051	--	set
mecklenburg-vorpommern	5831	5.32	1.6092	2798	3140	--	Mecklenburg-Western Pomerania
#brandenburg	5832	5.32	1.3005	--	3374	--	# Brandenburg
fängt	5833	5.32	0.9781	--	2981	--	begins
rechnen	5834	5.32	1.0774	3951	--	1882	count
wolfgang	5835	5.32	1.3005	1167	3430	2036	wolfgang
vierte	5836	5.32	1.2196	--	--	4452	fourth
seid	5837	5.32	0.7126	4429	906	--	are
beschluß	5838	5.32	1.2526	--	--	2892	resolution
tricks	5839	5.32	1.5043	1956	4318	--	tricks
chihuahua	5840	5.32	1.8565	--	4612	--	chihuahua
tut	5841	5.32	0.6207	2345	701	2277	does
betreffenden	5842	5.32	1.0583	3785	--	1393	concerned
yo	5843	5.32	1.5178	--	998	--	yo
Übernahme	5844	5.32	1.4348	4015	--	3389	Adoption
flächen	5845	5.32	0.7677	4896	--	3715	surfaces
vorgänge	5846	5.32	0.9355	--	--	1801	operations
einmal	5847	5.32	0.9570	474	514	197	once
früher	5848	5.32	0.8192	1786	1103	533	earlier
äußern	5849	5.32	0.7677	--	--	4300	speak
vornehmlich	5850	5.32	0.9355	--	--	2846	especially
behandelt	5851	5.32	0.8908	2799	--	1008	treated
versionen	5852	5.32	0.8676	1765	--	--	versions
december	5853	5.32	1.4061	--	897	--	december
russischen	5854	5.32	1.1683	--	--	1236	Russian
liberalen	5855	5.32	1.1147	--	--	2362	liberal
erwähnte	5856	5.32	0.6207	--	--	2991	mentioned
organisierten	5857	5.32	0.9781	--	--	4774	organized
kmh	5858	5.32	1.1507	--	4427	--	mph
vertrag	5859	5.32	1.2196	1345	3071	1318	agreement
seinem	5860	5.32	0.6833	755	1437	145	his
diesem	5861	5.32	0.8437	115	620	100	this
alsbald	5862	5.32	0.6833	--	--	5097	soon
maßstab	5863	5.32	0.9355	--	--	3625	scale
zweites	5864	5.32	0.6528	--	--	4472	second
jailbreak	5865	5.32	1.4490	--	3400	--	jailbreak
berichtet	5866	5.32	1.0190	3436	4768	1608	reported
angelegenheiten	5867	5.32	0.9355	--	--	1944	matters
gehäuse	5868	5.32	0.7939	2133	--	--	housing
arbeiten	5869	5.32	1.2362	694	719	420	operate
werten	5870	5.32	1.0190	--	--	2966	evaluate
watt	5871	5.32	0.9570	3930	5091	--	watt
gilt	5872	5.32	0.9988	572	2467	340	applies
ihrerseits	5873	5.32	0.6207	--	--	2948	turn
abonnements	5874	5.32	1.1328	3443	--	--	subscriptions
gegenwärtige	5875	5.32	0.5511	--	--	3546	current
bestehenden	5876	5.32	0.9570	4196	--	1349	existing
oh	5877	5.32	1.4205	2931	145	--	oh
entstandenen	5878	5.32	1.1328	--	--	4645	incurred
gegenden	5879	5.32	0.8908	--	--	3856	areas
johann	5880	5.32	0.9781	1774	--	1371	johann
institution	5881	5.32	0.9781	--	--	3222	institution
erwies	5882	5.32	0.8437	--	--	3949	proved
institutionen	5883	5.32	1.2848	3675	--	1664	institutions
fürsten	5884	5.32	1.3915	--	--	1513	prince
havel	5885	5.32	0.9570	--	4618	--	havel
tschechische	5886	5.32	1.1147	4931	--	--	Czech
zufälliger	5887	5.32	0.8192	1366	--	--	random
installation	5888	5.32	1.3161	1768	--	--	installation
unterschieden	5889	5.32	0.9988	--	--	2148	distinguished
bemerkungen	5890	5.32	0.9570	--	--	2172	comments
rathaus	5891	5.32	1.0388	2311	--	--	City Hall
daher	5892	5.32	0.5511	673	2744	186	hence
oberösterreich	5893	5.32	1.2526	4051	--	--	Upper Austria
erfassung	5894	5.32	0.9988	--	--	3752	recording
zählt	5895	5.32	0.7126	3597	3537	4204	counts
reformation	5896	5.32	1.2196	--	--	3691	Reformation
beschluss	5897	5.32	1.0190	4461	--	--	resolution
seh	5898	5.32	0.6207	--	1887	--	seh
verhält	5899	5.32	0.8192	--	--	2920	behaves
incl	5900	5.32	0.7126	1751	--	--	incl
laufzeit	5901	5.32	1.0774	3103	--	--	running time
van	5902	5.32	1.0388	1392	1209	1726	van
leitung	5903	5.32	0.8908	2042	--	1305	management
drittel	5904	5.32	0.8192	--	--	2729	thirds
aufsätze	5905	5.32	1.3161	--	--	4224	mounts
detailsuche	5906	5.32	1.1147	4242	--	--	detailed search
richard	5907	5.32	1.3915	2721	--	2232	richard
auslegung	5908	5.32	0.9988	--	--	3133	design
calls	5909	5.32	0.8192	--	1520	--	calls
pcs	5910	5.32	1.0774	4622	--	--	pcs
brd	5911	5.32	1.5576	--	--	3443	brd
again	5912	5.32	1.0388	--	400	--	again
mittelalterlichen	5913	5.32	1.1856	--	--	4366	medieval
ihres	5914	5.32	0.8908	982	4056	414	their
dieselbe	5915	5.32	0.7126	--	--	728	same
bekam	5916	5.32	0.9355	--	--	3894	got
raumes	5917	5.32	0.7126	--	--	4326	space
mittlerweile	5918	5.32	0.9134	2379	2934	4959	meanwhile
getrunken	5919	5.32	1.3316	--	4775	--	drunk
another	5920	5.32	0.9781	--	972	--	another
#stuttgart	5921	5.32	1.2526	--	2500	--	# Stuttgart
erhoben	5922	5.32	1.0190	4522	--	1808	collected
youre	5923	5.32	1.1856	--	3197	--	youre
o_o	5924	5.32	1.1856	--	1414	--	o_o
genannt	5925	5.32	0.8192	2262	4408	815	stated
patch	5926	5.32	1.1147	4785	--	--	patch
seitens	5927	5.32	0.6528	--	--	2555	by
innerer	5928	5.32	0.8437	--	--	4549	internal
brachten	5929	5.32	0.6833	--	--	3591	brought
diskutiert	5930	5.32	1.0583	4752	--	3190	discussed
told	5931	5.32	0.7939	--	1910	--	Told
erheben	5932	5.32	1.0583	--	--	2214	uplift
editieren	5933	5.32	0.8676	2025	--	--	edit
that	5934	5.32	0.6833	1228	69	393	did
basiert	5935	5.32	0.8437	2830	--	--	based
does	5936	5.32	0.8192	--	954	--	does
gel	5937	5.32	1.0583	--	3600	--	gel
druckversion	5938	5.32	0.9781	653	--	--	druckversion
during	5939	5.32	0.7677	--	3066	--	during
etwas	5940	5.32	0.8908	281	296	146	something
dritte	5941	5.32	0.9781	1837	3346	1183	third
sitten	5942	5.32	1.2848	--	--	4270	immoral
prinzipiell	5943	5.32	1.0388	--	--	3321	principle
bytes	5944	5.32	0.9134	3134	--	--	bytes
está	5945	5.32	1.0583	--	3912	--	está
xoxo	5946	5.32	1.8892	--	1509	--	xoxo
umzug	5947	5.32	1.2027	3717	3859	--	deal
handels	5948	5.32	0.7939	--	--	2901	trade
#underthemistletoe	5949	5.32	1.7313	--	2149	--	# Underthemistletoe
baden-württemberg	5950	5.32	1.3005	1521	4092	--	Baden-Wuerttemberg
verschaffen	5951	5.32	0.9988	--	--	3264	provide
borussia	5952	5.32	1.1507	--	3498	--	borussia
mitgliedstaaten	5953	5.32	1.3005	--	--	4402	member states
weisen	5954	5.32	1.0190	4220	--	1715	show
gleichwohl	5955	5.32	0.8437	--	--	2891	nevertheless
mar	5956	5.32	1.0388	3089	--	--	mar
rubriken	5957	5.32	0.8676	2770	--	--	rubrics
überdies	5958	5.32	0.9781	--	--	4010	moreover
daraufhin	5959	5.32	0.7677	--	--	3368	then
ukraine	5960	5.32	1.6343	4027	--	--	ukraine
abschnitte	5961	5.32	1.0774	--	--	4396	sections
veränderte	5962	5.32	0.8676	--	--	4961	changed
markus	5963	5.32	1.1856	1718	3682	--	markus
po	5964	5.32	1.5312	--	2705	--	po
glaub	5965	5.32	0.8437	4627	629	--	think
wo	5966	5.30	0.9949	214	209	127	where
peter	5967	5.30	1.4743	568	1380	1040	peter
siri	5968	5.30	1.1824	--	1867	--	siri
frühen	5969	5.30	0.9530	5130	--	1809	early
tests	5970	5.30	1.1294	1642	--	--	tests
aufeinander	5971	5.30	1.1294	--	--	3835	on each other
holt	5972	5.30	0.8144	--	2928	--	obsolete
kfz	5973	5.30	1.2817	1990	--	--	fcc
aug	5974	5.30	1.2164	1235	--	--	aug
anderen	5975	5.30	0.6776	166	559	103	other
seit	5976	5.30	0.8391	102	323	188	since
verlauf	5977	5.30	0.9742	1766	--	1157	course
führten	5978	5.30	0.7071	--	--	2484	led
inzwischen	5979	5.30	0.7626	2249	4079	1360	meanwhile
sind	5980	5.30	0.8144	32	68	39	are
schema	5981	5.30	1.1473	--	--	2997	schematic
gottheit	5982	5.30	1.7173	--	--	4700	deity
werben	5983	5.30	1.1112	889	--	--	advertise
erfuhr	5984	5.30	0.8631	--	--	4499	learned
#microsoft	5985	5.30	1.5152	--	4943	--	# Microsoft
objekt	5986	5.30	0.8144	2960	--	1619	object
somebody	5987	5.30	1.1995	--	2429	--	somebody
habt	5988	5.30	0.7354	2421	721	--	have
different	5989	5.30	1.1995	--	2544	--	different
how	5990	5.30	0.8391	3561	153	4953	how
plattform	5991	5.30	0.9091	3446	--	--	platform
username	5992	5.30	1.0738	4933	4748	--	username
benutzerliste	5993	5.30	1.2495	3363	--	--	user_list
jetzigen	5994	5.30	0.7626	--	--	3735	current
kim	5995	5.30	1.5017	--	832	--	kim
gerechnet	5996	5.30	1.0926	--	--	3927	expected
ausgeübt	5997	5.30	1.0546	--	--	4661	exercised
wilhelm	5998	5.30	1.2976	2443	--	827	wilhelm
hat's	5999	5.30	1.0546	--	4914	--	has it
gebilde	6000	5.30	0.7626	--	--	3086	shape
mainboards	6001	5.30	0.9949	5109	--	--	mainboards
volltext	6002	5.30	1.0738	4147	--	--	full text
hinzu	6003	5.30	0.6776	2080	--	1473	in addition
#arbeit	6004	5.30	1.3132	--	2987	--	# Work
hands	6005	5.30	1.1650	--	2700	--	hands
sag	6006	5.30	0.8631	4614	773	--	tell
eintragen	6007	5.30	0.6145	480	--	--	Enter
betrieb	6008	5.30	1.1294	1357	--	1434	operation
golf	6009	5.30	1.4033	1302	2079	--	golf
gegenwärtigen	6010	5.30	0.9530	--	--	1649	current
bereich	6011	5.30	0.7071	393	1396	461	area
allgemeiner	6012	5.30	0.8144	--	--	2760	general
theoretisch	6013	5.30	1.0926	--	--	2780	theoretically
jena	6014	5.30	1.4880	3300	5055	3290	jena
looked	6015	5.30	0.9742	--	4521	--	looked
hay	6016	5.30	1.2330	--	3427	--	hay
press	6017	5.30	1.1473	3308	3358	3239	press
verlinkten	6018	5.30	0.9091	2744	--	--	Linked
vorliegen	6019	5.30	0.8864	4593	--	3129	be available
lädt	6020	5.30	1.1112	4408	3794	--	invites
stücke	6021	5.30	0.8391	--	--	2727	pieces
either	6022	5.30	0.9313	--	3997	--	Either
size	6023	5.30	0.9530	4872	2703	--	size
side	6024	5.30	1.0351	--	2627	--	side
autohaus	6025	5.30	1.2657	4249	--	--	autohaus
agora	6026	5.30	1.2817	--	3999	--	agora
jemand	6027	5.30	0.6776	951	368	1994	someone
themen-optionen	6028	5.30	1.1473	1449	--	--	theme options
bezeichneten	6029	5.30	0.7354	--	--	3465	designated
counter	6030	5.30	0.6776	3913	--	--	counter
entsprechender	6031	5.30	0.8631	--	--	5136	appropriate
üblichen	6032	5.30	1.0152	--	--	3124	usual
entlang	6033	5.30	0.7071	3880	--	4509	along
anschließend	6034	5.30	0.7071	2156	--	3348	subsequently
anmerkung	6035	5.30	0.7890	--	--	4826	note
ben	6036	5.30	0.8144	2247	516	--	ben
unterscheidung	6037	5.30	0.9742	--	--	1754	distinction
questions	6038	5.30	0.8144	--	4276	--	questions
sec	6039	5.30	0.8864	2796	--	--	sec
warenwert	6040	5.30	1.1112	4739	--	--	were worth
verpackung	6041	5.30	1.1294	1355	--	--	packing
takes	6042	5.30	0.7890	--	3064	--	takes
changed	6043	5.30	1.2495	--	2372	--	changed
durchführung	6044	5.30	0.9949	2261	--	1367	execution
there's	6045	5.30	0.6468	--	1618	--	there's
entsprechende	6046	5.30	0.9313	1899	--	1196	appropriate
fürs	6047	5.30	0.5440	2432	677	--	for
