Word	Havg	StDev	FreqListRank	TwitterRank	translation
아악	8704	4.36	1.5086	--	5563	AAH
않았다	8705	4.36	0.7494	496	1638	Did
쓴	8706	4.36	1.1386	--	890	Written
론스타	8707	4.36	1.4675	--	801	Lone Star
흘려대거든요	8708	4.36	1.1021	3800	--	'm Away for
긴장	8709	4.36	1.0835	3483	--	Tension
창자와	8710	4.36	1.1205	3185	--	Bowel and
떨어지라고	8711	4.36	1.1205	4217	--	Get off
아니라서	8712	4.36	0.8981	--	3506	Not really
홍준표	8713	4.36	1.1911	--	1727	Hong, Chun - Pyo
모르겠습니다	8714	4.36	1.0645	3984	--	I do not know
국방위원장의	8715	4.36	1.4107	--	3159	Chairman of the National Defense
불과했죠	8716	4.36	0.8514	4591	--	Just did
않나	8717	4.36	0.8514	1681	2009	Is not it
조현오	8718	4.36	1.3815	--	2779	Johyeonoh
하필	8719	4.36	0.9205	3634	2316	Of all
뭐하잔	8720	4.36	0.8271	4265	--	Care to explain
배고프니	8721	4.36	1.0835	2890	--	Are you hungry
몰랐고	8722	4.36	0.9638	2847	--	Did not know
없게	8723	4.36	0.9848	--	3962	Not
빨아	8724	4.36	1.0053	3497	--	Suck
뭐니	8725	4.36	0.9205	--	4912	What
못들은	8726	4.36	0.8981	4882	--	Did not hear
민영화	8727	4.34	1.6612	--	3163	Privatization
않아	8728	4.34	0.7722	115	525	Not
알수없죠	8729	4.34	0.9392	4555	--	Eopjyo know
내놔	8730	4.34	1.0422	--	4425	Give
시험	8731	4.34	1.2390	--	370	Test
우글대는데	8732	4.34	1.1178	4804	--	Rollin 'me all the time
선고	8733	4.34	1.1178	--	6028	Sentenced
않네요	8734	4.34	0.9392	--	4055	Not look
으아	8735	4.34	1.2056	--	804	Whoa
아니었죠	8736	4.34	0.9392	4393	--	It was not
명복을	8737	4.34	1.6489	--	1176	My condolences to the
문제로	8738	4.34	1.1886	3190	5344	Problems
없는거	8739	4.34	0.7982	--	6215	I do not
어쩌지	8740	4.34	0.9607	4823	3061	What if
없었어	8741	4.34	0.9392	1281	--	Never
안그랬구요	8742	4.34	1.2875	4352	--	I did not'm
없었어요	8743	4.34	1.1178	1149	--	I did not
못하거나	8744	4.34	1.0616	4904	--	Or right
한판맞고	8745	4.34	1.4792	--	5493	Bout hit
ㅡㅡ	8746	4.34	0.9392	--	70	ㅡ ㅡ
어쩔수	8747	4.34	0.9817	--	3605	Out of necessity
으헝	8748	4.34	1.1713	--	6000	Euheong
문제	8749	4.34	0.9392	702	568	Problem
문제가	8750	4.34	1.0224	296	540	Problems
절대로	8751	4.34	1.2715	901	1593	Never
변기시트도	8752	4.34	1.0994	4310	--	Even toilet seats
꼴을	8753	4.34	1.1359	2193	--	Foraging
뭐하는거야	8754	4.34	1.1886	1886	--	What are you doing
필요가없습니다	8755	4.34	0.9172	2008	--	There is no need to
없나	8756	4.34	1.0422	--	1874	Eopna
전투위치로	8757	4.34	1.3188	5144	--	Battle position
민주당을	8758	4.34	1.4792	--	5609	Democrats
조선일보가	8759	4.34	1.4792	--	3599	Chosun Ilbo
당하는	8760	4.34	1.2056	--	5221	Being
일본의	8761	4.32	1.4630	--	4100	Japanese
아니겠지	8762	4.32	1.0583	--	3542	Not think
노	8763	4.32	1.1328	--	6181	Furnace
왜이래	8764	4.32	1.0774	--	2563	Come
대화재를	8765	4.32	1.4490	5018	--	Conflagration that
중단	8766	4.32	1.2027	--	5509	Interruption
놈을	8767	4.32	1.3161	1580	--	Pics
안가	8768	4.32	0.9570	--	5968	Not going
않았어요	8769	4.32	0.8437	1045	--	Did not
꾸물대지	8770	4.32	1.1147	5266	--	Land linger
안해서	8771	4.32	0.9134	--	4419	Ofthe
아진짜	8772	4.32	1.4061	--	1545	Oh really
아으	8773	4.32	1.0774	--	6162	Argh.
뒤늦게	8774	4.32	1.0774	--	4682	Behindhand
박희태	8775	4.32	1.3005	--	3462	Bakhuitae
정치적	8776	4.32	1.3161	--	1272	Political
않았을	8777	4.32	0.8192	2955	--	Have
포기하지	8778	4.32	1.1328	--	5347	Do not give up
소환	8779	4.32	1.4630	--	3439	Recall
사라지고	8780	4.32	1.1683	--	4228	Disappears
없었는데	8781	4.32	0.7677	--	6032	Never
디스	8782	4.32	1.2027	--	2489	Display
없지	8783	4.32	0.8908	650	1300	Eopji
없	8784	4.32	0.8437	--	5322	Not
추위에	8785	4.32	1.3468	--	5653	Cold
않는	8786	4.32	0.7677	413	252	Not
힘들면	8787	4.32	0.9355	4577	--	Motorway
실수로	8788	4.32	1.1147	--	5235	Accidental
에구	8789	4.32	1.0388	--	6086	Aigle
않으면	8790	4.32	0.7939	501	763	If the
안와요	8791	4.32	0.9781	4922	--	No, I'm not.
않았는데	8792	4.32	0.8437	--	4190	I did
헛	8793	4.32	0.9355	--	3427	Hut
멀었다네	8794	4.32	1.0774	4226	--	Far four
빠진	8795	4.32	0.9134	1490	3182	Missing
말자	8796	4.32	0.9781	--	2874	Let
않았	8797	4.32	1.0190	1811	--	Not
않으셨군요	8798	4.32	0.8908	3833	--	You've not
도저히	8799	4.32	0.9988	--	2353	Deception
심한	8800	4.32	1.1856	--	4501	Severe
않았어	8801	4.30	0.8864	287	--	Did not
수사	8802	4.30	1.1473	--	1035	Investigation
잡아둬선	8803	4.30	1.0926	5222	--	Get dwoseon
안했어	8804	4.30	0.8144	4247	--	I did not
없음	8805	4.30	0.8631	1364	1326	No
떠나야해요	8806	4.30	1.2164	4635	--	Leave.
벴어	8807	4.30	1.2330	4218	--	Beteo
미안	8808	4.30	1.3132	86	703	Sorry
안되지	8809	4.30	0.9313	--	5727	Andoeji
감춰	8810	4.30	0.9313	4502	--	Hide
경보	8811	4.30	1.2164	1822	--	Alarm
않은데	8812	4.30	0.9530	1717	4278	Not sound
안맞았는데	8813	4.30	0.8144	4105	--	Right here in the inner
아닌데요	8814	4.30	1.1112	3828	--	'm Not
아닌거	8815	4.30	0.7354	--	4461	Opened any
늙어갈수록	8816	4.30	1.4880	4078	--	Getting old
늦은	8817	4.30	1.0351	2668	2869	Late
4대강	8818	4.30	1.6812	--	1048	The Four Rivers
어어어어어어어어얽	8819	4.30	1.4033	3807	--	Uh Uh Uh Uh Pocky
이상득	8820	4.30	1.3286	--	663	Yisangdeuk
사설배팅	8821	4.30	1.5551	--	555	Private bets
x	8822	4.30	1.3286	--	5697	x
없을	8823	4.30	0.9313	577	1338	Not
미안해	8824	4.30	1.2330	348	1267	Sorry
떨어진다는	8825	4.30	1.2330	1961	--	Less the
밟고서	8826	4.30	0.9949	4606	--	Standing on
모르고	8827	4.30	0.8391	1150	966	Do not know
서울중앙지검	8828	4.30	1.3740	--	3717	Seoul Central District
떠나야	8829	4.30	1.2164	3422	--	Leave
파편들이	8830	4.30	1.1112	4835	--	Debris
묻지마로다가	8831	4.30	1.1112	4175	--	Do not ask, approached
늦었다	8832	4.30	1.3132	2625	--	Late
없지만	8833	4.30	1.1824	1239	1349	But
못보는거야	8834	4.30	0.9313	4130	--	Never see
놓쳤고	8835	4.30	1.1112	4543	--	Missed
아니요	8836	4.28	0.9267	1174	2515	No
끊기고	8837	4.28	1.0506	4754	--	Disconnected
한나라	8838	4.28	1.8299	--	1741	Han
착각에	8839	4.28	0.7570	4141	--	Illusion
어렵지	8840	4.28	1.1436	--	3773	Difficult
나경원	8841	4.28	1.6787	--	2755	Nagyeongwon
없었다	8842	4.28	0.8340	--	2077	No
뭐냐고	8843	4.28	1.3099	4194	--	The fuck?
저지른	8844	4.28	1.0110	--	5959	Guilty
없으니	8845	4.28	1.1073	1602	1469	Eopeuni
없을줄	8846	4.28	0.9485	4669	--	Not give
정신차려	8847	4.28	1.2296	2250	--	Wake up
않겠다	8848	4.28	0.8340	--	5899	I will not
없었던	8849	4.28	0.8340	--	4973	Not
아니라고	8850	4.28	0.9267	3925	1096	Not
게이는	8851	4.28	1.5258	4120	--	Gay
않았으면	8852	4.28	1.0309	1179	5023	If you have not
지워버리고	8853	4.28	0.9267	3913	--	Wipes
하지말고	8854	4.28	0.9697	--	3978	Do not
몰랐는데	8855	4.28	0.8581	--	4902	I did not know
없이	8856	4.28	0.8091	443	328	Without
시국선언	8857	4.28	1.3254	--	5403	Declaration
out	8858	4.28	1.2129	--	1612	out
안줄지도	8859	4.26	1.1031	4042	--	Do not give too
없었겠지	8860	4.26	0.9435	5198	--	Not have to
안되고	8861	4.26	1.0264	--	2708	Will not be
안들려	8862	4.26	0.9435	5388	--	I can not hear you
영하	8863	4.26	1.1920	--	3472	Minus
방역작전마저	8864	4.26	0.8992	4546	--	Even Defense Operations
죽이지	8865	4.26	1.7706	1436	--	Kill
골아선	8866	4.26	1.1214	4671	--	Osteoblast line
바카라	8867	4.26	1.5624	--	438	Baccarat
병원	8868	4.26	1.2906	--	2271	Hospital
늦게	8869	4.26	1.1395	4317	791	Late
함부로	8870	4.26	1.1747	--	2533	Abuse
의원들	8871	4.26	1.2747	--	6276	MPs
취한	8872	4.26	1.2423	3467	--	Drunk
이상하게	8873	4.26	0.8992	--	1798	Strangely
모른다	8874	4.26	0.8762	--	2299	May
병원에	8875	4.26	1.1395	--	3570	Hospital
대검으로	8876	4.26	1.2090	5269	--	Sword of
걱정할텐데	8877	4.26	1.2090	4248	--	Would worry
울지마	8878	4.26	1.4682	--	4188	Do not Cry
없을겁니다	8879	4.26	1.0264	3964	--	Will not
음주	8880	4.26	1.5754	3351	--	Drinking
없었	8881	4.26	0.8992	1897	--	No
바보	8882	4.26	1.4682	425	1518	Stupid
끊긴지	8883	4.26	0.8762	4561	--	Broken paper
않고	8884	4.26	0.8526	510	285	Without
어떡해	8885	4.26	1.0654	1648	2863	Cram
불필요	8886	4.26	1.0063	3372	--	Required
떨어지는	8887	4.26	1.0654	--	4776	Falling
이놈의	8888	4.26	0.9435	--	3734	Darn
이럴수가	8889	4.26	1.1747	--	4276	Unbelievable
짐	8890	4.26	1.2586	--	3180	Load
그만하지	8891	4.26	0.8526	3402	--	Do not Stop
밟아	8892	4.26	1.1572	4892	--	Vai
없네요	8893	4.24	1.3334	992	1188	Eopneyo
따위	8894	4.24	0.9381	2620	4334	Etc.
아니잖아요	8895	4.24	1.0012	1076	--	It's not
흐규흐규	8896	4.24	1.2216	--	5089	Heugyu heugyu
못한	8897	4.24	0.7440	2707	720	Not
없을거야	8898	4.24	1.0012	1502	--	Would not be
않는다	8899	4.24	0.7440	1296	613	Not
거시길	8900	4.24	1.3486	1100	--	Shank
묻어줄래요	8901	4.24	1.2545	5141	--	Would you bury
바보가	8902	4.24	1.4078	3024	--	Stupid
안되있단	8903	4.24	0.9806	3836	--	Itdan useless
않아요	8904	4.24	1.0606	172	1245	Not
사격중지	8905	4.24	1.0797	5152	--	Hold your fire!
모르겠네	8906	4.24	1.0012	1104	5441	I do not know
당한	8907	4.24	1.1877	--	2761	Suffered
아니죠	8908	4.24	0.9806	1549	2214	Not a
피요	8909	4.24	1.0214	4638	--	Blood.
없지요	8910	4.24	1.0606	1182	--	Eopjiyo
못미치겠지만	8911	4.24	1.1168	5016	--	It's crazy, but not
심심해	8912	4.24	1.2707	--	1851	Bored
않을거야	8913	4.24	1.0797	224	--	Not going to
아니거든	8914	4.24	0.8704	2177	--	Not my
공격을	8915	4.24	1.3334	--	3071	Attacks
않는다는	8916	4.24	0.9806	2767	2880	Not
OTL	8917	4.24	1.3334	--	6088	OTL
버려야죠	8918	4.24	1.1528	4743	--	Joe discard
의혹을	8919	4.24	1.1704	--	3222	Allegations
골아	8920	4.24	1.2707	4928	--	Osteoblastic
모르겠네요	8921	4.24	0.7709	2643	3467	I do not know.
원전	8922	4.24	1.3486	--	5656	Nuclear
않았다고	8923	4.24	0.8466	2680	--	Did
얌마	8924	4.24	1.3180	719	--	Dude
떨어져야	8925	4.24	0.9596	3899	--	Fall
가카의	8926	4.24	1.5722	--	1462	Gaka of
않았을꺼야	8927	4.22	1.1830	3863	--	'll Have
없소	8928	4.22	1.1301	1523	--	Eopso
빚을	8929	4.22	1.3596	2382	--	Debt
경계	8930	4.22	0.8401	2349	--	Boundary
아무짝에도	8931	4.22	1.4469	5100	--	Even ahmujjak
으으	8932	4.22	0.9957	--	709	Ew
삭제할	8933	4.22	0.8640	3511	--	Delete
적이	8934	4.22	1.2171	246	834	Have
모르겠는데	8935	4.22	0.8640	1107	3289	I do not know
신고	8936	4.22	1.1301	--	3380	Declaration
버텨왔지만	8937	4.22	1.0359	4757	--	Been in there
해적을	8938	4.22	1.2824	2076	--	Pirates
총상인	8939	4.22	1.5022	4223	--	Gunshot wounds
노숙잔지를	8940	4.22	1.4469	4356	--	Zanzibar to homeless
놔줘	8941	4.22	1.0359	2017	--	Let go
차가운	8942	4.22	1.0359	--	3889	Cool
깡통	8943	4.22	1.1480	5081	--	Canister
한나라당의	8944	4.22	1.6817	--	2322	GNP
않소	8945	4.22	0.8154	3702	--	Anso
삭제	8946	4.22	1.1657	--	2688	Deletion
ㅗ	8947	4.22	1.3596	--	1868	ㅗ
모르겠고	8948	4.22	0.9538	--	6292	Really sure
실수를	8949	4.22	0.9322	3234	6062	Mistakes
안쓴단	8950	4.22	0.6481	4413	--	However ansseun
Don't	8951	4.22	1.0554	--	4862	Don't
윽	8952	4.20	1.0498	--	3106	Ugh
신경안정제	8953	4.20	1.2936	4934	--	Tranquilizers
뭉개고	8954	4.20	0.9258	4202	--	Crushed
바보야	8955	4.20	1.4846	--	5571	Idiot
추워요	8956	4.20	1.3851	--	3970	Cold
안와	8957	4.20	0.9689	4768	3508	Orbit
없습니다	8958	4.20	1.1249	257	397	No
추우니까	8959	4.20	1.1066	--	4792	S cold so
국방위원장	8960	4.20	1.3997	--	2623	Jong
않을거라니까요	8961	4.20	1.0498	3965	--	Gonna concierge
짓이	8962	4.20	1.0498	3745	--	Do this
흐엉	8963	4.20	1.0880	--	5110	Huong
가둬놓을만큼	8964	4.20	1.3093	4331	--	Enough to lock him up
죄다	8965	4.20	1.1606	1189	2141	Tighten
몰라요	8966	4.20	0.8330	640	1962	I do not know
없잖아요	8967	4.20	0.8081	3515	--	's No
짓이야	8968	4.20	1.2122	951	--	Fuck
못본다는	8969	4.20	0.9897	4906	--	Can not see
않다고	8970	4.20	1.0302	1114	--	Andago
무릎꿇지	8971	4.20	1.0690	4410	--	Kkulji knee
가카	8972	4.20	1.4428	--	630	Gaka
아님	8973	4.20	0.9476	2304	340	Not
안줘	8974	4.20	1.0302	4060	--	Anjwo
거시기	8975	4.20	1.4286	2140	--	Dick
취해서	8976	4.20	1.1606	3449	--	Taking
잠수	8977	4.18	1.3200	--	6295	Diving
아놔	8978	4.18	0.9624	--	1126	Gee
안되잖아요	8979	4.18	1.2403	3520	--	No cigar
에이	8980	4.18	1.1373	--	589	A
맙소사	8981	4.18	1.3354	126	--	God
트러블메이커	8982	4.18	1.6123	--	1618	Trouble Maker
맙시다	8983	4.18	0.8254	--	3349	Let
피가	8984	4.18	1.3354	1137	3749	Blood
하지마	8985	4.18	1.0240	2077	2364	Do not
않는거야	8986	4.18	0.9624	1890	--	Do not you
없었으니까요	8987	4.18	1.1008	4345	--	No eunikkayo
않겠습니다	8988	4.18	1.1373	--	4572	I will not
죄송합니다	8989	4.18	1.2728	236	702	Sorry
몰랐다	8990	4.18	0.9409	--	5073	I did not know
놈은	8991	4.18	1.0240	1576	--	He is
못할	8992	4.18	0.8965	1852	1892	Not
아니잖아	8993	4.18	1.1008	--	4241	It's not
대피령은	8994	4.18	1.2403	4542	--	Evacuations are
게이	8995	4.18	1.4097	1065	--	Gay
MB의	8996	4.18	1.5739	--	4298	MB's
안되서	8997	4.18	1.0240	--	2966	Impossible, evidently.
재판	8998	4.18	1.2887	--	3732	Judgment
놓쳤는데	8999	4.18	1.0437	4596	--	Missed
한성주	9000	4.18	1.1192	--	1785	Hanseongju
안되냐	9001	4.18	0.8734	4149	--	Anymore. Give me a break, okay
빠졌다니까요	9002	4.18	1.0039	4099	--	Fell nikkayo
검둥이로	9003	4.18	1.3200	5262	--	A nigga
못보고	9004	4.18	0.8965	--	5730	Not reported
상심이	9005	4.18	1.1899	1613	--	Saddened by
꼴이	9006	4.18	1.2070	2404	--	Enamored
놈입니다	9007	4.16	1.1493	4014	--	He is
걱정이	9008	4.16	1.3303	1665	4271	Concerned
없어서	9009	4.16	0.7103	3680	353	No
버린다	9010	4.16	1.4896	3663	--	Chow
국회의원	9011	4.16	1.4479	--	1042	Lawmakers
추운데	9012	4.16	1.2182	--	988	Chuunde
민주당	9013	4.16	1.4194	--	289	Democrats
어쩌겠어	9014	4.16	0.7656	5256	--	What would I do
검찰	9015	4.16	1.5301	--	813	Attorney
못하면	9016	4.16	0.9337	--	2245	Failure
까보라니까	9017	4.16	1.5167	3762	--	Cabo ranikka
ㅜ	9018	4.16	0.9765	--	182	ㅜ
욱	9019	4.16	1.3149	--	6225	Innovation
않구요	9020	4.16	0.9765	2111	--	Natures
아니었다	9021	4.16	0.8889	3105	--	Not
떨어진	9022	4.16	0.9553	--	5391	Fallen
사라졌어	9023	4.16	1.2349	5283	--	Gone
못믿을정도의	9024	4.16	1.0373	4367	--	Right degree of trust
못내고	9025	4.16	0.9553	4169	--	Not out
안했어요	9026	4.16	0.9553	1705	--	I did not
않으셨잖아요	9027	4.16	0.9765	3840	--	It's not your want
끝내라구	9028	4.16	1.1493	5271	--	're Gonna
배고파서	9029	4.16	1.2349	--	4712	Hungry
미안하단	9030	4.16	1.0759	2638	--	Sorry.
걱정할	9031	4.16	0.9337	4443	--	Worry
버리고	9032	4.16	1.0373	--	2000	Away
안함	9033	4.16	0.8889	--	5884	None
음낭엔	9034	4.16	1.0947	4451	--	Scrotum yen
조심해	9035	4.16	0.9971	1072	--	Watch
사라졌어요	9036	4.16	1.0759	5002	--	Gone
나서지마	9037	4.16	1.0947	5171	--	Then do not
수색해	9038	4.16	1.0174	5284	--	Search the
없었던거죠	9039	4.16	0.9337	4351	--	Did not
안되	9040	4.14	1.0304	--	2108	Useless
삐쩍	9041	4.14	1.1250	4670	--	Skinnier
안좋아하나보네	9042	4.14	1.0692	4147	--	One bad guess
미안해요	9043	4.14	1.2291	1146	2558	Sorry
걱정하지	9044	4.14	0.9260	847	--	Do not
거시기일	9045	4.14	1.2779	3926	--	One dick
취소	9046	4.14	0.9260	--	4027	Cancel
신경끊고	9047	4.14	1.0692	4486	--	Nerve broke
론스타의	9048	4.14	1.3403	--	4852	The Lone Star
별로	9049	4.14	0.9037	367	318	Very
모르겠어요	9050	4.14	0.8084	292	2941	I do not know
없고	9051	4.14	0.8332	480	321	No
건드리지나요	9052	4.14	0.9260	861	--	Do not touch
검찰에	9053	4.14	1.0882	--	3564	Prosecution
안될	9054	4.14	0.9691	--	4402	Should not
박쥐처럼	9055	4.14	1.1430	3023	--	Like bats
안나옵니다	9056	4.14	1.1068	3816	--	Do not appear
낑낑대겠지	9057	4.14	0.9691	5264	--	Suppose whine for
없다고	9058	4.14	0.9037	595	821	No
기침	9059	4.14	1.0500	3417	--	Cough
안되요	9060	4.12	0.9398	--	2506	Andoeyo
조선일보	9061	4.12	1.5338	--	1606	The Chosun Ilbo
없어요	9062	4.12	0.9398	112	681	Not
라이브카지노	9063	4.12	1.6980	--	4469	Live Casino
삼가	9064	4.12	1.4797	--	3084	Avoid
총도	9065	4.12	1.3037	4104	--	Gun
없으니까	9066	4.12	1.0029	--	3309	Eopeunikka
못하니까	9067	4.12	1.1542	4859	--	Not know who he is.
겁나게	9068	4.12	1.0999	2088	--	Scare
헉헉	9069	4.12	0.8722	--	3522	Heokheok
엿들었네	9070	4.12	1.0999	4795	--	Fuck Heard
안써요	9071	4.12	1.1718	3581	--	Asks how
고생이	9072	4.12	1.4518	--	4522	Sufferers
아니아니	9073	4.12	0.9823	--	4225	No, no, no
휠체어	9074	4.12	1.0622	3598	--	Wheelchair
절대	9075	4.12	1.1364	177	271	Never
그만해	9076	4.12	1.1364	896	--	Stop
물렸어요	9077	4.12	0.9823	2279	--	Bitten
없어지고	9078	4.12	0.8722	4759	--	Lost
귀찮아서	9079	4.12	1.0029	--	2894	Troublesome
못받겠지	9080	4.12	0.7730	4035	--	Suppose not get
놈들은	9081	4.12	1.3346	3529	--	They are
민주당의	9082	4.12	1.5471	--	3793	Democratic
고소	9083	4.12	1.5862	--	4819	Complaint
고장이니까	9084	4.12	1.0622	4715	--	Because failure
병을	9085	4.12	1.3192	2071	--	Bottle
못하고	9086	4.12	1.1542	2317	641	Not
변기는	9087	4.12	1.0999	4714	--	Toilet
not	9088	4.12	1.0428	--	1004	not
어휴	9089	4.12	1.0622	2200	1108	Ugh
거시기랑	9090	4.12	1.3649	3932	--	Langley dick
없네	9091	4.10	0.8864	3710	1381	Eopne
꿇더라구요	9092	4.10	1.0738	4408	--	Kneeling deoraguyo
않음	9093	4.10	0.8631	--	3897	No
아프지	9094	4.10	1.1824	3492	4621	Ill
가카가	9095	4.10	1.5286	--	2205	The car
장난하니	9096	4.10	1.2495	3385	--	Are you kidding me
딸딸이들	9097	4.10	1.4743	2090	--	Masturbating in
감기가	9098	4.10	1.0926	--	5216	Cold
틀렸다는	9099	4.10	1.1473	4907	--	Wrong
원한	9100	4.10	1.6444	1384	--	Resentment
안보여	9101	4.10	0.9091	--	5887	I do not see
없는거야	9102	4.10	1.1650	4063	--	You do not
부부문제	9103	4.10	1.2657	4286	--	Marital problems
놓쳤어	9104	4.10	0.9313	5288	--	I missed it
겁이	9105	4.10	0.9949	2650	--	Fearless
없다는	9106	4.10	0.9313	1921	1225	Not
못해	9107	4.10	1.1294	739	1132	I can not
춥네요	9108	4.10	1.3286	--	4984	It's cold.
칼은	9109	4.10	1.3439	5162	--	Knives
아니다	9110	4.10	0.7354	1163	295	Not
외로우니까	9111	4.10	1.1650	4278	--	Were lonely
없는데	9112	4.10	1.0152	1484	624	Ve
이놈	9113	4.10	1.2330	2371	--	This guy
게슈타포	9114	4.10	1.3740	4115	--	Gestapo
까보라고	9115	4.10	1.3887	3760	--	Look at how
어어어어어얽	9116	4.10	1.2330	3806	--	Uh Uh Uh Pocky
거친걸	9117	4.10	1.1112	5169	--	Tough Girl
투덜대고	9118	4.08	1.2095	4841	--	Grumblig
가카는	9119	4.08	1.4824	--	2398	Gaka the
죄송하지만	9120	4.08	0.9223	--	6235	I'm sorry, but
취했어	9121	4.08	1.0467	5378	--	Drunk
민주통합당	9122	4.08	1.5232	--	620	Democratic Party Integration
우는	9123	4.08	1.4263	--	4293	Crying
않는다면서	9124	4.08	0.8769	5209	--	While not
못하는	9125	4.08	0.8533	--	634	Not
소용없어	9126	4.08	1.1578	2298	--	It's no use.
돌겠군	9127	4.08	1.4405	4970	--	Oh, shit.
아이고	9128	4.08	1.0660	445	921	Gee
쓰레기를	9129	4.08	1.3223	4378	--	Waste
버리지마	9130	4.08	0.8533	5360	--	Do not dispose of
차단	9131	4.08	1.2262	--	4196	Interception
미안하다고	9132	4.08	1.3827	3106	--	Sorry
아이구	9133	4.08	1.0467	--	5587	Oh
어렵게	9134	4.08	1.1220	--	4903	Difficult
년	9135	4.06	1.4902	--	2732	Year
싫으면	9136	4.06	1.1502	2254	4335	If you do not like
모르겠어	9137	4.06	0.9982	466	2942	I do not know
짓을	9138	4.06	0.9775	369	2270	Done
까는	9139	4.06	1.3001	--	4346	Spread
유출	9140	4.06	1.1851	--	4256	Outflow
잉잉	9141	4.06	1.1851	--	3699	Yingying
X	9142	4.06	1.3001	--	4753	X
증발해버려	9143	4.06	1.2683	4762	--	It's evaporating
칫	9144	4.06	1.0382	--	6342	Tooth
울면	9145	4.06	1.5039	--	5572	Cry
버려	9146	4.06	1.0184	642	--	Drop
아냐	9147	4.06	0.9127	192	407	No
없다	9148	4.06	1.0956	270	126	No
can't	9149	4.06	1.0577	--	4382	can't
없어	9150	4.06	1.0382	42	244	Not
진통제	9151	4.06	1.0577	4676	--	Analgesic
경고했죠	9152	4.06	1.2357	4840	--	Warning did
튀었어	9153	4.06	1.1141	5151	--	Sprung
임마야	9154	4.06	1.2357	3859	--	Im Maya
안됩니다	9155	4.06	0.8901	1088	1922	Do not
조작	9156	4.06	1.3463	--	5297	Operation
늦었네요	9157	4.06	1.2022	2504	--	It's late.
생방송바카라	9158	4.06	1.4765	--	4847	Live Baccarat
필요없잖아	9159	4.06	1.1141	5163	--	You do not need her.
한나라당을	9160	4.06	1.6464	--	4484	GNP
사건	9161	4.06	1.2683	2809	750	Event
끊겼어요	9162	4.06	1.0768	4781	--	I lost
안되는	9163	4.06	0.9348	3494	855	Should not
배고파	9164	4.06	1.3911	--	1036	Hungry
국정조사	9165	4.06	1.3001	--	5614	Parliamentary investigation
실수는	9166	4.06	0.7669	4470	--	Mistakes
쓸데없는	9167	4.06	0.8668	--	4503	Futile
버릴	9168	4.06	1.0577	--	4725	Away
반대	9169	4.04	1.2771	--	942	Opposition
해치지	9170	4.04	0.9889	2979	--	Harm
ㅠㅠRT	9171	4.04	1.0490	--	6080	ㅠ ㅠ RT
헉	9172	4.04	1.1599	--	280	Huck
겁나	9173	4.04	1.1599	2089	582	Scared
아니지	9174	4.04	0.9681	823	1640	No.
걱정해	9175	4.04	1.0683	4250	--	Concern
안된다는	9176	4.04	0.9889	3850	--	Should not
국정원	9177	4.04	1.5513	--	3857	NIS
수상한	9178	4.04	1.1599	--	4965	Questionable
배고프다	9179	4.04	1.3547	--	2588	Hungry
게이라서	9180	4.04	1.3547	3731	--	It yiraseo
과부	9181	4.04	1.0490	2619	--	Widow
안해	9182	4.04	0.9889	2240	1891	Do not do
없구나	9183	4.04	0.7814	--	4153	Eopguna
늙어가는지를	9184	4.04	1.1773	4065	--	Going to grow old
노숙자를	9185	4.04	1.3845	1506	--	Homeless
놈이	9186	4.04	1.1599	765	2096	He is
안돼요	9187	4.04	1.2447	403	3544	No
떨어진다	9188	4.04	1.0294	1965	--	Less
이상하다	9189	4.04	0.9889	--	4451	Strange
제발하지	9190	4.04	0.9249	1383	--	Please do not
쫄지	9191	4.04	1.3547	--	4214	Jjolji
잃었는데	9192	4.04	0.9889	2260	--	Lost a
BBK를	9193	4.04	1.3991	--	5803	BBK to
보지	9194	4.04	1.6532	415	1519	See
찌를건가	9195	4.04	1.3547	5270	--	Gonna poke
전여옥	9196	4.04	1.6898	--	2912	Jeonyeook
끝장이야	9197	4.04	1.4563	5287	--	We're dead.
냄새	9198	4.04	1.2930	--	4743	Odor
비켜	9199	4.04	1.0093	1900	--	Move
막혀서	9200	4.04	0.9889	2613	--	Blocked
새끼들은	9201	4.04	1.4563	4126	--	The cub
don't	9202	4.02	1.0200	--	1886	don't
비판하는	9203	4.02	1.2370	--	6251	Critics of
짐될거란	9204	4.02	1.0971	4797	--	Jim'd become
안됨	9205	4.02	1.2370	--	3174	Not
거시기구만	9206	4.02	1.1865	3906	--	Ninety thousand dick
않았잖아	9207	4.02	0.8449	3691	--	But you have not
그만둬	9208	4.02	1.2370	4005	--	Stop
힘든	9209	4.02	1.4776	717	1074	Tough
딸딸이	9210	4.02	1.5713	3910	--	Masturbating
시간없어요	9211	4.02	0.9366	5220	--	I do not have time
상처는	9212	4.02	1.2856	2540	--	Wound
임마	9213	4.02	1.3013	433	4189	Dude
ㅡㅜ	9214	4.02	0.9998	--	5210	ㅡ ㅜ
뜯어재낀	9215	4.02	1.1516	3923	--	Rip jaekkin
교전	9216	4.02	1.3923	5175	--	Engagement
겁먹었더라구요	9217	4.02	1.1337	4344	--	Deoraguyo scared
눈물이	9218	4.02	1.4213	--	1043	Tears
봉쇄	9219	4.02	1.2036	5260	--	Blockade
손실에	9220	4.02	1.0784	1865	--	Loss
쩝	9221	4.02	1.0200	--	2120	Jjeop
커녕	9222	4.02	1.0398	--	4549	Far
못하게	9223	4.02	1.0971	--	2035	Let
