Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank	translation
эпоху	4911	5.40	0.8571	--	--	1795	era
установлены	4912	5.40	0.7284	--	--	3563	installed
хозяйственной	4913	5.40	1.0102	--	--	2714	economic
названия	4914	5.40	0.6999	--	--	2956	title
придут	4915	5.40	0.7825	2668	4567	--	come
mы	4916	5.40	0.6999	3055	--	--	WE WILL
видели	4917	5.40	0.8330	498	2004	1809	seen
минск	4918	5.40	0.8330	--	2384	--	Minsk
позвать	4919	5.40	0.7284	4684	--	--	call
голоса	4920	5.40	0.8081	2247	1530	2194	vote
трое	4921	5.40	0.7284	1892	4024	--	three
комментарий	4922	5.40	0.8330	--	4205	--	comment
шоссе	4923	5.40	0.7559	3238	3746	--	highway
спрашивал	4924	5.40	0.7559	2765	--	--	asked
заказ	4925	5.40	0.7825	3314	3146	--	order
джим	4926	5.40	0.7559	1589	--	--	Jim
банка	4927	5.40	0.7825	3036	3218	3438	bank
казахстан	4928	5.40	0.8081	--	4059	--	Kazakhstan
часа	4929	5.40	0.7559	650	243	1498	hours
дни	4930	5.40	0.6999	1101	1020	662	days
строительстве	4931	5.40	0.8330	--	--	2060	construction
называть	4932	5.40	0.7284	2048	4384	4419	call
стояла	4933	5.40	0.7825	--	--	2771	standing
редакции	4934	5.40	0.7559	--	--	2093	Editorial
ukraine	4935	5.40	0.8571	--	977	--	ukraine
покажите	4936	5.40	0.6389	3322	--	--	show
ступени	4937	5.40	0.7559	--	--	4109	stage
харьков	4938	5.40	0.7284	--	4478	--	Kharkov
полным	4939	5.40	0.9258	--	--	3868	full
владимир	4940	5.40	1.0498	--	743	1675	Vladimir
основы	4941	5.38	0.8053	--	--	1169	basics
строки	4942	5.38	0.7530	--	--	3197	line
видите	4943	5.38	0.6024	611	--	4702	see
газета	4944	5.38	0.7253	--	3377	1922	newspaper
дана	4945	5.38	0.5675	--	--	4545	given
волос	4946	5.38	0.8303	2914	3197	--	hair
расположенных	4947	5.38	0.8053	--	--	4126	located
глубокое	4948	5.38	0.9666	--	--	4564	deep
изменился	4949	5.38	0.9666	3129	--	--	changed
работаешь	4950	5.38	1.1229	1689	--	--	work
series	4951	5.38	0.6966	--	4559	--	series
браун	4952	5.38	0.9010	3899	--	--	brown
верил	4953	5.38	1.2103	3633	--	--	believed
считал	4954	5.38	0.8053	2990	--	1821	considered
каждому	4955	5.38	0.6966	2826	1265	1797	each
сайта	4956	5.38	0.8545	--	1179	--	Site
конкретные	4957	5.38	0.7530	--	--	3624	specific
купи	4958	5.38	0.8053	3883	3141	--	Buy
скажешь	4959	5.38	0.6354	588	3379	--	say
обсуждения	4960	5.38	0.8303	--	--	4741	discussion
существо	4961	5.38	0.8781	3694	--	4432	being
гороскопов	4962	5.38	1.0079	--	2705	--	horoscopes
своем	4963	5.38	0.7253	1142	1383	484	its
определенные	4964	5.38	0.5675	--	--	2455	some
вытащить	4965	5.38	1.1229	2646	--	--	pull
всему	4966	5.38	0.6024	899	1476	1148	around
обмен	4967	5.38	0.6024	3774	4238	3203	exchange
событий	4968	5.38	0.7253	3621	2252	1343	Events
многих	4969	5.38	0.6354	1781	1977	367	many
хозяйств	4970	5.38	0.9452	--	--	1892	farms
соответствующие	4971	5.38	0.8053	--	--	1817	appropriate
подошел	4972	5.38	0.6966	--	--	3351	approached
польше	4973	5.38	0.9875	--	--	4747	poland
красной	4974	5.38	1.0669	--	3625	1271	red
работаете	4975	5.38	0.9452	2902	--	--	Job
устроили	4976	5.38	1.1045	--	4670	--	arranged
трогай	4977	5.38	0.9452	1761	--	--	touch
крыше	4978	5.38	0.9452	4254	--	--	Roof
телеканал	4979	5.38	1.0859	--	3594	--	TV channel
прыгай	4980	5.38	0.9010	3888	--	--	jump
заходит	4981	5.38	0.6966	--	4716	--	comes
программу	4982	5.38	0.6966	3149	2848	3029	program
продам	4983	5.38	1.0280	--	1471	--	selling
конференции	4984	5.38	1.0280	--	2726	1129	Conference
дмитрий	4985	5.38	0.9234	--	763	--	Dmitry
реализма	4986	5.38	1.0280	--	--	4528	Realism
васильевич	4987	5.38	0.8053	--	--	3782	vasil'evich
спросить	4988	5.38	0.7253	822	2716	--	ask
характерные	4989	5.38	0.6667	--	--	4247	typical
производство	4990	5.38	1.0280	3785	3985	530	production
вначале	4991	5.38	0.5303	--	--	3120	at the beginning
величин	4992	5.38	0.6354	--	--	2869	values
вилли	4993	5.38	0.9666	2452	--	--	willy
журналист	4994	5.38	0.8781	--	4718	--	journalist
рассчитывать	4995	5.38	0.9010	4799	--	--	expect
марш	4996	5.38	0.9666	3433	--	--	march
вторник	4997	5.38	0.6667	3158	1811	--	Tuesday
судно	4998	5.38	1.0476	4204	--	--	ship
руку	4999	5.38	0.5675	578	1507	838	hand
являются	5000	5.38	0.7796	3554	--	291	are
эхо	5001	5.38	0.8303	--	3535	--	echo
мяса	5002	5.38	1.1933	4045	--	4382	meat
любая	5003	5.38	0.6024	4523	4667	--	Any
click	5004	5.38	0.7253	--	2074	--	click
try	5005	5.38	0.7253	--	4112	--	try
республике	5006	5.38	0.9452	--	--	2278	Republic
пример	5007	5.38	0.6354	3077	3203	1354	example
аллен	5008	5.38	1.0476	4205	--	--	Allen
thing	5009	5.38	0.7796	--	3267	--	thing
вашими	5010	5.38	0.5675	4053	--	--	your
каждую	5011	5.38	0.6024	1386	2808	3248	each
центральный	5012	5.38	0.8053	--	--	3176	central
david	5013	5.38	0.8303	--	2690	--	david
северного	5014	5.38	1.1761	--	--	2463	North
связано	5015	5.38	0.7796	2763	--	1042	due
образцы	5016	5.38	0.8303	--	--	2638	samples
головы	5017	5.38	0.8545	1377	2593	1679	head
продолжительность	5018	5.38	0.6024	--	--	3888	duration
журналистов	5019	5.38	0.8781	--	3901	--	Journalists
внедрения	5020	5.38	0.8053	--	--	3084	introduction
круги	5021	5.38	0.6667	--	--	4838	groups
мнения	5022	5.38	0.6024	--	3819	3200	views
эмили	5023	5.38	1.0859	2935	--	--	Emily
планов	5024	5.38	0.8303	--	--	1709	plans
сделай	5025	5.38	0.9010	744	1858	--	do
джейн	5026	5.38	0.7796	1343	--	--	Jane
имена	5027	5.38	0.7253	2134	--	2434	names
сельское	5028	5.38	1.0079	--	--	3496	agriculture
способ	5029	5.38	0.6667	925	1589	1166	way
кармане	5030	5.38	0.7796	3464	--	--	pocket
описание	5031	5.38	0.7253	--	--	1337	description
собиралась	5032	5.38	0.8781	2848	--	--	going
просим	5033	5.38	0.7530	4423	--	--	Please
inside	5034	5.38	0.7796	--	3825	--	inside
твиттера	5035	5.38	1.1229	--	993	--	twitter
бигбаззи	5036	5.38	0.9666	--	2610	--	bigbazzi
провожу	5037	5.38	1.0079	4018	--	--	I spend
идемте	5038	5.38	0.7530	3951	--	--	let's go
набор	5039	5.38	0.6966	--	3216	4124	set
сходить	5040	5.38	0.8303	2241	1442	--	descend
написано	5041	5.38	0.6024	1334	1990	2630	written
нами	5042	5.38	0.6667	288	1008	363	us
требуется	5043	5.38	1.0079	2934	4293	2164	required
говорится	5044	5.38	0.5303	3606	--	1637	says
очки	5045	5.38	1.0280	2251	3652	--	glasses
made	5046	5.38	0.6024	--	2424	--	made
джесси	5047	5.38	0.8053	2825	--	--	Jessie
джессика	5048	5.38	1.1229	4743	--	--	Jessica
ворота	5049	5.38	0.8781	2381	--	4805	gate
многочисленных	5050	5.38	0.8545	--	--	3435	numerous
джимми	5051	5.38	0.8303	1085	--	--	Jimmy
писала	5052	5.38	0.7530	--	2531	--	wrote
соотношения	5053	5.38	0.8303	--	--	1905	relations
джона	5054	5.38	0.6354	2978	--	--	john
передайте	5055	5.38	0.7253	3901	--	--	pass
восточного	5056	5.38	0.8545	--	--	3767	Eastern
клара	5057	5.38	0.8053	4608	--	--	Clara
явился	5058	5.38	1.0079	--	--	2953	was
положить	5059	5.38	0.6024	2590	--	--	put
дней	5060	5.38	0.6354	486	301	477	days
хотела	5061	5.38	1.0079	290	641	4753	wanted
рассмотрим	5062	5.38	0.9452	--	--	2325	consider
голосом	5063	5.38	0.7796	--	2711	3322	voice
веду	5064	5.38	0.6354	4496	--	--	am
ответить	5065	5.38	0.6354	1881	2572	3870	reply
садитесь	5066	5.38	0.8053	1507	--	--	sit down
лекции	5067	5.38	0.9875	--	4912	4131	Lectures
фунтов	5068	5.38	0.8545	1931	--	--	pounds
особенностями	5069	5.38	1.0280	--	--	4642	features
сценария	5070	5.38	0.6966	3731	--	--	Scenario
разобраться	5071	5.38	0.9010	2217	4717	--	deal
примера	5072	5.38	0.6966	--	--	4277	Example
распространение	5073	5.38	0.9875	--	--	1404	distribution
продукта	5074	5.38	0.8303	--	--	2467	Product
местного	5075	5.38	0.7530	--	--	2404	local
веди	5076	5.38	0.6354	2791	--	--	lead the way
продукцию	5077	5.38	0.7530	--	--	3839	products
именем	5078	5.38	0.8053	2509	--	3053	name
площади	5079	5.38	0.7253	--	360	750	area
нажмите	5080	5.38	0.8303	--	4233	--	click
глядя	5081	5.38	0.7796	4980	4031	3477	looking
местной	5082	5.38	0.6354	--	--	3588	local
билли	5083	5.38	0.9234	1370	--	--	Billy
брак	5084	5.38	1.3834	2249	--	--	marriage
сельских	5085	5.38	0.9452	--	--	3121	Rural
материалы	5086	5.38	0.6354	--	--	508	materials
отличается	5087	5.38	0.9666	--	--	1341	different
изготовления	5088	5.38	0.6024	--	--	3305	manufacturing
общему	5089	5.38	0.6354	--	--	3989	from
минутку	5090	5.38	0.7253	800	--	--	moment
эдди	5091	5.38	0.8053	1268	--	--	Eddie
tits	5092	5.38	1.7830	--	2240	--	tits
населения	5093	5.38	0.8303	--	3291	242	population
недавно	5094	5.36	0.6312	1413	1345	1359	recently
миша	5095	5.36	0.8514	--	3480	--	Misha
серия	5096	5.36	0.6928	4375	926	2707	series
двести	5097	5.36	0.7494	4818	--	--	two hundred
основой	5098	5.36	0.8514	--	--	2348	basis
попросить	5099	5.36	0.8981	1678	--	--	ask
ход	5100	5.36	0.5980	2107	--	1733	stroke
газете	5101	5.36	0.8751	4666	--	3338	newspaper
зови	5102	5.36	0.7762	4588	--	--	Call
ребятам-кургинятам	5103	5.36	1.3815	--	987	--	boys-kurginyatam
ник	5104	5.36	0.6928	1477	4639	--	Nick
сфере	5105	5.36	0.8020	--	--	1692	area
дженни	5106	5.36	1.1739	2197	--	--	Jenny
сюда	5107	5.36	0.5980	98	1068	1021	here
пораньше	5108	5.36	0.9205	4986	3420	--	a bit earlier
зубы	5109	5.36	1.0451	2027	3724	--	teeth
осенью	5110	5.36	1.2249	--	--	2530	fall
характеру	5111	5.36	0.6627	--	--	3635	nature
значением	5112	5.36	0.6928	--	--	4234	value
сочетание	5113	5.36	0.6928	--	--	4221	combination
основного	5114	5.36	0.6312	--	--	2040	primary
chris	5115	5.36	0.7217	--	4101	--	chris
наблюдаются	5116	5.36	0.8271	--	--	3960	observed
сообщить	5117	5.36	0.7762	1886	--	--	report
многие	5118	5.36	0.5628	960	973	348	many
also	5119	5.36	0.5253	--	4164	--	also
принцип	5120	5.36	1.0254	--	--	1367	principle
тенденции	5121	5.36	0.8751	--	--	2538	trends
общих	5122	5.36	0.8020	--	--	1542	general
текста	5123	5.36	0.5628	--	--	1614	Text
ожидала	5124	5.36	0.9205	--	4870	--	expected
казахстана	5125	5.36	0.9424	--	2476	3130	Kazakhstan
общий	5126	5.36	0.8020	--	--	1439	overall
алекс	5127	5.36	0.7762	1100	--	--	Alex
сразу	5128	5.36	0.6627	459	303	456	at once
stay	5129	5.36	0.8514	--	4971	--	stay
place	5130	5.36	0.6928	--	3639	--	place
остается	5131	5.36	0.8020	1654	2057	705	remains
стране	5132	5.36	0.8271	1285	638	479	country
именно	5133	5.36	0.5980	250	373	167	namely
общественный	5134	5.36	1.0053	--	--	4525	public
маленьким	5135	5.36	1.2415	3227	--	--	small
совокупность	5136	5.36	0.6627	--	--	3915	aggregate
способов	5137	5.36	0.7494	--	--	3744	Ways
силами	5138	5.36	0.9205	--	--	1728	forces
поставил	5139	5.36	0.7494	3098	2113	3653	put
джей	5140	5.36	0.9424	1409	--	--	DJ
спросила	5141	5.36	0.7762	3155	--	4791	asked
украины	5142	5.36	1.1205	--	901	2063	ukraine
twitter	5143	5.36	1.2081	--	397	--	twitter
трудов	5144	5.36	0.9205	--	--	3688	works
ситуацию	5145	5.36	0.8020	2719	3579	--	situation
нога	5146	5.36	0.8020	2410	--	--	leg
let	5147	5.36	0.7762	--	1440	--	let
календарь	5148	5.36	0.6627	--	3538	--	calendar
века	5149	5.36	0.8514	2933	3270	513	century
многими	5150	5.36	0.5980	--	--	3394	many
работе	5151	5.36	1.0254	791	514	240	work
включения	5152	5.36	0.7494	--	--	4804	inclusion
обратиться	5153	5.36	0.8751	4706	--	4831	contact
gonna	5154	5.36	0.6312	--	3888	--	gonna
норм	5155	5.36	0.7494	--	1267	1768	norms
всю	5156	5.36	0.6312	299	325	393	All
рельефа	5157	5.36	0.6627	--	--	4947	relief
религии	5158	5.36	1.3365	--	--	2855	religion
время	5159	5.36	0.8020	86	104	40	time
самому	5160	5.36	0.8020	2256	2882	1689	most
торговле	5161	5.36	0.9205	--	--	4106	Trade
урок	5162	5.36	0.8981	2128	1859	--	lesson
сельском	5163	5.36	1.0835	--	--	3148	agriculture
городские	5164	5.36	0.7494	--	1306	--	city
мммм	5165	5.36	1.0835	--	4811	--	mmmm
пытаться	5166	5.36	1.1911	4471	--	--	try
хотел	5167	5.36	0.8271	141	683	1052	wanted
церковь	5168	5.36	1.6383	1684	--	1174	church
давал	5169	5.36	0.7217	3928	--	--	giving
договора	5170	5.36	0.8514	--	--	1718	contract
street	5171	5.36	0.5980	--	4542	--	street
комментарии	5172	5.36	0.7217	--	3274	--	Comments
материально	5173	5.36	1.2249	--	--	2729	materially
смысле	5174	5.36	0.6627	564	1590	796	sense
фонда	5175	5.36	0.9848	--	--	1815	Fund
бадди	5176	5.36	0.5980	4585	--	--	buddy
blog	5177	5.36	0.8020	--	1246	--	blog
проекта	5178	5.36	0.6627	--	3332	2783	project
маленькие	5179	5.36	0.9848	1822	3387	--	small
сказала	5180	5.36	0.6928	221	572	1179	said
say	5181	5.36	0.6928	--	1415	--	say
господина	5182	5.36	1.0451	4193	--	--	Mr.
рынке	5183	5.36	0.8514	4520	2426	4206	market
республик	5184	5.36	1.1021	--	--	1173	Republics
внедрение	5185	5.36	0.9424	--	--	3512	introduction
собственно	5186	5.36	0.5980	4590	4213	1289	properly
кремля	5187	5.36	1.1205	--	3741	--	Kremlin
ленту	5188	5.36	0.7494	--	2148	--	tape
делам	5189	5.36	0.7217	4236	--	2257	Affairs
способа	5190	5.36	0.5628	--	--	3083	Fashion
определенного	5191	5.36	0.6928	--	--	3577	some
речи	5192	5.36	0.6928	4260	--	704	speech
составляет	5193	5.36	0.7217	--	--	675	is
транспорт	5194	5.36	0.8981	--	--	3564	transport
минералов	5195	5.36	0.7494	--	--	3935	minerals
роде	5196	5.36	0.8751	3398	--	--	kind
странице	5197	5.36	0.5980	--	4827	--	page
занимался	5198	5.36	0.8271	2414	--	4692	engaged
устроил	5199	5.36	0.8020	4220	--	--	arranged
деятелей	5200	5.36	0.8514	--	--	3320	figures
степень	5201	5.36	0.7762	--	--	1139	degree
days	5202	5.36	0.8271	--	1950	--	days
месяцев	5203	5.36	0.7762	831	1614	1746	months
знакам	5204	5.36	0.8271	--	2528	--	Signs
граждан	5205	5.36	0.8271	--	1922	1937	citizens
заранее	5206	5.36	0.8271	3929	2703	2748	in advance
сравнению	5207	5.36	0.5980	--	4622	594	Compared
общественных	5208	5.36	0.8271	--	--	986	public
check	5209	5.36	0.8271	--	975	--	check
писал	5210	5.36	0.8514	2913	1982	445	wrote
состояние	5211	5.36	0.8271	1834	1482	751	state
купер	5212	5.36	0.8020	4705	--	--	Cooper
бытия	5213	5.36	0.8981	--	--	3154	Being
меняет	5214	5.36	0.8271	4717	4312	--	changes
известия	5215	5.36	0.9638	--	--	2726	news
село	5216	5.36	1.1911	--	--	3449	village
найди	5217	5.36	0.6928	1593	3828	--	find
животноводства	5218	5.36	0.8271	--	--	3681	Livestock
полная	5219	5.36	1.2081	2475	1195	3430	full
странами	5220	5.36	0.8751	--	--	1943	countries
ноги	5221	5.36	0.6312	722	979	1375	feet
переходит	5222	5.36	0.7217	--	--	4225	passes
явились	5223	5.36	0.7494	--	--	4240	were
физической	5224	5.36	0.7762	--	--	4193	physical
изделий	5225	5.36	0.7762	--	--	1539	products
смотря	5226	5.36	0.8020	4015	2041	3756	seeing
сказал	5227	5.36	0.6312	90	376	235	said
лечь	5228	5.36	0.9638	4233	2400	--	lie down
образуют	5229	5.36	0.7494	--	--	3307	form
ом	5230	5.36	1.2415	3223	--	--	ohm
заметил	5231	5.36	0.7762	1563	2928	2436	notice
часов	5232	5.36	0.9848	515	396	1072	hours
разработка	5233	5.36	0.8271	--	--	2409	development
usa	5234	5.36	1.6258	--	4391	--	usa
работающих	5235	5.36	0.9424	--	--	3903	working
ведут	5236	5.36	0.7217	3809	4691	3527	lead
конкретно	5237	5.36	0.8271	--	3899	--	specifically
материал	5238	5.36	0.5628	4320	--	874	material
петра	5239	5.36	0.7494	--	--	1558	petra
ставлю	5240	5.36	0.5628	4151	4832	--	put
чек	5241	5.36	0.9205	2449	--	--	check
лента	5242	5.36	0.6928	--	2051	--	tape
пребывания	5243	5.36	0.7762	--	--	4025	stay
землей	5244	5.36	0.8981	--	--	3793	ground
любой	5245	5.36	0.7762	862	1077	1416	any
майк	5246	5.36	0.7494	1071	--	--	Mike
станут	5247	5.36	0.7494	3272	--	--	will
характеристики	5248	5.36	0.8271	--	--	1143	Features
серию	5249	5.36	0.6627	--	3084	--	series
глубину	5250	5.36	1.1205	--	--	4137	depth
уровень	5251	5.36	0.7494	1916	894	636	level
подхода	5252	5.36	0.5980	--	--	3078	approach
польши	5253	5.34	0.9172	--	--	3366	poland
сан	5254	5.34	0.6581	1616	--	--	dignity
редактор	5255	5.34	0.7722	--	--	1899	editor
пользуются	5256	5.34	0.8715	--	--	4593	enjoy
назови	5257	5.34	0.6263	4890	--	--	Call
карту	5258	5.34	0.5573	2775	4447	--	map
определяет	5259	5.34	0.6581	--	--	2254	determines
применения	5260	5.34	0.6884	--	--	899	applications
теорию	5261	5.34	0.6263	--	--	4052	theory
программе	5262	5.34	0.7722	--	3910	3287	program
будутъ	5263	5.34	1.0806	--	--	3264	be the co-
дано	5264	5.34	0.7722	--	--	3080	given
ему	5265	5.34	0.6581	83	237	72	him
спрошу	5266	5.34	0.6884	4209	--	--	ask
обращения	5267	5.34	0.7453	--	--	2852	Treatment
немецких	5268	5.34	0.9607	--	--	3873	German
#kinopoisk	5269	5.34	0.9817	--	2034	--	# Kinopoisk
следующих	5270	5.34	0.7174	--	--	2950	following
времени	5271	5.34	0.8234	229	392	101	time
писали	5272	5.34	0.6884	--	4330	4635	wrote
делами	5273	5.34	0.6263	3847	--	4460	affairs
итоге	5274	5.34	0.7174	3239	1981	3993	end
встать	5275	5.34	0.8234	1954	2388	--	up
президент	5276	5.34	1.0994	940	479	3664	president
борту	5277	5.34	0.7174	2970	--	--	board
ищу	5278	5.34	0.7722	1349	155	--	Seeking
сельского	5279	5.34	1.0422	--	--	658	Agriculture
ждала	5280	5.34	1.2875	2628	3407	--	waiting
делайте	5281	5.34	0.9817	2394	--	--	Do
маленький	5282	5.34	1.3188	711	1678	4252	small
dvd	5283	5.34	0.5928	--	1827	--	dvd
определяются	5284	5.34	0.6263	--	--	2635	determined
само	5285	5.34	0.6884	1522	3102	1192	itself
штаны	5286	5.34	0.7982	2174	4074	--	pants
help	5287	5.34	1.2554	--	1597	--	help
market	5288	5.34	0.8234	--	4881	--	market
слов	5289	5.34	0.6884	1384	907	631	words
количестве	5290	5.34	0.6263	--	--	1781	quantity
содержании	5291	5.34	0.5928	--	--	3878	content
#ru	5292	5.34	0.8234	--	3934	--	# Ru
двух	5293	5.34	0.7174	721	658	201	two
предстоит	5294	5.34	0.8715	3393	--	--	will
отвечал	5295	5.34	0.8234	--	--	4721	posted
post	5296	5.34	0.6263	--	2250	--	post
провести	5297	5.34	0.7174	1301	1358	2362	to
цифры	5298	5.34	0.8234	--	--	3997	figures
здания	5299	5.34	0.8478	3219	--	3046	building
могли	5300	5.34	0.8234	332	2414	438	could
понятие	5301	5.34	0.7982	--	--	1434	concept
национальной	5302	5.34	0.8947	4942	--	1442	National
оценке	5303	5.34	0.7722	--	--	2472	evaluation
оставайтесь	5304	5.34	0.7982	3088	--	--	Stay
состоит	5305	5.34	0.5194	3802	4446	688	is
делах	5306	5.34	0.9392	4195	--	3720	affairs
днях	5307	5.34	0.6263	4902	3657	--	days
зданий	5308	5.34	0.6263	--	--	3955	buildings
тканей	5309	5.34	0.8234	--	--	4568	Tissue
тотчас	5310	5.34	0.7982	--	--	3118	immediately
измерения	5311	5.34	0.7174	--	--	1214	Measurement
крис	5312	5.34	0.8478	2293	--	--	Chris
весьма	5313	5.34	0.8715	1460	3180	256	highly
оборудование	5314	5.34	0.7453	4982	--	2497	equipment
формами	5315	5.34	0.7174	--	--	4142	forms
теле	5316	5.34	0.8478	4264	1671	--	body
контакте	5317	5.34	0.9172	--	1099	--	contact
ногу	5318	5.34	0.7453	1775	3589	--	leg
стюарт	5319	5.34	0.8478	4847	--	--	Stewart
специальных	5320	5.34	0.6884	--	--	2308	special
продюсер	5321	5.34	0.9172	4024	--	--	producer
федор	5322	5.34	0.7174	--	--	4191	Fedor
продать	5323	5.34	0.9607	1957	4263	--	sell
определены	5324	5.34	0.5928	--	--	3295	identified
например	5325	5.34	0.5928	757	922	142	for example
виски	5326	5.34	1.4792	2271	2249	--	whiskey
пойди	5327	5.34	0.7982	3840	--	--	Go
местные	5328	5.34	0.8947	--	--	2619	local
отправить	5329	5.34	1.0224	2774	4062	--	send
роджер	5330	5.34	0.8715	3585	--	--	Roger
женя	5331	5.34	1.0616	--	3341	--	jen
pics	5332	5.34	1.0022	--	4532	--	pics
построения	5333	5.34	0.9392	--	--	2100	building
московский	5334	5.34	0.9607	--	3993	3182	Moscow
деле	5335	5.34	0.8715	294	608	505	case
увидит	5336	5.34	0.8715	2640	--	--	see
кожа	5337	5.34	0.5928	3426	--	--	skin
должность	5338	5.34	1.0422	4870	--	3216	position
ja	5339	5.34	1.0224	--	3693	--	ja
царю	5340	5.34	1.1537	--	--	4373	king
оборудования	5341	5.34	0.7453	--	--	1081	equipment
зовут	5342	5.34	0.7722	280	1692	--	name
групп	5343	5.34	0.6884	--	--	712	groups
обои	5344	5.34	0.8478	--	2369	--	wallpaper
версия	5345	5.34	0.7174	--	1902	--	version
месяца	5346	5.34	0.5928	988	1160	1495	Months
вк	5347	5.34	0.8478	--	553	--	VC
аккаунт	5348	5.34	0.6263	--	4816	--	Account
январе	5349	5.34	0.7722	--	3252	3964	January
материалом	5350	5.34	0.6263	--	--	4694	material
фонды	5351	5.34	0.8947	--	--	3599	funds
ух	5352	5.34	1.0224	1064	1951	--	ooh
инженерно	5353	5.34	0.7174	--	--	4993	Engineering
маленькой	5354	5.34	1.0022	1879	--	--	small
ищет	5355	5.34	0.7722	2154	2096	--	search
ухо	5356	5.34	0.5928	4081	--	--	ear
годом	5357	5.34	0.6581	--	188	4522	year
подобного	5358	5.34	0.6263	2305	--	3498	this
твитере	5359	5.34	1.1537	--	4321	--	tweeter
о_о	5360	5.34	1.1537	--	694	--	O_o
уровня	5361	5.34	0.7174	4536	2117	523	level
учитывать	5362	5.34	0.7174	--	--	2379	consider
use	5363	5.34	0.5928	--	4168	--	use
#новости	5364	5.34	0.7982	--	745	--	# News
трубку	5365	5.34	0.6263	1294	3165	--	tube
занятий	5366	5.34	0.8234	--	--	4301	Occupation
закономерности	5367	5.34	0.6581	--	--	2624	regularities
похоже	5368	5.34	0.5194	252	1005	--	it seems
разных	5369	5.34	0.7174	2116	1829	468	different
специального	5370	5.34	0.6581	--	--	4343	Special
слышали	5371	5.34	0.5573	994	--	--	heard
востоке	5372	5.34	0.7453	--	--	1913	East
текст	5373	5.34	0.6884	--	2118	1444	text
содержанием	5374	5.34	0.6263	--	--	2008	content
улицу	5375	5.34	0.7453	1858	1739	4254	street
прогноз	5376	5.34	0.8947	--	3118	--	forecast
taylor	5377	5.34	0.8478	--	4736	--	taylor
maybe	5378	5.34	0.9172	--	4782	--	maybe
дэвид	5379	5.34	0.7174	1089	--	--	David
хозяйством	5380	5.34	0.7982	--	--	4535	economy
направлениях	5381	5.34	0.6884	--	--	4726	directions
боб	5382	5.34	0.8478	1178	--	--	bob
правилам	5383	5.34	0.7982	4138	--	--	rules
национального	5384	5.34	0.8478	--	--	1252	National
белоруссии	5385	5.34	0.8478	--	4098	3451	Belarus
неё	5386	5.34	0.8715	442	1273	--	her
лаборатории	5387	5.34	0.9172	3031	--	3475	Laboratory
вышла	5388	5.34	0.8715	1493	1514	2533	out
сергея	5389	5.34	0.7722	--	3083	--	Sergei
наблюдается	5390	5.34	0.6263	--	--	1034	observed
побыстрее	5391	5.34	1.0022	3493	--	--	quickly
присутствии	5392	5.34	0.7722	--	--	2564	presence
журналисты	5393	5.34	1.1178	--	4001	--	Journalists
posted	5394	5.34	0.8947	--	804	--	posted
рейчел	5395	5.34	1.0806	4954	--	--	Rachel
практически	5396	5.34	0.6884	2164	1999	803	practically
вас	5397	5.34	0.5573	36	79	330	you
центров	5398	5.34	0.6581	--	--	2781	centers
чарльз	5399	5.34	0.8947	1753	--	--	Charles
свойства	5400	5.34	0.6884	--	--	828	properties
стрит	5401	5.34	0.5573	2233	--	--	straight
шею	5402	5.34	0.7453	3442	--	--	neck
каждое	5403	5.34	0.5928	2148	2967	2031	each
дашь	5404	5.34	0.8947	2931	--	--	give
перед	5405	5.32	0.6207	277	268	143	before
oни	5406	5.32	0.7126	4583	--	--	they are normally
молли	5407	5.32	0.9355	3559	--	--	Molly
страницу	5408	5.32	0.7126	--	2701	--	Page
технический	5409	5.32	0.9134	--	--	3076	technical
половины	5410	5.32	0.8908	--	--	1497	half
рынок	5411	5.32	0.9988	4257	2281	4408	market
считает	5412	5.32	0.7407	1641	1275	1481	considers
изо	5413	5.32	0.9134	3246	--	--	out
выявить	5414	5.32	1.0190	--	--	4576	identify
случай	5415	5.32	0.6833	819	2447	774	case
место	5416	5.32	0.6207	210	416	208	place
различным	5417	5.32	0.5511	--	--	2886	different
видимо	5418	5.32	0.7407	1673	792	1247	apparently
приводит	5419	5.32	0.6207	--	--	793	results
зал	5420	5.32	0.6833	2672	2971	3735	hall
отражения	5421	5.32	0.7939	--	--	3783	reflection
говоритъ	5422	5.32	0.7677	--	--	4834	govorit
with	5423	5.32	0.5511	3936	154	--	with
uncensored	5424	5.32	1.3161	--	4744	--	uncensored
boobs	5425	5.32	1.7779	--	4968	--	boobs
энни	5426	5.32	0.8908	2912	--	--	Annie
методов	5427	5.32	0.8192	--	--	878	methods
уровней	5428	5.32	0.6528	--	--	3503	levels
почвы	5429	5.32	0.5869	--	--	927	Soil
израиль	5430	5.32	1.3161	3526	--	--	Israel
фрэнки	5431	5.32	0.8437	3176	--	--	Frankie
попытка	5432	5.32	1.0190	3722	--	2835	attempt
еще	5433	5.32	0.7407	56	41	41	more
учеба	5434	5.32	0.9781	--	4998	--	learning
оказывает	5435	5.32	0.8908	--	--	3315	has
поработать	5436	5.32	1.0774	3488	--	--	do some work
крестьяне	5437	5.32	0.9134	--	--	1507	farmers
подготовку	5438	5.32	0.7407	--	--	4441	training
целях	5439	5.32	0.7677	--	--	1381	to
постройки	5440	5.32	0.8192	--	--	4719	Construction
приборов	5441	5.32	0.6833	--	--	4679	devices
молекулы	5442	5.32	0.8437	--	--	4731	molecules
пользуясь	5443	5.32	0.9781	--	--	4763	using
