Word	Havg	StDev	GoogleRank	TwitterRank	translation
conforto	504	7.38	1.5372	4797	--	comfort
qualidades	505	7.38	1.0079	--	4701	qualities
dólares	506	7.38	1.3076	4927	--	dollars
brilhar	507	7.38	1.3076	--	4335	shine
pizzaria	508	7.38	1.2760	--	3847	pizzeria
super	509	7.38	1.2599	717	493	super
amore	510	7.38	1.4968	--	986	amore
gastronomia	511	7.38	1.3231	2411	--	gastronomy
confiavel	512	7.38	1.1229	--	2661	reliable
adora	513	7.38	1.0859	--	2030	loves
ri	514	7.38	1.2599	6109	623	ri
namorado	515	7.38	1.3231	5233	774	boyfriend
liinda	516	7.38	1.6646	--	1748	liinda
sim	517	7.38	1.4270	372	96	yes
kkkkk'	518	7.38	1.4968	--	1217	kkkkk '
doar	519	7.38	1.2103	--	6135	donate
frutas	520	7.38	1.2103	4886	--	fruits
mar	521	7.38	1.4693	430	1451	sea
bjoo	522	7.38	1.6022	--	5377	bjoo
bebê	523	7.36	1.5221	2363	1481	baby
brincando	524	7.36	1.1739	--	1575	playing
canções	525	7.36	1.1563	6330	--	songs
bonitos	526	7.36	1.0835	--	4483	Beautiful
cultural	527	7.36	1.3211	1015	--	cultural
melhor	528	7.36	1.2415	149	97	better
bebês	529	7.36	1.7468	2123	5949	babies
neném	530	7.36	1.4107	--	4369	baby
internet	531	7.36	1.6132	145	499	Internet
brazilian	532	7.36	1.4950	5251	3881	brazilian
musicas	533	7.36	1.2415	2821	891	songs
energia	534	7.36	1.1739	653	2120	energy
estrelas	535	7.36	1.4251	1476	2265	stars
cachorrinho	536	7.34	1.3644	--	3927	puppy
perfeitas	537	7.34	1.3494	--	4510	perfect
oportunidade	538	7.34	1.1178	1805	2685	opportunity
leal	539	7.34	1.3940	5542	--	loyal
acreditar	540	7.34	1.3793	4878	831	believe
máximo	541	7.34	1.3032	1616	3551	maximum
hahaa	542	7.34	1.0806	--	5667	hahaa
verdades	543	7.34	1.1178	--	3639	truths
perfume	544	7.34	1.3494	4022	2630	perfume
diversoes	545	7.34	1.1886	2716	--	entertainments
computador	546	7.34	1.3188	891	925	computer
sexo	547	7.34	1.3032	553	1299	sex
viajo	548	7.34	1.3793	--	6034	travel
filho	549	7.34	1.2715	663	548	son
sonhe	550	7.34	1.2056	--	5410	dream
passei	551	7.34	1.3494	5257	494	spent
restaurantes	552	7.34	1.2390	822	--	Restaurants
bjs	553	7.34	1.1537	5435	469	bjs
adoroo	554	7.34	1.4930	--	6035	adoroo
barato	555	7.34	1.8251	4054	4735	cheap
restaurante	556	7.34	1.3188	2180	4651	restaurant
especial	557	7.34	1.3188	479	688	special
irmão	558	7.34	1.3494	2342	431	brother
cachorro	559	7.32	1.5178	4582	935	dog
kkkkkkkkkkkkkkk'	560	7.32	1.9840	--	5082	kkkkkkkkkkkkkkk '
perfumes	561	7.32	1.3915	4071	--	Perfumes
namorada	562	7.32	1.4769	5618	1001	girlfriend
agua	563	7.32	1.5444	1756	1881	water
brinquedos	564	7.32	1.5576	904	--	toys
adorar	565	7.32	1.2848	--	5420	love
soluções	566	7.32	1.2027	1010	--	solutions
gata	567	7.32	1.6835	--	745	cat
bjão	568	7.32	1.5178	--	5671	Bjão
águas	569	7.32	1.3468	4206	--	waters
bem	570	7.32	1.1683	97	64	well
familiares	571	7.32	1.2848	4401	--	family
curtir	572	7.32	1.1683	--	1168	enjoy
independência	573	7.32	1.2196	5213	--	independence
irmao	574	7.32	1.2848	--	1254	brother
gostando	575	7.32	1.0388	--	2901	liking
lindinha	576	7.32	0.9988	--	3950	lindinha
grana	577	7.32	1.3768	--	3072	money
viajando	578	7.32	1.2196	--	2744	traveling
parque	579	7.32	1.2362	1250	3178	park
friends	580	7.32	1.1507	2144	2239	friends
saÚde	581	7.32	1.6092	4201	--	health
gatona	582	7.32	1.5178	--	5964	gatona
friday	583	7.30	1.6320	--	5065	friday
livres	584	7.30	1.6933	3480	--	free
rsrrs	585	7.30	1.2976	--	5384	rsrrs
comida	586	7.30	1.4463	3075	1225	food
brasileiras	587	7.30	1.2976	3162	--	Brazilian
aventura	588	7.30	1.3740	2173	6061	adventure
mulheres	589	7.30	1.3132	748	1330	women
pipoca	590	7.30	1.3286	--	2518	popcorn
bonito	591	7.30	1.1824	3005	809	beautiful
gostou	592	7.30	1.1112	6029	1640	like
vence	593	7.30	1.1294	4233	3755	wins
kkk	594	7.30	1.3590	--	110	kkk
luar	595	7.30	1.1294	--	2677	moonlight
perdoar	596	7.30	1.4321	--	2795	forgive
mÚsica	597	7.30	1.4178	--	5286	music
ganha	598	7.30	0.9091	2437	886	wins
fofo	599	7.28	1.2943	--	692	fluffy
brinde	600	7.28	1.0698	--	3466	toast
correspondido	601	7.28	1.2461	--	4757	matched
sustentável	602	7.28	1.2943	4609	--	sustainable
filha	603	7.28	1.3856	2755	794	daughter
aprender	604	7.28	1.2129	2324	1135	learn
jardim	605	7.28	1.1256	650	4297	garden
justiça	606	7.28	1.4852	619	3097	justice
gatas	607	7.28	1.2784	--	3606	cats
melhoria	608	7.28	1.0887	4408	--	improvement
incentivo	609	7.28	1.0506	5884	--	incentive
festinha	610	7.28	1.2129	--	2313	little party
dreams	611	7.28	1.3099	--	5477	dreams
universidade	612	7.28	1.3708	405	--	university
rsrsr	613	7.28	1.1436	--	4386	rsrsr
ferrari	614	7.28	1.2461	2819	--	ferrari
dançar	615	7.28	1.5913	--	1709	dance
sexy	616	7.28	1.4434	2050	2027	sexy
home	617	7.28	1.4434	114	1992	home
oooooi	618	7.28	1.3099	--	3562	oooooi
brindes	619	7.28	1.4988	5703	--	gifts
acertei	620	7.28	1.2943	--	6165	hit
confia	621	7.26	1.2090	--	3572	trust
original	622	7.26	1.0264	669	1888	original
gols	623	7.26	1.5361	5142	3796	goals
welcome	624	7.26	1.4259	--	5923	welcome
ooooooi	625	7.26	1.1747	--	4075	ooooooi
desejo	626	7.26	1.2423	2160	873	desire
gostosa	627	7.26	1.4115	3391	1738	hot
brinca	628	7.26	1.0654	--	3130	plays
gatinhas	629	7.26	1.4401	--	4435	Pussycats
caribe	630	7.26	1.3219	5440	--	caribbean
animado	631	7.26	1.3674	--	3968	animated
forever	632	7.26	1.5093	--	1408	forever
favorito	633	7.26	1.2257	3208	4256	favorite
natalino	634	7.26	1.3372	--	4008	Christmas
vive	635	7.26	1.1395	3570	1177	lives
legais	636	7.26	1.1920	2137	2809	legal
canção	637	7.26	1.2090	3909	4423	song
fofos	638	7.26	1.4259	--	4360	cute
artes	639	7.26	1.2090	750	5213	arts
dream	640	7.26	1.2906	6077	2365	dream
doação	641	7.26	1.5093	6114	--	donation
fun	642	7.26	1.7001	4866	--	fun
útil	643	7.26	1.1747	2237	--	helpful
nasceu	644	7.26	1.3674	4018	1795	born
piano	645	7.26	1.2586	5411	--	piano
justo	646	7.26	1.2586	5860	2719	fair
nasce	647	7.26	1.1572	--	2714	born
virtude	648	7.26	1.6513	6277	--	virtue
familiar	649	7.26	1.1031	3221	--	familiar
almoçar	650	7.26	1.1395	--	699	lunch
confiar	651	7.26	1.3524	--	1545	entrust
belo	652	7.24	1.2216	675	1823	beautiful
profissional	653	7.24	1.1528	678	4598	professional
dance	654	7.24	1.0012	2773	3322	dance
entretenimento	655	7.24	1.0412	1171	--	Entertainment
kkkk	656	7.24	1.3180	--	147	kkkk
ideias	657	7.24	1.2382	4723	4210	ideas
Ética	658	7.24	1.6483	5070	--	Ethics
yes	659	7.24	1.3933	5174	3614	yes
ética	660	7.24	1.4507	5559	--	ethics
alimento	661	7.24	1.2048	6278	--	food
honra	662	7.24	1.2867	5444	4345	honor
cantar	663	7.24	1.3786	6131	1245	sing
competente	664	7.24	1.4647	6056	--	competent
arte	665	7.24	1.5592	475	1904	art
positivas	666	7.24	1.3024	6079	--	positive
príncipe	667	7.24	1.3786	3224	4124	prince
mulher	668	7.24	1.2545	394	396	woman
filme	669	7.24	1.3486	530	306	movie
aprendizagem	670	7.24	1.2048	3399	--	learning
bjo	671	7.24	1.4078	--	1499	bjo
bjus	672	7.24	1.2867	--	3033	bjus
abençoado	673	7.24	1.5722	--	3979	blessed
hahha	674	7.24	1.2382	--	5208	hahha
evolution	675	7.24	1.3637	5792	--	evolution
interessante	676	7.22	1.1119	1383	2519	interesting
universo	677	7.22	1.3746	2435	3228	universe
pizza	678	7.22	1.7058	5447	1258	pizza
brinquedo	679	7.22	1.3746	--	5075	toy
meiga	680	7.22	1.2824	--	4312	sweet
culturas	681	7.22	1.1119	6052	--	cultures
cidadania	682	7.22	1.4609	2338	--	citizenship
educados	683	7.22	1.2002	--	5996	educated
eficácia	684	7.22	1.3293	6319	--	effectiveness
novidades	685	7.22	1.0554	583	1584	news
vidas	686	7.22	1.3445	3844	2059	lives
vantagens	687	7.22	1.2824	3252	--	advantages
viaja	688	7.22	1.2982	--	3020	travels
folga	689	7.22	1.4184	--	4378	clearance
gold	690	7.22	1.1657	3181	--	gold
gatinha	691	7.22	1.2337	--	1407	kitten
vip	692	7.22	1.4184	3281	2432	vip
jardins	693	7.22	1.1830	4734	--	gardens
jovem	694	7.22	1.1301	1486	1996	young
liindo	695	7.22	1.5945	--	2585	liindo
games	696	7.22	1.2337	492	5702	games
fofura	697	7.22	1.3893	--	6264	cuteness
ria	698	7.22	1.2337	--	5164	ria
mestrado	699	7.22	1.4609	1954	--	master's degree
inspiração	700	7.20	1.2122	--	4959	inspiration
gatos	701	7.20	1.3248	4451	3537	cats
campeÃo	702	7.20	1.5908	--	2494	champion
irmãs	703	7.20	1.1952	--	5798	sisters
leitura	704	7.20	1.2617	1549	--	reading
mamis	705	7.20	1.7023	--	2029	mamis
gol	706	7.20	1.7379	2021	1296	goal
inglês	707	7.20	1.6288	724	1927	English
novidade	708	7.20	1.0880	3633	2402	novelty
ahaha	709	7.20	1.2778	--	3330	ahaha
coca-cola	710	7.20	1.5518	--	3017	coca-cola
compreensão	711	7.20	1.1780	4835	--	understanding
arvore	712	7.20	1.3248	--	4197	tree
disposto	713	7.20	1.2936	3119	--	willing
bom	714	7.20	1.0880	194	44	good
amazônia	715	7.20	1.4569	3205	--	Amazon
faculdade	716	7.20	1.2936	1452	3680	college
euros	717	7.20	1.2778	2337	--	euros
olimpíadas	718	7.20	1.4428	5881	--	Olympics
party	719	7.20	1.3248	5098	3390	Party
piadas	720	7.18	1.4941	3647	3716	jokes
janta	721	7.18	1.2237	--	2114	dinner
brother	722	7.18	1.3656	4217	1829	Brother
ciclismo	723	7.18	1.3045	6254	--	cycling
carnaval	724	7.18	1.7577	1923	2834	carnival
rsrs	725	7.18	1.4097	--	573	lol
muuuuito	726	7.18	1.5609	--	3360	soooo
vinho	727	7.18	1.5211	2791	3578	wine
irmÃo	728	7.18	1.4665	--	6298	brother
iphone	729	7.18	1.6123	1733	1941	iphone
sonha	730	7.18	1.0437	--	2070	dreams
alma	731	7.18	1.5477	1881	1384	soul
realizada	732	7.18	1.3506	1971	--	held
livraria	733	7.18	1.3805	3154	--	bookstore
coraÇÃo	734	7.18	1.9659	--	3861	heartland
cute	735	7.18	1.3354	--	5539	cute
preferido	736	7.18	1.0631	--	5029	preferred
verdadeiras	737	7.18	1.1899	--	3793	true
feijão	738	7.18	1.1899	--	5986	bean
oba	739	7.18	1.6622	--	4691	wow
animação	740	7.18	1.2728	1942	5970	animation
casa	741	7.18	1.1899	133	69	home
domingo	742	7.18	1.8702	813	574	Sunday
descanso	743	7.18	1.4803	--	6314	rest
gato	744	7.18	1.2403	2964	1054	cat
conseguiu	745	7.18	1.2887	3514	1909	managed
novo	746	7.18	1.3656	84	102	new
conseguir	747	7.18	1.2237	2524	775	get
determinação	748	7.18	1.3952	4944	--	determination
confio	749	7.16	1.2513	--	2731	trust
benefício	750	7.16	1.3607	4536	--	benefit
possibilidades	751	7.16	1.4049	4871	--	possibilities
abençoe	752	7.16	1.4896	--	1669	bless
r$	753	7.16	1.5696	--	1321	r $
casal	754	7.16	1.2513	2368	1893	couple
ganho	755	7.16	1.2835	6235	1504	gain
convites	756	7.16	1.1843	5541	5207	invitations
vivendo	757	7.16	1.1843	--	2566	living
relacionamento	758	7.16	1.1669	2846	2507	relationship
poesia	759	7.16	1.2835	1995	--	poetry
crianças	760	7.16	1.5301	604	1573	children
top	761	7.16	1.4049	207	1048	top
fofa	762	7.16	1.2513	--	653	Soft
livros	763	7.16	1.3456	248	2035	books
turísticos	764	7.16	1.1669	6132	--	Tourist
prémio	765	7.16	1.5696	5930	--	premium
cantando	766	7.16	1.4049	--	893	singing
tropical	767	7.16	1.1669	5648	--	tropical
acertar	768	7.16	1.2182	--	3644	hit
food	769	7.16	1.1669	5836	--	food
1ª	770	7.16	1.5566	--	3504	1st
ideia	771	7.16	1.3303	4093	1284	idea
correto	772	7.16	1.3456	5228	--	correct
bju	773	7.16	1.4479	--	4473	bju
namora	774	7.16	1.4479	--	3037	dating
dança	775	7.16	1.5954	1828	1392	dance
cachorros	776	7.16	1.3756	--	4607	dogs
litoral	777	7.16	1.4896	3504	6185	coast
descansar	778	7.16	1.1843	--	3201	rest
ganhe	779	7.16	1.2349	2979	1676	win
curti	780	7.16	1.2513	--	1378	curti
brincadeira	781	7.16	1.5032	--	1337	joke
intelectual	782	7.16	1.1843	4562	--	intellectual
bate-papo	783	7.16	1.2835	4700	--	chat
jantar	784	7.16	1.3607	3919	1352	dinner
realizado	785	7.16	1.3456	1866	6364	accomplished
vôo	786	7.16	1.3456	5108	--	flight
suíça	787	7.16	1.4896	4781	--	Switzerland
viida	788	7.16	1.8556	--	4333	viida
foto	789	7.16	1.0373	200	246	photo
aliança	790	7.16	1.3149	4850	5774	alliance
corretamente	791	7.16	1.2513	5514	--	correctly
jóias	792	7.16	1.5826	2291	--	jewelry
admiro	793	7.16	0.9765	--	5190	admire
london	794	7.14	1.4570	5005	--	london
morango	795	7.14	1.4848	--	4581	strawberry
shows	796	7.14	1.3704	1523	2437	shows
fruta	797	7.14	1.3999	--	6382	fruit
boa	798	7.14	1.0104	221	61	good
infinito	799	7.14	1.5651	--	3974	infinite
bons	800	7.14	1.1068	2129	1327	good
inovação	801	7.14	1.1608	3763	--	innovation
florianópolis	802	7.14	1.3403	2453	--	Florianopolis
ajudando	803	7.14	1.1250	--	2925	helping
irmã	804	7.14	1.2291	3357	560	sister
fofas	805	7.14	1.2618	--	4784	fluffy
mundo	806	7.14	1.3250	118	115	world
austrália	807	7.14	1.4848	2371	--	Australia
casar	808	7.14	1.5388	--	1868	marry
noiva	809	7.14	1.1608	5856	--	bride
novas	810	7.14	1.3852	605	1255	new
aperfeiçoamento	811	7.14	1.3250	4767	--	improvement
livrarias	812	7.14	1.4570	2318	--	bookstores
pós-graduação	813	7.14	1.1954	2650	--	graduate
aprova	814	7.14	1.2618	5410	--	approves
poesias	815	7.14	1.2938	6360	--	poetry
conquista	816	7.14	1.2456	3189	2366	achievement
maximo	817	7.14	1.4144	--	4689	maximum
consegui	818	7.12	1.3192	3779	765	got it
realizar	819	7.12	1.2720	1830	2169	perform
facilidade	820	7.12	1.2229	5165	--	ease
brilho	821	7.12	1.1891	6370	3451	brightness
grato	822	7.12	1.2720	5886	--	grateful
booooa	823	7.12	1.4377	--	4673	booooa
desejos	824	7.12	1.1183	4782	4514	wishes
vivo	825	7.12	1.3498	874	490	live
curtindo	826	7.12	1.3192	--	1496	enjoying
preferida	827	7.12	1.2229	--	4040	preferred
planeta	828	7.12	1.2720	1956	2962	planet
suco	829	7.12	1.3192	--	2844	juice
estabilidade	830	7.12	1.1891	6121	--	stability
entertainment	831	7.12	1.4377	5567	--	entertainment
casamento	832	7.12	1.7100	1446	1826	marriage
ajudar	833	7.12	1.2879	1381	722	help
limpo	834	7.12	1.3498	6389	6015	clean
ilumine	835	7.12	1.3346	--	3781	light
#natal	836	7.12	1.8805	--	4184	# Christmas
superar	837	7.12	1.3037	--	3908	overcome
crescimento	838	7.12	1.0999	1533	--	growth
cristo	839	7.12	1.9758	1660	1880	Christ
café	840	7.12	1.5070	1333	1057	coffee
europa	841	7.12	1.3192	1425	5049	Europe
voar	842	7.12	1.4658	--	3045	fly
glória	843	7.10	1.7871	3918	3257	glory
bicicletas	844	7.10	1.4463	4269	--	bicycles
eficaz	845	7.10	1.1824	6259	--	effective
favoritos	846	7.10	1.1112	328	--	Favorite
vinhos	847	7.10	1.3887	3677	--	wines
gatinho	848	7.10	1.2657	--	2301	kitten
caráter	849	7.10	1.6067	3336	3101	character
rsrs'	850	7.10	1.4604	--	3388	lol '
fofinho	851	7.10	1.0738	--	4975	cuddly
higiene	852	7.10	1.4321	3967	--	hygiene
garotas	853	7.10	1.6067	6101	2703	girls
boas	854	7.10	1.4178	1515	907	good
independente	855	7.10	1.4178	2769	3196	independent
panetone	856	7.10	1.5419	--	4223	Panettone
sweet	857	7.10	1.5017	--	5718	sweet
emprego	858	7.10	1.2330	580	2732	employment
fazenda	859	7.10	1.5152	1752	5860	farm
movies	860	7.10	1.4880	5504	--	movies
mel	861	7.10	1.2330	3558	1591	honey
pão	862	7.10	1.2817	3246	2083	bread
lábios	863	7.10	1.1650	--	4964	lips
supera	864	7.10	1.4743	--	4602	outperforms
cool	865	7.08	1.4119	--	5014	cool
lol	866	7.08	1.5758	3522	1067	lol
determinada	867	7.08	1.2752	5655	--	determined
acessibilidade	868	7.08	1.3679	4663	--	accessibility
shopping	869	7.08	1.6393	726	802	mall
salário	870	7.08	1.6393	2290	5068	salary
riu	871	7.08	1.3827	--	5024	laughed
suíte	872	7.08	1.4546	--	3420	suite
idéias	873	7.08	1.3068	2256	--	ideas
niver	874	7.08	1.4686	--	1102	Niver
legaal	875	7.08	1.2262	--	6288	legaal
google	876	7.08	1.3068	242	1305	google
casais	877	7.08	1.2911	--	2886	couples
titia	878	7.08	1.1578	--	6326	Auntie
favorite	879	7.08	1.1753	--	6029	favorite
lanchonetes	880	7.08	1.2262	2499	--	cafeterias
educacional	881	7.08	1.4405	3490	--	educational
siiim	882	7.08	1.3529	--	3317	siiim
poemas	883	7.08	1.2428	3843	--	poems
seriados	884	7.08	1.3974	4721	--	series
completo	885	7.08	1.2752	610	3351	complete
internacionais	886	7.08	1.4263	1582	--	International
gourmet	887	7.08	1.3068	5821	--	gourmet
#deus	888	7.08	1.9881	--	2621	# God
cristal	889	7.08	1.1753	4492	--	crystal
valorizar	890	7.08	1.1753	--	3081	valorize
culinaria	891	7.08	1.2262	2830	--	Cookery
iniciativa	892	7.08	1.1578	2843	--	initiative
almocei	893	7.08	1.1925	--	3835	lunched
nascer	894	7.08	1.4119	--	2609	rise
firmeza	895	7.08	1.2752	--	5720	firmness
frança	896	7.08	1.6393	1187	--	France
luxo	897	7.08	1.6142	4307	4910	luxury
árvore	898	7.08	1.2911	5775	3712	tree
mérito	899	7.06	1.1502	5625	--	merit
aprende	900	7.06	1.0768	--	1560	learn
haha	901	7.06	1.4201	--	126	haha
bjss	902	7.06	1.3157	--	3028	bjss
floresta	903	7.06	1.3463	3320	--	forest
filmes	904	7.06	1.4344	439	1704	movies
rock	905	7.06	1.4486	783	1202	rock
fotografia	906	7.06	1.1141	681	--	photography
professores	907	7.06	1.5832	1235	3179	teachers
liderança	908	7.06	1.3157	4069	--	lead
violão	909	7.06	1.4486	3971	2607	guitar
euro	910	7.06	1.3911	3177	--	euro
evolução	911	7.06	1.2683	2541	--	evolution
kkk'	912	7.06	1.5440	--	624	kkk '
animais	913	7.06	1.4486	537	2683	animals
crescer	914	7.06	1.1678	4480	2067	grow
brilha	915	7.06	1.2357	--	3922	shines
agradar	916	7.06	1.3157	--	2282	please
confirmado	917	7.06	1.1851	--	4876	confirmed
humildade	918	7.06	1.7310	--	2676	humility
youtube	919	7.06	1.1678	1456	1556	youtube
morena	920	7.06	1.2683	6151	3467	brunette
jazz	921	7.06	1.2683	3100	--	jazz
premium	922	7.06	1.5572	2457	--	premium
domingos	923	7.06	1.5832	3212	--	Sundays
alimentos	924	7.06	1.3001	707	--	food
sítio	925	7.06	1.4201	2835	--	site
artística	926	7.06	1.3614	6256	--	artistic
oferta	927	7.06	1.2683	1161	--	offer
roupas	928	7.06	1.2191	1393	2000	garment
vídeos	929	7.06	1.0382	255	3816	videos
cuidar	930	7.06	1.1323	6172	1212	care
imaginação	931	7.06	1.4626	--	5816	imagination
fácil	932	7.06	1.3157	1168	663	easy
preservação	933	7.04	1.5113	5580	--	preservation
online	934	7.04	1.2610	119	1235	online
cérebro	935	7.04	1.3991	6227	3659	brain
agradece	936	7.04	1.4136	--	6177	thanks
gosto	937	7.04	1.2930	1030	276	taste
december	938	7.04	1.7138	2931	--	december
conhecimentos	939	7.04	1.3845	2253	--	knowledge
dançando	940	7.04	1.2610	--	1730	dancing
equilíbrio	941	7.04	1.3087	4483	--	balance
beatles	942	7.04	1.7838	6010	6305	beatles
ecologia	943	7.04	1.4978	5068	--	ecology
graduação	944	7.04	1.3696	1920	--	graduation
real	945	7.04	1.1599	625	814	real
livro	946	7.04	1.5381	379	899	book
certo	947	7.04	1.1945	1165	291	sure
artista	948	7.04	1.1945	1530	4336	artist
educaÇÃo	949	7.04	1.6408	4740	--	education
university	950	7.04	1.3395	5702	--	university
professora	951	7.04	1.3845	3295	1869	teacher
star	952	7.04	1.2447	2020	3931	star
cores	953	7.04	1.3087	1594	4239	colors
earth	954	7.04	1.4422	1307	--	earth
alimentação	955	7.04	1.4422	1863	--	feeding
reais	956	7.04	1.1599	1589	1391	real
favorita	957	7.04	1.2930	4008	4843	Favorite
conseguindo	958	7.04	1.1773	--	2356	achieving
histórias	959	7.04	1.3242	2486	3481	stories
photos	960	7.04	1.3395	2362	--	photos
agradeço	961	7.04	1.1773	4283	1885	thank
on-line	962	7.04	1.2610	1298	--	online
gostam	963	7.04	1.0294	--	2128	like
ilhas	964	7.04	1.1599	3017	--	islands
musical	965	7.04	1.4422	1116	3807	musical
#bomdia	966	7.04	1.8401	--	2818	# Bomdia
ler	967	7.04	1.3991	769	881	read
sonhei	968	7.02	1.5583	--	1476	dreamed
confeitarias	969	7.02	1.4068	3329	--	confectioneries
tradutor	970	7.02	1.1337	6173	--	translator
potencial	971	7.02	1.2534	3714	--	potential
castelo	972	7.02	1.4913	1927	--	castle
juntos	973	7.02	1.2696	3421	1096	together
relacionamentos	974	7.02	1.2696	5679	--	relationships
realizadas	975	7.02	1.2370	3275	--	performed
thanks	976	7.02	1.1516	--	2411	thanks
acredito	977	7.02	1.2204	3210	720	believe
true	978	7.02	1.4068	6058	3412	true
hehe	979	7.02	1.1337	--	406	hehe
voando	980	7.02	1.4356	--	5352	flying
boaaa	981	7.02	1.5842	--	5551	boaaa
anima	982	7.02	1.3323	--	4918	anima
doutorado	983	7.02	1.6962	3497	--	doctorate
better	984	7.02	1.2696	--	5198	better
personalidade	985	7.02	1.2036	5041	4258	personality
planta	986	7.02	1.3169	4476	4589	plant
bicicleta	987	7.02	1.1692	5113	4556	bicycle
great	988	7.02	1.6474	4625	4492	great
onda	989	7.02	1.2856	4348	2490	wave
natação	990	7.02	1.3013	5554	--	swimming
dólar	991	7.02	1.3169	2469	--	dollar
cantora	992	7.02	1.2036	5324	2151	singer
plantas	993	7.02	1.2370	2425	--	plants
dourados	994	7.02	1.2856	5301	--	golden
salvar	995	7.02	1.2204	1362	2866	save
dog	996	7.02	1.5451	--	5045	dog
teatro	997	7.02	1.4068	814	3815	theater
rss	998	7.02	1.1516	210	3817	rss
ceu	999	7.02	1.2534	--	3921	sky
sorteio	1000	7.02	1.3013	--	1502	raffle
cachoeira	1001	7.02	1.6962	5854	--	waterfall
curte	1002	7.02	1.1156	--	862	tans
mama	1003	7.02	1.3476	--	3411	Breast
pronto	1004	7.02	1.2856	2049	608	ready
completos	1005	7.00	1.1066	5316	--	complete
sonhou	1006	7.00	1.4142	--	4973	dreamed
aprendi	1007	7.00	1.2617	--	980	learned
companhia	1008	7.00	1.1606	1536	2759	company
inglaterra	1009	7.00	1.4708	3674	--	England
esportes	1010	7.00	1.2617	455	--	sports
floripa	1011	7.00	1.4286	--	5606	floripa
reciclagem	1012	7.00	1.3553	5862	--	recycling
facebook	1013	7.00	1.4428	4910	518	facebook
possivel	1014	7.00	1.1952	5952	2828	possible
atração	1015	7.00	1.3248	--	5954	attraction
pousada	1016	7.00	1.4569	3601	--	inn
eterno	1017	7.00	1.7143	--	1683	eternal
acerta	1018	7.00	1.4569	--	4851	hits
fotografias	1019	7.00	1.4708	2460	--	photographs
kakaka	1020	7.00	1.5649	--	4380	kakaka
compreender	1021	7.00	1.3093	5597	--	understand
amanhecer	1022	7.00	1.3093	--	2457	dawn
win	1023	7.00	1.7023	5353	--	win
muitooo	1024	7.00	1.2454	--	3249	muitooo
benção	1025	7.00	1.7496	--	3978	blessing
song	1026	7.00	1.3702	3894	3025	song
canta	1027	7.00	1.4846	--	1238	sings
fÉ	1028	7.00	1.8183	--	5540	faith
gloria	1029	7.00	1.7023	--	4284	gloria
tecnologias	1030	7.00	1.4142	2334	--	technologies
proteção	1031	7.00	1.4569	1176	--	protection
notebook	1032	7.00	1.3401	1631	3657	notebook
ganham	1033	7.00	1.3401	--	5906	gain
play	1034	7.00	1.1780	2887	1877	play
birds	1035	7.00	1.1606	--	5985	birds
ipad	1036	7.00	1.3851	--	2576	ipad
fantasia	1037	7.00	0.9897	4083	5641	fantasy
notebooks	1038	7.00	1.1606	2309	--	notebooks
brothers	1039	7.00	1.0880	4814	4721	brothers
atletas	1040	7.00	1.3093	4281	--	athletes
booa	1041	7.00	1.5253	--	761	booa
eternamente	1042	7.00	1.4983	--	2964	forever
tranquila	1043	7.00	1.2617	--	5185	quiet
valorize	1044	7.00	1.1249	--	3752	values
universitária	1045	6.98	1.2696	5830	--	university
português	1046	6.98	1.3775	290	2639	Portuguese
haha'	1047	6.98	1.4068	--	734	haha '
galera	1048	6.98	1.2036	1759	285	galley
hihihi	1049	6.98	1.4913	--	3812	hihihi
moderna	1050	6.98	0.9792	4390	--	modern
padarias	1051	6.98	1.3169	2475	--	bakeries
sentimento	1052	6.98	1.4356	4650	1137	feeling
gatinhos	1053	6.98	1.5451	--	6078	Kittens
relaxa	1054	6.98	1.5713	--	1920	relaxes
criação	1055	6.98	1.2534	766	--	creation
produtividade	1056	6.98	1.2696	4805	--	productivity
tecnológico	1057	6.98	1.3476	5079	--	technological
parceria	1058	6.98	1.2204	1890	3307	partnership
seguro	1059	6.98	1.1865	1385	4211	insurance
bjj	1060	6.98	1.4913	--	6279	bjj
churras	1061	6.98	1.8238	--	2410	churras
unidas	1062	6.98	1.3626	6215	--	united
merecer	1063	6.98	1.2370	--	4396	merit
curtiu	1064	6.98	1.3923	--	4752	likes
almoçando	1065	6.98	1.1865	--	4745	lunch
ilha	1066	6.98	1.4497	1629	5063	island
viajem	1067	6.98	1.6098	--	3915	journey
esperto	1068	6.98	1.1516	--	4603	smart
limpeza	1069	6.98	1.5318	1970	--	cleaning
especialização	1070	6.98	1.2370	3659	--	specialization
compras	1071	6.98	1.2036	816	2525	shopping
princípios	1072	6.98	1.1692	2820	--	principles
amem	1073	6.98	1.7201	--	4217	love
nenem	1074	6.98	1.5971	--	2827	nenem
culinária	1075	6.98	1.3323	3817	--	culinary
lembranças	1076	6.96	1.3845	--	1498	remembrance
existência	1077	6.96	1.2771	2404	--	existence
chique	1078	6.96	1.2282	--	5726	chic
palácio	1079	6.96	1.4563	4911	--	palace
feminina	1080	6.96	1.1773	3367	--	female
florianopolis	1081	6.96	1.4841	4045	--	Florianópolis
baby	1082	6.96	1.3087	2526	1006	baby
popularidade	1083	6.96	1.1241	6412	--	popularity
disponível	1084	6.96	1.0490	1079	6142	available
digno	1085	6.96	1.2771	--	6215	worthy
retribuir	1086	6.96	1.1773	--	6199	repay
