Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank	translation
adobe	5696	5.32	1.0962	2252	--	--	adobe
bo	5697	5.32	1.1328	--	2130	--	bo
modifier	5698	5.32	0.8192	593	--	2740	change
indique	5699	5.32	0.7126	3177	--	1724	indicates
instruction	5700	5.32	1.2526	4664	--	955	instruction
moitié	5701	5.32	0.9355	2501	1954	841	half
identique	5702	5.32	0.8437	3017	--	3419	identical
anciens	5703	5.32	1.1147	1262	4623	672	old
utilisez	5704	5.32	0.9355	3205	--	--	use
assurance	5705	5.32	1.4630	695	--	2200	insurance
weed	5706	5.32	1.5043	--	4529	--	weed
mag	5707	5.32	0.8908	3762	4454	--	mag
alternance	5708	5.32	0.8192	4701	--	--	alternating
trois	5709	5.32	0.5869	430	787	128	three
appels	5710	5.32	1.0388	2603	--	--	calls
cou	5711	5.32	0.9781	--	4705	3520	neck
d'ici	5712	5.32	0.7126	--	2267	--	by
patients	5713	5.32	1.3468	2595	--	--	patients
institution	5714	5.32	1.0583	3620	--	1420	institution
cyclisme	5715	5.32	1.5043	3953	--	--	Cycling
selena	5716	5.32	1.2362	--	996	--	selena
ya	5717	5.32	1.0388	142	191	168	ago
here	5718	5.32	0.4712	2943	461	--	here
citroën	5719	5.32	1.2362	2774	--	--	Citroën
porte	5720	5.32	0.8437	808	774	319	door
connexes	5721	5.32	0.7677	4597	--	--	Related
rouen	5722	5.32	1.2848	3086	5142	3652	rouen
reviens	5723	5.32	1.1507	--	1229	--	back
through	5724	5.32	0.7677	--	3232	--	through
marbre	5725	5.32	1.4205	--	--	4620	Marble
pic	5726	5.32	1.1507	--	2094	--	peak
où	5727	5.32	0.6528	169	273	67	where
concernent	5728	5.32	0.6833	--	--	4899	concern
times	5729	5.32	0.7126	--	1783	--	times
overall	5730	5.32	0.7407	1251	--	--	overall
arc	5731	5.32	0.9781	4053	--	2820	arc
électriques	5732	5.32	0.7407	2870	--	--	Electrical
individuelle	5733	5.32	0.9355	4644	--	2632	Individual
nord-pas-de-calais	5734	5.32	1.6343	4515	--	--	nord-pas-de-Calais
peugeot	5735	5.32	1.1856	1237	--	--	peugeot
votes	5736	5.32	0.9988	1186	2803	--	votes
montré	5737	5.32	0.8437	--	--	1650	shown
linge	5738	5.32	0.9355	2619	--	--	machine
just	5739	5.32	0.9988	3733	148	--	just
outlook	5740	5.32	1.1507	3342	--	--	outlook
métaphysique	5741	5.32	1.4205	--	--	2234	metaphysical
manuelle	5742	5.32	0.9355	5035	--	--	Manual
denis	5743	5.32	1.1328	2590	5230	3840	denis
there's	5744	5.32	0.7407	--	2608	--	there's
connaissais	5745	5.32	0.8908	--	4240	--	know
henry	5746	5.32	0.9134	5160	4739	4019	henry
other	5747	5.32	0.7939	2714	1502	--	other
so	5748	5.32	0.7126	2351	123	3367	n
rue	5749	5.32	0.9988	278	719	635	street
current	5750	5.32	0.8676	--	2870	--	current
grain	5751	5.32	0.9134	--	--	5133	grain
sébastien	5752	5.32	1.2196	4288	--	--	Sebastian
#reduction	5753	5.32	1.7313	--	1826	--	# Discount
d'arriver	5754	5.32	0.7126	--	4703	--	arriving
that	5755	5.32	0.5127	1268	145	1484	That
salam	5756	5.32	1.6343	--	2552	--	salam
boule	5757	5.32	0.9781	--	2890	--	Ball
vus	5758	5.32	0.6528	4408	4896	--	seen
budget	5759	5.32	1.1328	1314	2692	1669	budget
instagram	5760	5.32	1.1147	--	3116	--	instagram
pieds	5761	5.32	1.1328	2197	1550	1027	feet
citroen	5762	5.32	0.9781	4508	--	--	citroen
app	5763	5.32	0.8437	--	1276	--	app
flandre	5764	5.32	1.0774	--	--	4363	Flanders
démarche	5765	5.32	0.9570	2759	--	2208	approach
autos	5766	5.32	1.3005	2939	--	--	cars
boîte	5767	5.32	1.0583	1193	3229	--	box
déclarer	5768	5.32	0.8437	--	--	3121	report
hardware	5769	5.32	1.1856	526	--	--	hardware
faisant	5770	5.32	0.6528	2192	3807	695	making
plateau	5771	5.32	0.5127	3353	3707	3370	Shelf
robert	5772	5.32	1.2848	1632	2697	1654	robert
chers	5773	5.32	2.0647	4009	2253	--	expensive
cherchant	5774	5.32	0.7126	--	--	5149	seeking
canal	5775	5.32	0.8676	2007	2717	1819	channel
cinquante	5776	5.32	0.7677	--	--	1623	fifty
unix	5777	5.32	0.7407	1398	--	--	unix
luc	5778	5.32	1.3005	4287	--	--	luc
fonde	5779	5.32	0.7939	--	--	4208	based
convertir	5780	5.32	1.0583	4640	--	--	convert
technicien	5781	5.32	0.9570	4114	--	--	technician
celui-ci	5782	5.32	0.9570	2193	--	--	thereof
adaptateur	5783	5.32	0.7126	3838	--	--	adapter
représentants	5784	5.32	1.1147	3477	--	1545	representatives
sont	5785	5.32	0.6528	44	85	40	are
utilisée	5786	5.32	1.1328	3743	--	4717	used
environs	5787	5.30	0.9530	4315	--	2443	surroundings
enregistreur	5788	5.30	0.6776	4907	--	--	recorder
joseph	5789	5.30	1.0546	2705	4698	1601	joseph
scolaires	5790	5.30	1.0152	2698	--	--	School
consulter	5791	5.30	1.0152	786	--	4088	consult
la	5792	5.30	0.6145	2	3	2	the
entre	5793	5.30	0.6776	115	297	69	between
met	5794	5.30	0.7354	1238	382	825	puts
individuel	5795	5.30	1.2657	4282	--	4211	Individual
ancien	5796	5.30	1.1824	1098	2450	538	former
jordan	5797	5.30	1.5017	--	3084	--	jordan
pot	5798	5.30	0.8631	4090	3999	--	pot
onze	5799	5.30	0.8144	--	--	3663	eleven
j'crois	5800	5.30	1.1294	--	2147	--	I reckon
lunettes	5801	5.30	1.1650	4110	2281	--	glasses
responsabilités	5802	5.30	1.4321	--	--	4820	responsibilities
gorge	5803	5.30	1.0351	--	4280	--	throat
dite	5804	5.30	0.6776	--	--	1733	called
sociétés	5805	5.30	0.8391	1028	--	788	companies
métal	5806	5.30	0.9530	3161	--	3427	metal
citant	5807	5.30	0.7890	1807	--	--	quote
servir	5808	5.30	1.1650	3068	3797	786	serve
municipalité	5809	5.30	0.7071	--	--	4047	municipality
stations	5810	5.30	0.9091	3871	--	5254	stations
verbe	5811	5.30	1.0351	--	2733	3004	verb
disposition	5812	5.30	0.9742	1588	--	800	available
parlais	5813	5.30	0.8144	--	2560	--	talking
rubrique	5814	5.30	0.7071	909	--	--	section
viadeo	5815	5.30	1.3439	--	4821	--	Viadeo
téléphonique	5816	5.30	0.8864	5094	--	--	telephone
followed	5817	5.30	1.2330	--	985	--	Followed
aka	5818	5.30	0.9949	--	3311	--	aka
number	5819	5.30	0.6776	--	2838	--	number
test	5820	5.30	0.9530	698	675	--	test
relativement	5821	5.30	0.7626	4096	--	1259	relatively
sam	5822	5.30	0.9091	1965	3810	--	sam
défini	5823	5.30	0.8144	--	--	3828	defined
est	5824	5.30	0.7071	15	24	14	is
cara	5825	5.30	0.9313	--	4956	--	cara
march	5826	5.30	0.8864	5061	--	--	march
affaire	5827	5.30	1.0546	1605	1845	688	business
laser	5828	5.30	1.2976	2899	--	--	laser
gardé	5829	5.30	0.8631	--	--	4643	kept
allé	5830	5.30	0.6145	4945	1390	4854	went
marchands	5831	5.30	0.9091	1468	--	2439	merchants
durée	5832	5.30	0.7354	581	4918	857	duration
black	5833	5.30	1.3439	1595	789	--	black
allemands	5834	5.30	1.3439	--	--	1212	German
mayor	5835	5.30	1.1473	--	3536	--	mayor
canon	5836	5.30	2.0329	1472	2782	2979	canon
2eme	5837	5.30	0.9949	--	4660	--	2nd
morales	5838	5.30	1.4604	--	--	2661	moral
trier	5839	5.30	1.3132	1686	--	--	sort
station	5840	5.30	0.7354	1939	3022	3975	station
gamine	5841	5.30	1.4178	--	5152	--	girl
celle	5842	5.30	0.6776	813	610	97	that
nicole	5843	5.30	1.2657	5097	--	--	nicole
ongles	5844	5.30	1.0152	--	4515	--	nails
seize	5845	5.30	0.6776	--	--	4225	sixteen
utilisées	5846	5.30	0.9742	4454	--	--	used
amen	5847	5.30	1.7409	--	4160	--	amen
achetez	5848	5.30	1.2817	2498	--	--	buy
employés	5849	5.30	1.0738	3586	--	1549	employees
emile	5850	5.30	0.9949	--	--	4251	emile
côté	5851	5.30	0.5051	922	892	247	side
témoin	5852	5.30	0.9530	4839	--	2734	witness
dispositif	5853	5.30	0.8864	1948	--	4634	device
thomson	5854	5.30	1.0738	5031	--	--	thomson
the	5855	5.30	0.7626	52	29	143	the
manches	5856	5.30	0.7071	5018	--	--	Sleeves
j'sais	5857	5.30	1.0152	--	1626	--	I dunno
press	5858	5.30	0.8144	3829	5056	3139	press
when	5859	5.30	0.5803	4426	291	--	When
lcd	5860	5.30	1.0738	1765	--	--	lcd
portails	5861	5.30	0.8391	2423	--	--	portals
ios	5862	5.30	1.1112	--	2183	--	ios
ana	5863	5.30	1.1112	--	4656	--	ana
vôtre	5864	5.30	0.7071	4563	--	--	yours
qu'elles	5865	5.30	0.7354	--	1998	--	they
smith	5866	5.30	0.7071	--	4468	--	smith
carré	5867	5.30	0.9530	4735	--	3891	Square
présentant	5868	5.30	0.5051	--	--	4146	with
référencement	5869	5.30	0.9949	2623	4836	--	SEO
10h	5870	5.30	0.8864	--	3193	--	10h
utilisé	5871	5.30	0.9742	1973	4465	3128	used
urbain	5872	5.30	1.1294	4138	--	3897	urban
quand	5873	5.30	0.6776	247	55	125	when
comtesse	5874	5.30	1.4178	--	--	4947	Countess
honda	5875	5.30	1.0546	2483	--	--	honda
dix	5876	5.30	0.5803	1961	2931	411	ten
hmm	5877	5.30	1.2976	--	2970	--	hmm
j'viens	5878	5.30	0.9091	--	2540	--	j'viens
cameroun	5879	5.30	1.0926	4722	--	--	Cameroon
verrais	5880	5.30	0.8864	--	5240	--	would see
hp	5881	5.30	0.9949	1083	3922	--	hp
turn	5882	5.30	0.7626	--	3129	--	turn
proportions	5883	5.30	0.7354	--	--	3147	proportions
dents	5884	5.30	1.1824	3757	1980	2967	teeth
matières	5885	5.30	1.0926	2044	--	1271	materials
milieux	5886	5.30	0.7071	--	--	2729	environments
s'annonce	5887	5.30	0.5803	--	4114	--	looks
portés	5888	5.30	1.0351	--	--	5101	worn
rendent	5889	5.30	0.9530	--	--	2618	make
souverains	5890	5.30	1.3590	--	--	3655	sovereign
bible	5891	5.30	1.5286	--	--	4194	Bible
suffisante	5892	5.30	1.0152	--	--	2755	sufficient
fixer	5893	5.30	0.7354	--	--	2250	set
omar	5894	5.30	1.1995	--	3926	--	omar
4s	5895	5.30	1.2330	--	2021	--	4s
cherchez	5896	5.30	0.9949	1769	4890	--	looking
usages	5897	5.30	0.6776	--	--	3026	uses
alain	5898	5.30	1.1995	1456	3503	4792	alain
quinze	5899	5.30	0.8144	--	--	1508	fifteen
vazy	5900	5.30	1.2976	--	5173	--	vazy
sujets	5901	5.30	0.7890	679	--	802	topics
mettez	5902	5.30	0.7354	--	4330	--	put
actu	5903	5.30	0.9949	1140	3415	--	cur
noter	5904	5.30	0.8391	2653	--	2878	note
estimation	5905	5.30	0.9949	5065	--	--	rating
voted	5906	5.30	0.9313	--	1662	--	voted
cd-rom	5907	5.30	1.1650	4064	--	--	cd-rom
dira	5908	5.30	0.5440	--	3985	3469	say
andré	5909	5.30	1.2330	2356	--	1858	andré
prophète	5910	5.30	1.6194	--	--	4973	Prophet
panneau	5911	5.30	0.7071	4559	--	--	panel
2ème	5912	5.30	1.1824	3061	2773	--	2nd
print	5913	5.30	0.8631	4517	--	--	print
during	5914	5.30	0.8631	--	3625	--	falling on
coupe	5915	5.30	1.0926	1123	990	2524	cutting
for	5916	5.30	0.8391	191	70	1216	for
charte	5917	5.30	0.9313	991	--	2966	charter
system	5918	5.30	0.7626	1843	3844	--	system
classé	5919	5.30	0.8391	2674	--	--	classified
mardi	5920	5.30	0.7354	687	1091	--	Tuesday
déjà	5921	5.30	0.9091	344	181	157	already
htc	5922	5.30	1.1824	3965	4294	--	htc
might	5923	5.30	0.9091	--	3501	--	might
bistrot	5924	5.30	1.9614	5059	--	--	bistro
vont	5925	5.30	0.5051	1585	472	1051	will
d'ailleurs	5926	5.30	0.7071	--	1169	--	elsewhere
appareils	5927	5.30	1.0152	1635	--	3143	devices
hongrie	5928	5.30	1.0926	3399	--	3155	hungary
civils	5929	5.30	0.9313	--	--	3695	civilians
cours	5930	5.30	1.3590	159	305	232	course
pocket	5931	5.30	0.7626	4451	--	--	pocket
réveiller	5932	5.30	1.4463	--	1926	--	rouse
sold	5933	5.30	1.1824	--	4408	--	sold
motos	5934	5.30	1.6444	1982	--	--	bikes
version	5935	5.30	0.8391	181	624	3341	Version
five	5936	5.30	0.7354	--	4819	--	five
tiennent	5937	5.30	0.7890	--	--	2593	take
todos	5938	5.30	1.2330	--	2182	--	todos
côtés	5939	5.30	0.6145	--	--	1660	sides
privées	5940	5.30	1.0351	3628	--	3725	Private
définir	5941	5.30	0.6776	3728	--	2494	specify
immobilier	5942	5.28	1.0698	288	3420	--	Real Estate
posez	5943	5.28	0.7010	1696	--	--	ask
motorola	5944	5.28	0.9485	4719	--	--	motorola
parut	5945	5.28	0.7296	--	--	2710	appeared
parties	5946	5.28	0.9485	1571	5200	401	parts
four	5947	5.28	0.9267	2408	4040	--	oven
eric	5948	5.28	0.9906	2186	2857	--	eric
lord	5949	5.28	1.1256	--	--	2626	Lord
не	5950	5.28	0.8340	--	4065	--	не
légales	5951	5.28	1.0698	514	--	--	Disclaimer
wikinews	5952	5.28	1.1073	5042	--	--	wikinews
officiellement	5953	5.28	1.2461	--	3303	5081	officially
déclara	5954	5.28	0.8581	--	--	4135	declared
longueur	5955	5.28	0.8581	2400	--	1250	length
antenne	5956	5.28	0.7296	4060	--	--	antenna
anvers	5957	5.28	0.9044	--	--	5169	Antwerp
transfert	5958	5.28	1.0110	1995	--	3866	transfer
générales	5959	5.28	0.6402	599	--	1764	General
variation	5960	5.28	0.8816	--	--	3809	variation
retours	5961	5.28	1.1613	4186	--	--	Returns
philippe	5962	5.28	0.9697	1227	3621	1297	philippe
enchère	5963	5.28	1.1256	3588	--	--	auction
prends	5964	5.28	0.8340	4733	942	--	take
tailles	5965	5.28	0.7010	5030	--	--	sizes
publique	5966	5.28	0.9044	845	3488	489	Public
portant	5967	5.28	0.7010	2170	--	1311	with
evora	5968	5.28	1.2296	--	4909	--	Evora
phases	5969	5.28	0.7296	--	--	4327	phases
ans	5970	5.28	1.1256	109	176	162	years
via	5971	5.28	0.6074	1151	73	--	via
moscou	5972	5.28	1.3099	--	--	3692	moscow
l'euro	5973	5.28	1.3856	--	2337	--	the euro
bord	5974	5.28	0.7835	1564	2568	1193	edge
index	5975	5.28	0.6713	354	--	4743	index
total	5976	5.28	0.8816	431	2270	845	total
add	5977	5.28	0.9044	1631	3121	--	add
supposons	5978	5.28	0.8340	--	--	5255	assume
here's	5979	5.28	0.5360	--	5034	--	here's
auguste	5980	5.28	1.1256	--	--	2457	august
fixé	5981	5.28	0.9485	--	--	2289	fixed
post	5982	5.28	0.8340	862	1075	4187	post
ford	5983	5.28	1.0110	2221	--	--	ford
comes	5984	5.28	0.9044	--	3341	--	comes
thermique	5985	5.28	0.8581	4482	--	--	Thermal
contenir	5986	5.28	0.7570	--	--	4261	contain
circuit	5987	5.28	0.9906	1964	--	5173	Circuit
dites	5988	5.28	0.6402	4937	1691	2047	say
paysan	5989	5.28	1.2943	--	--	3867	peasant
pieces	5990	5.28	1.0887	3897	--	--	parts
carton	5991	5.28	0.7570	4781	4339	--	cardboard
constaté	5992	5.28	0.8340	--	--	3448	found
eh	5993	5.28	0.9044	4939	701	3581	eh
tchèque	5994	5.28	1.0506	3467	--	--	Czech
electrique	5995	5.28	1.0110	4246	--	--	electric
track	5996	5.28	0.9267	--	3664	--	track
ligne	5997	5.28	0.6074	141	525	566	Online
croyance	5998	5.28	1.8521	--	--	3164	belief
locales	5999	5.28	0.9697	2057	--	2031	local
minute	6000	5.28	0.6713	2718	1263	4744	minute
pourvoir	6001	5.28	1.1073	--	--	4985	provide
font	6002	5.28	0.5729	849	376	326	are
epi	6003	5.28	1.1787	--	4978	--	ear
supposer	6004	5.28	0.8816	--	--	2525	suppose
abord	6005	5.28	0.5729	1437	--	246	first
msg	6006	5.28	1.3254	--	2645	--	msg
convertisseur	6007	5.28	0.8340	4973	--	--	converter
rapports	6008	5.28	1.1959	1473	--	523	relationship
roy	6009	5.28	0.9906	--	--	1798	roy
serait	6010	5.28	0.7570	971	487	181	would
grammes	6011	5.28	0.7570	--	--	5141	grams
précautions	6012	5.28	1.0110	--	--	3770	precautions
resté	6013	5.28	0.7010	--	5106	2895	remained
poser	6014	5.28	0.6074	1539	2093	2341	place
indicateurs	6015	5.28	1.0506	3300	--	--	indicators
watts	6016	5.28	0.8816	--	3750	--	watts
déja	6017	5.28	0.6713	4312	2214	--	already
profile	6018	5.28	0.7296	3504	3902	--	Profile
from	6019	5.28	0.6402	773	244	2479	from
commentcamarchenet	6020	5.28	1.4148	1999	--	--	commentcamarchenet
schedule	6021	5.28	1.1073	2574	--	--	schedule
attribue	6022	5.28	0.9485	--	--	3883	attributes
économie	6023	5.28	1.5784	1244	--	727	economy
what's	6024	5.28	0.7570	--	1440	--	what's
impulsion	6025	5.28	1.3407	--	--	3949	pulse
centimètres	6026	5.28	0.6402	--	--	3701	centimeters
graveur	6027	5.28	0.9906	4812	--	--	burner
is	6028	5.28	0.8340	446	71	1015	is
tige	6029	5.28	0.8091	--	--	5099	rod
made	6030	5.28	0.8340	3819	810	--	made
marseille	6031	5.28	1.4988	944	1212	2435	Marseille
tjrs	6032	5.28	1.5391	--	1526	--	tjrs
jul	6033	5.28	1.0309	3430	--	--	Jul
lexique	6034	5.28	0.9267	3694	--	--	lexicon
maurice	6035	5.28	1.5391	2401	--	2368	maurice
sonneries	6036	5.28	1.2623	2450	--	--	ringtones
amené	6037	5.28	0.6402	--	--	3078	brought
car	6038	5.28	0.6402	311	349	130	because
puisse	6039	5.28	0.7835	2709	2720	624	can
metro	6040	5.28	1.4574	--	4032	--	metro
groupie	6041	5.28	1.4148	--	4786	--	groupie
suzuki	6042	5.28	1.2623	3824	--	--	suzuki
planification	6043	5.28	1.0887	4881	--	--	planning
mon	6044	5.28	0.6402	60	38	146	my
dirais	6045	5.28	0.6713	--	1564	--	say
settings	6046	5.28	0.9267	4144	--	--	settings
rester	6047	5.28	0.8581	2485	957	1401	stay
rends	6048	5.28	0.8340	--	3658	--	go
l'an	6049	5.28	0.7010	--	1971	--	year
contexte	6050	5.28	0.6402	2297	--	1772	context
russe	6051	5.28	1.1436	3210	3525	1805	Russian
notamment	6052	5.28	0.7010	699	--	571	especially
jérusalem	6053	5.28	1.3559	--	--	4309	jerusalem
formant	6054	5.28	0.7296	--	--	3627	forming
short	6055	5.28	0.9044	--	3057	--	short
j'peux	6056	5.28	1.0309	--	2412	--	j'peux
même	6057	5.28	0.5729	96	74	43	same
semaines	6058	5.28	0.8581	1089	1317	2196	weeks
demande	6059	5.26	0.8283	370	366	369	application
donc	6060	5.26	0.8283	193	164	94	therefore
superficie	6061	5.26	0.6943	--	--	5160	area
octobre	6062	5.26	1.4401	99	4681	578	October
t'es	6063	5.26	0.6328	--	120	--	are you
11h	6064	5.26	0.5272	--	4479	--	11h
fonctions	6065	5.26	0.8526	1379	--	715	functions
dirai	6066	5.26	0.5272	--	2757	4986	say
gets	6067	5.26	0.7231	--	3585	--	gets
arnaud	6068	5.26	1.2090	5016	--	--	arnaud
intel	6069	5.26	1.0063	2017	--	--	intel
chacune	6070	5.26	0.4870	3701	--	1158	each
importe	6071	5.26	0.7775	1834	4213	1165	matter
largeur	6072	5.26	1.0063	3493	--	2703	width
vers	6073	5.26	0.7775	217	566	134	to
usage	6074	5.26	0.8283	1411	--	516	use
générique	6075	5.26	1.2747	4748	--	--	Generic
connaissait	6076	5.26	0.9435	--	--	3668	knew
transaction	6077	5.26	0.8992	4475	--	--	transaction
croyons	6078	5.26	1.0844	--	--	3138	believe
presse	6079	5.26	1.0654	313	1010	1031	Press
sfr	6080	5.26	1.2586	3791	3624	--	sfr
ton	6081	5.26	1.0063	452	90	791	your
nissan	6082	5.26	1.2586	2662	--	--	nissan
hall	6083	5.26	0.7508	4962	--	--	hall
also	6084	5.26	0.6328	4882	2194	--	aussi
join	6085	5.26	1.5228	--	1763	--	join
kant	6086	5.26	1.1920	--	--	3294	kant
puis	6087	5.26	0.6943	469	363	209	then
sommaire	6088	5.26	0.8992	1412	--	4545	summary
tél	6089	5.26	1.0844	618	--	--	Phone
négociations	6090	5.26	1.1031	--	--	2559	negotiations
j'pense	6091	5.26	0.9435	--	2726	--	j'pense
anciennes	6092	5.26	1.4820	2578	--	1566	old
hora	6093	5.26	0.9649	--	4976	--	hora
avez-vous	6094	5.26	0.5997	4715	4262	--	you
it's	6095	5.26	0.6943	--	224	--	it's
renault	6096	5.26	1.1031	900	--	--	renault
rapporte	6097	5.26	0.8762	--	--	2460	reports
edit	6098	5.26	0.6943	4896	--	--	edit
placé	6099	5.26	0.6943	--	--	1662	placed
moyens	6100	5.26	0.9858	1171	3409	388	means
d'écran	6101	5.26	0.7775	--	4635	--	Screen
montrant	6102	5.26	0.7231	--	--	4642	showing
genre	6103	5.26	0.8283	888	260	579	kind
assurances	6104	5.26	1.3524	2575	--	4737	Insurance
tour	6105	5.26	0.7508	627	545	496	tower
liste	6106	5.26	0.8992	134	1216	1348	list
établissement	6107	5.26	0.9435	1344	--	976	establishing
comparatif	6108	5.26	0.8992	4542	--	--	comparative
#tryandlikeit	6109	5.26	1.4682	--	1858	--	# Tryandlikeit
laurent	6110	5.26	0.9216	1671	2026	4148	laurent
singer	6111	5.26	1.5228	--	3117	--	singer
casque	6112	5.26	0.9858	3241	2918	--	Headphones
normalement	6113	5.26	0.8526	4300	1668	5235	normally
mœurs	6114	5.26	1.2090	--	--	1396	mores
singulièrement	6115	5.26	0.8526	--	--	4770	uncommonly
ibm	6116	5.26	1.2906	5054	--	--	ibm
jay	6117	5.26	0.9649	--	4184	--	jay
constituent	6118	5.26	0.7508	4657	--	1501	are
pourcentage	6119	5.26	1.0844	--	--	4830	percentage
account	6120	5.26	0.8283	--	1866	--	account
little	6121	5.26	1.1747	--	794	--	little
chaîne	6122	5.26	1.1920	1416	2334	2506	chain
mises	6123	5.26	0.7231	1544	--	2551	updates
14h	6124	5.26	1.0063	--	3801	--	14h
asus	6125	5.26	0.9649	2684	--	--	asus
vas	6126	5.26	0.8762	3703	254	--	going
evaluation	6127	5.26	1.2257	659	--	--	Evaluation
tom	6128	5.26	0.9858	910	1804	--	tom
rolex	6129	5.26	1.6389	--	1567	--	rolex
cuivre	6130	5.26	1.1031	--	--	2658	copper
mettre	6131	5.26	0.7231	442	318	336	place
savait	6132	5.26	0.9649	--	4718	2118	knew
followers	6133	5.26	1.2090	--	263	--	followers
idéologie	6134	5.26	1.5093	--	--	3510	ideology
tient	6135	5.26	0.5997	3112	2074	872	is
inox	6136	5.26	0.8033	4320	--	--	stainless
paramètres	6137	5.26	0.9216	3355	--	--	parameters
allemand	6138	5.26	1.0844	2042	3853	1304	German
dès	6139	5.26	0.5646	682	740	220	from
agissait	6140	5.26	0.8992	--	--	2105	was
o_o	6141	5.26	1.1920	--	1259	--	o_o
such	6142	5.26	0.6642	--	2679	--	Such
telle	6143	5.26	0.6943	1932	--	282	Such
assemblées	6144	5.26	1.2586	--	--	2548	Meetings
remet	6145	5.26	0.6642	--	3653	--	calls
quatorze	6146	5.26	0.6328	--	--	4470	fourteen
adresser	6147	5.26	0.6328	4933	--	3274	contact
nombres	6148	5.26	0.8033	--	--	3917	numbers
img	6149	5.26	1.0844	1602	--	--	img
we're	6150	5.26	0.9216	--	1974	--	we're
cite	6151	5.26	0.8283	--	--	3045	quotes
rendre	6152	5.26	1.1214	1506	1233	344	return
msn	6153	5.26	1.3969	908	2123	--	msn
reserved	6154	5.26	1.0654	3214	--	--	BBB
civil	6155	5.26	0.6642	2910	--	1437	Civil
transition	6156	5.26	0.8283	--	--	3862	transition
steve	6157	5.26	0.7775	--	2442	--	steve
trouvaient	6158	5.26	0.8992	--	--	2591	were
revint	6159	5.26	0.7508	--	--	4680	returned
quote	6160	5.26	0.7231	1581	--	--	quote
répartition	6161	5.26	1.0264	3895	--	1901	distribution
horoscope	6162	5.26	1.6389	2442	--	--	horoscope
passera	6163	5.26	0.8033	--	4168	--	will
core	6164	5.26	0.9649	2541	--	--	core
trending	6165	5.26	1.2090	--	2628	--	trending
restait	6166	5.26	0.9216	--	--	2295	remained
rotation	6167	5.24	0.8935	--	--	4580	rotation
installations	6168	5.24	0.7440	2875	--	--	facilities
veuillez	6169	5.24	0.6869	1038	--	--	please
plutôt	6170	5.24	0.7969	1235	734	422	rather
élection	6171	5.24	1.1877	--	--	2059	election
jcrois	6172	5.24	1.2216	--	3743	--	jcrois
montra	6173	5.24	0.7440	--	--	4746	showed
perry	6174	5.24	1.0412	--	3756	--	perry
c’est	6175	5.24	0.5911	--	1269	--	it is
telles	6176	5.24	0.4764	3125	--	942	such
marne	6177	5.24	1.0214	2529	--	--	marl
colonnes	6178	5.24	0.7969	--	--	2806	columns
versions	6179	5.24	0.8221	3635	--	--	versions
faites	6180	5.24	0.7709	945	582	713	made
state	6181	5.24	0.7709	--	4984	--	state
heard	6182	5.24	0.6869	--	3861	--	Heard
énoncé	6183	5.24	0.7969	--	--	4583	statement
fer	6184	5.24	0.8221	2518	4155	589	iron
et	6185	5.24	0.6869	3	8	4	and
votre	6186	5.24	0.5911	32	216	273	your
prendre	6187	5.24	1.1350	587	369	279	have
toshiba	6188	5.24	1.0012	3170	--	--	toshiba
rentre	6189	5.24	0.9381	--	1142	--	returns
canaux	6190	5.24	0.8704	--	--	4314	channels
liaison	6191	5.24	1.4507	3160	--	2776	link
mm	6192	5.24	1.1877	780	492	816	mm
html	6193	5.24	1.1350	1508	--	--	html
périodes	6194	5.24	0.7709	4264	--	3089	periods
placement	6195	5.24	0.9596	4710	--	--	investment
ping	6196	5.24	0.6869	--	4379	--	ping
employé	6197	5.24	0.9596	3823	--	1859	employee
about	6198	5.24	0.7440	2048	339	--	about
said	6199	5.24	0.9596	--	1258	--	said
october	6200	5.24	1.2545	3144	--	--	october
tjs	6201	5.24	0.7969	--	2640	--	tjs
c'est	6202	5.24	0.6869	--	14	--	it is
automatiquement	6203	5.24	0.9806	3067	--	--	automatically
tel	6204	5.24	0.7160	605	997	309	as
private	6205	5.24	1.2048	4558	--	--	private
communiqué	6206	5.24	0.8704	2776	4690	--	report
#lesgens	6207	5.24	1.4078	--	2068	--	# Lesgens
epson	6208	5.24	1.0214	3622	--	--	epson
sa	6209	5.24	0.6869	68	51	47	its
coté	6210	5.24	0.6869	3352	1393	--	side
mercure	6211	5.24	1.4365	--	--	3618	mercury
général	6212	5.24	0.9381	366	2189	132	broad
cherché	6213	5.24	0.8466	--	--	3216	sought
annuaire	6214	5.24	0.5911	352	--	--	directory
side	6215	5.24	0.6565	--	4353	--	side
assemblée	6216	5.24	1.1350	1753	--	504	meeting
occuper	6217	5.24	1.0012	--	--	1799	care
by	6218	5.24	0.7440	241	194	1617	by
allusion	6219	5.24	0.9596	--	--	3439	allusion
stockage	6220	5.24	1.0412	2083	--	--	storage
ja	6221	5.24	1.1528	--	2549	--	ja
mentionne	6222	5.24	0.6247	--	3856	--	mentions
postérieure	6223	5.24	0.8466	--	--	4784	posterior
mat	6224	5.24	0.6869	--	2332	--	matt
suivre	6225	5.24	0.8466	1026	641	954	follow
probablement	6226	5.24	1.0606	4043	5227	1449	probably
notice	6227	5.24	0.9161	1702	2600	4549	instructions
1h	6228	5.24	0.8466	--	1854	--	1h
l'ordre	6229	5.24	1.2707	--	4938	--	order
intermédiaire	6230	5.24	0.8221	3993	--	1902	intermediate
