Word	Havg	StDev	FreqList	translation
إستعمال	5814	5.28	0.7835	7385	Use
تجاه	5815	5.28	0.6402	2630	Toward
مدير	5816	5.28	1.6542	1880	Manager
ينبغي	5817	5.28	1.0110	865	Should
خمسين	5818	5.28	1.0110	6267	Fifty
جهة	5819	5.28	0.6402	7301	Hand
لوجه	5820	5.28	0.7010	8356	To-face
كيس	5821	5.28	0.8816	4445	Bag
دقائق	5822	5.28	0.7010	417	Minutes
الظلال	5823	5.28	1.5258	8603	Shadows
فتحة	5824	5.28	0.9044	4645	Slot
أحضري	5825	5.28	0.8340	6068	Bring
تكوني	5826	5.28	0.7010	664	Tkona
تقرير	5827	5.28	0.7835	2027	Report
أجرب	5828	5.28	1.3407	9310	Mangy
ستون	5829	5.28	0.9044	4321	Stone
على	5830	5.28	0.7570	7	On
دعوا	5831	5.28	0.7835	9902	Let
الطابق	5832	5.28	0.8581	1224	Floor
سأدفع	5833	5.28	0.9697	3985	I'll pay
تقضي	5834	5.28	0.8816	4422	Under
أعطني	5835	5.28	0.9697	570	Give me
دفتر	5836	5.28	0.7570	8398	Book
بريندا	5837	5.28	1.0309	6728	Brenda
المسئول	5838	5.28	1.4148	5122	Official
احمل	5839	5.28	1.2623	9090	Carry
المطاف	5840	5.28	1.0309	4460	Up
الملف	5841	5.28	0.7570	5346	View
تحتاجه	5842	5.28	0.9044	4256	You need
أعده	5843	5.28	0.9485	9868	Prepared
جوليا	5844	5.28	1.2784	3152	Julia
الان	5845	5.28	0.7010	145	Now
كلي	5846	5.28	0.7570	9282	Kelly
ضروري	5847	5.28	1.1256	4413	Necessary
أربعة	5848	5.28	1.1073	693	Four
تقصده	5849	5.28	0.7570	8990	You mean
مجال	5850	5.28	0.6713	1851	Field
العشرين	5851	5.28	0.9267	5318	Twenty
ترجع	5852	5.28	0.9697	4235	Returns
مونتانا	5853	5.28	0.8091	9454	Montana
محامي	5854	5.28	1.4148	2389	Lawyer
زوي	5855	5.28	0.8816	3285	Zoe
يونيو	5856	5.28	0.9485	6263	June
تقريبا	5857	5.28	0.6713	1041	Almost
شخصين	5858	5.28	0.9267	7231	Two people
سوزي	5859	5.28	0.8816	5184	Susie
طاقم	5860	5.28	0.8340	4899	Site
تقومي	5861	5.28	0.7010	4179	Valuation
بخصوص	5862	5.28	0.8340	676	About
يجعلنا	5863	5.28	0.7570	5999	Us
لوك	5864	5.28	0.8091	2090	Locke
أسابيع	5865	5.28	0.9697	1609	Weeks
يؤدي	5866	5.28	0.7835	5371	Lead
الهندية	5867	5.28	1.1959	9153	Indian
العميد	5868	5.26	1.4542	7399	Brigadier
ليزا	5869	5.26	0.8762	2573	Lisa
لكم	5870	5.26	0.6328	235	You
بالذات	5871	5.26	0.8283	9453	Very
تقولي	5872	5.26	0.6642	1913	Say
السادس	5873	5.26	0.8526	3691	VI
أكن	5874	5.26	0.7508	394	I
الثالث	5875	5.26	0.7508	1273	Third
وثلاثة	5876	5.26	0.6328	8469	And three
إعتقد	5877	5.26	0.8762	5963	Thought
نسبة	5878	5.26	0.7231	4373	Rate
يبدو	5879	5.26	0.5646	109	Seems
هندي	5880	5.26	1.1395	8690	Indian
لانني	5881	5.26	0.8992	4311	Because I
يالهي	5882	5.26	1.8161	4214	يالهي
إليه	5883	5.26	0.9858	389	To
طويلا	5884	5.26	1.1395	2965	Long
شهور	5885	5.26	0.9435	1721	Months
لديكم	5886	5.26	0.9216	1261	Have
سنت	5887	5.26	0.8283	8677	Cent
اكمل	5888	5.26	0.7775	8977	Akmal
خمسون	5889	5.26	0.7508	3580	Fifty
المرحلة	5890	5.26	0.9216	3176	Stage
مذكرة	5891	5.26	1.0654	5758	Memorandum
مقر	5892	5.26	0.6943	5522	Headquarters
بالمكان	5893	5.26	0.7231	6779	Place
قرار	5894	5.26	1.0654	2532	Decision
أفراد	5895	5.26	1.0461	4080	Members
كلكم	5896	5.26	0.6642	2509	You all
الحسابات	5897	5.26	1.1214	6656	Accounts
تطلب	5898	5.26	0.9216	1950	Requests
قصارى	5899	5.26	1.1920	7641	Do
يحين	5900	5.26	0.7508	6718	Comes
عارضة	5901	5.26	1.3674	9858	Casual
الأغراض	5902	5.26	0.9435	5953	Uses
أصابع	5903	5.26	1.1031	5089	Fingers
يدور	5904	5.26	0.9216	2686	Spins
العقيد	5905	5.26	1.6138	2597	Colonel
يتعلق	5906	5.26	0.7508	1577	Regards
وضعته	5907	5.26	0.9858	6772	Developed by
إحدى	5908	5.26	0.8033	1594	One
الثلاثين	5909	5.26	0.9649	9718	Thirty
وثلاثون	5910	5.26	0.8526	7477	Thirty
قولي	5911	5.26	0.8762	2108	Say
يفعلونه	5912	5.26	0.7231	8219	They do
سمعت	5913	5.26	0.8526	300	I heard
والعشرون	5914	5.26	0.9435	8491	Twenty-
حاله	5915	5.26	0.8992	3481	Unchanged
نعتقد	5916	5.26	0.8762	2873	We believe
ثالث	5917	5.26	0.7775	7271	Third
المقابل	5918	5.26	0.9858	5370	Contrast
مرتين	5919	5.26	0.8033	1621	Twice
إنى	5920	5.26	0.7508	3330	'I
أثناء	5921	5.26	0.6328	902	During
كارول	5922	5.26	0.8033	3990	Carol
هنـاك	5923	5.26	0.6642	4404	There
يعتبر	5924	5.26	0.8033	3187	The
للذهاب	5925	5.26	0.8526	1623	To go
جونيور	5926	5.26	1.1920	5955	Jr.
فعل	5927	5.26	0.7231	188	Reaction
كيلو	5928	5.26	0.8762	6455	Kilo
أعطيني	5929	5.26	1.2090	3090	Give me
الشخص	5930	5.26	0.7231	328	Person
مكانا	5931	5.26	0.6328	7457	Place
يومين	5932	5.26	0.9216	1770	Days
فعله	5933	5.26	1.0264	421	Do
أغسطس	5934	5.26	1.3219	7405	August
الأوسط	5935	5.26	0.6328	8421	East
نسأل	5936	5.26	0.9435	9219	Ask
أمضيت	5937	5.26	1.0654	9650	I spent
لازالت	5938	5.26	0.8033	7691	Still
هيي	5939	5.26	0.9216	2607	Hee
طرق	5940	5.26	0.8033	2757	Methods
كيفية	5941	5.26	0.9216	2186	How to
أنجليس	5942	5.26	0.7775	8092	Angeles
كأنها	5943	5.26	0.5272	3820	Like
ويمكن	5944	5.26	0.7231	6741	It can
عنده	5945	5.26	0.7231	1533	Has
غضون	5946	5.26	1.0264	3204	Within
جانب	5947	5.26	0.7775	1610	Side
اجله	5948	5.26	1.2906	8730	For him
رجاءا	5949	5.26	1.2423	5149	Please
باركر	5950	5.26	0.7508	3545	Parker
اشارة	5951	5.26	0.7231	7274	Signal
أقدام	5952	5.26	0.9216	3655	Feet
المنطقه	5953	5.26	0.8033	8158	Region
أطلب	5954	5.26	0.7508	1025	I ask
عرضك	5955	5.26	1.2586	9017	Offer
الدفاع	5956	5.26	1.2747	1607	Defense
الدروس	5957	5.26	1.1572	9962	Lessons
مرحلة	5958	5.26	0.7508	3932	Stage
يمر	5959	5.26	0.7231	2558	Passes
أتسمعني	5960	5.26	0.9858	6749	أتسمعني
هن	5961	5.26	0.8033	9694	Are
خطوط	5962	5.26	0.9435	5039	Lines
قولك	5963	5.26	0.7231	7460	Saying
الغرض	5964	5.26	0.7775	6142	Purpose
اثناء	5965	5.26	0.6943	4457	During
يريدونه	5966	5.26	0.9649	8942	They want
العجلة	5967	5.26	1.3219	6515	Wheel
تعد	5968	5.26	1.0063	1379	The
رسمي	5969	5.26	1.1031	5204	Official
أشبه	5970	5.26	0.8283	4623	Like
سنرى	5971	5.26	0.8762	3048	We'll see
لنفس	5972	5.26	0.8283	8918	For the same
صرف	5973	5.26	1.1572	9137	Exchange
مايك	5974	5.26	0.7508	779	Mike
الرقيب	5975	5.26	1.6138	2507	Sergeant
يالها	5976	5.26	0.7508	2675	What a
مادة	5977	5.26	0.8992	4305	Article
مررت	5978	5.26	0.7508	3474	I passed
معدات	5979	5.26	0.5646	9445	Equipment
بيرل	5980	5.26	1.1395	7850	Pearl
سبتمبر	5981	5.26	0.9435	5668	September
برو	5982	5.26	1.0461	9688	Pro
إشارات	5983	5.26	1.0063	9156	Signals
تبدو	5984	5.26	0.8033	261	Look
فوكس	5985	5.26	1.3219	5571	Fox
السابع	5986	5.26	1.1395	4216	VII
للبقاء	5987	5.26	1.0063	5545	To stay
كوري	5988	5.26	0.8762	9827	Korean
الإسبوع	5989	5.26	0.6328	3179	Week
سمعتني	5990	5.26	1.1920	6049	Hear me
سانتا	5991	5.26	1.3674	2472	Santa
فيرونيكا	5992	5.26	0.5646	8699	Veronica
عميق	5993	5.26	1.2423	3969	Deep
كشخص	5994	5.26	0.8283	8373	As a person
الطبيب	5995	5.26	1.5754	770	Doctor
الباقى	5996	5.26	0.8992	9693	The rest
الزجاج	5997	5.26	0.8526	4508	Glass
اثنان	5998	5.26	0.5997	1005	Two
موضع	5999	5.26	0.6642	7746	Position
أرادوا	6000	5.26	0.7775	6070	They wanted
أمسكت	6001	5.26	0.8992	3074	Held
ستقوم	6002	5.26	0.9435	2580	Will
ستيفن	6003	5.26	0.8762	2488	Stephen
جعلك	6004	5.26	0.8283	3726	Made you
ساذهب	6005	5.26	1.0264	4381	I'm going
كيني	6006	5.26	0.8033	7896	Kenny
جون	6007	5.26	1.3219	335	John
الإثنان	6008	5.26	0.7231	2972	Two
الرابعة	6009	5.26	0.8033	2240	Fourth
ونصف	6010	5.24	0.5555	2656	And a half
ويليام	6011	5.24	0.7440	2920	William
تعديل	6012	5.24	1.0412	2666	Amendment
افحص	6013	5.24	1.1350	9557	Check
بطريقة	6014	5.24	0.6247	809	Way
وعندها	6015	5.24	0.7969	4901	And then
براون	6016	5.24	0.7440	3916	Brown
الحلبة	6017	5.24	1.2707	5893	Fenugreek
أخرى	6018	5.24	0.6247	157	Other
النصف	6019	5.24	0.7969	3023	Half
الطرق	6020	5.24	0.8935	2050	Roads
لها	6021	5.24	0.8221	187	Her
your	6022	5.24	0.7440	3733	your
الدور	6023	5.24	0.6869	3036	Role
أهي	6024	5.24	0.7160	5067	Ahi
لقضاء	6025	5.24	0.9381	7059	To spend
وايد	6026	5.24	1.0606	7824	Wade
ذاته	6027	5.24	0.7160	5470	Same
بنصف	6028	5.24	0.8704	9538	Half
يحتمل	6029	5.24	1.1704	9716	Likely
كونى	6030	5.24	0.7969	5199	Kony
قضاء	6031	5.24	1.4078	3387	Elimination
بيد	6032	5.24	1.1350	8843	However,
تقم	6033	5.24	0.5555	3868	Not
مكانها	6034	5.24	0.6869	4174	Place
تنتقل	6035	5.24	0.9596	8058	Transmitted
سحر	6036	5.24	1.8468	4897	Charm
أرك	6037	5.24	0.9806	6569	Ark
فعلتيه	6038	5.24	1.0984	9470	Have done
اهدأي	6039	5.24	1.3024	7530	Ahidoa
بالأشياء	6040	5.24	0.9381	8939	Things
هنا	6041	5.24	0.6869	15	Here
بالطريقة	6042	5.24	1.0214	3772	Way
تذهب	6043	5.24	1.1528	287	Go
تتحكم	6044	5.24	1.0797	9502	Control
أحدى	6045	5.24	0.6869	8144	One
ميا	6046	5.24	1.1350	7180	Mia
استعمل	6047	5.24	0.7969	9526	Use
يحكم	6048	5.24	1.2048	9229	Judge
سحب	6049	5.24	1.1168	4171	Withdrawal
والان	6050	5.24	0.7160	1780	Now
مازالت	6051	5.24	0.9161	2359	Still
العامة	6052	5.24	1.2382	2594	General
وتقول	6053	5.24	0.8704	6694	Says
بقرة	6054	5.24	1.5059	9483	Cow
الخروج	6055	5.24	1.2048	699	Exit
الخط	6056	5.24	0.8704	1363	Line
تكساس	6057	5.24	1.5194	2799	Texas
لأنكم	6058	5.24	0.6869	7781	For you
بفعل	6059	5.24	0.7709	3385	By
ليكون	6060	5.24	0.8704	3222	To be
قطعة	6061	5.24	0.7440	914	Piece
ياالهى	6062	5.24	2.2638	5657	My goodness
تدور	6063	5.24	0.6869	4978	Spin
لشخص	6064	5.24	0.9806	1985	A person
أره	6065	5.24	0.9596	6376	Seen
كاتي	6066	5.24	0.9806	5460	Katie
حبل	6067	5.24	0.7969	7600	Rope
الأن	6068	5.24	0.8704	183	Now
مثله	6069	5.24	0.8704	2079	Like
المختبر	6070	5.24	1.0214	5244	Laboratory
أبريل	6071	5.24	0.8466	6053	April
رود	6072	5.24	0.7160	5310	Rod
الإطلاق	6073	5.24	1.2382	897	Absolutely
بالرجل	6074	5.24	0.9161	8905	Man
عنى	6075	5.24	0.6869	1518	Meant
whoa	6076	5.24	0.7160	6989	whoa
أشم	6077	5.24	0.8221	7928	Smell
المادة	6078	5.24	1.0797	3540	Article
لوقت	6079	5.24	0.6565	2796	Time
حجم	6080	5.24	0.8935	3123	Size
هنرى	6081	5.24	1.1528	4967	Henry
زجاجة	6082	5.24	1.0797	3747	Bottle
يخص	6083	5.24	0.7709	5863	Regards
وجب	6084	5.24	0.9161	9233	Must
الواقع	6085	5.24	1.2048	516	Indeed
الدولة	6086	5.24	1.1704	5150	Location
كيفن	6087	5.24	0.6247	3011	Kevin
افعل	6088	5.24	1.0214	473	I do
كروز	6089	5.24	1.3637	8540	Cruz
سن	6090	5.24	0.9596	2813	Age
هيلين	6091	5.24	1.2048	2620	Helen
براد	6092	5.24	0.6869	3287	Brad
قبلها	6093	5.24	1.2382	9632	Before
لمكان	6094	5.24	0.8221	3306	A place
بانك	6095	5.24	0.6565	3012	Bank
كوريا	6096	5.24	1.1350	6002	Korea
قانون	6097	5.24	1.3180	2451	Law
com	6098	5.24	1.0012	274	com
جعلتني	6099	5.24	1.0412	3619	Me
تصرف	6100	5.24	1.0012	3217	Behavior
تحتاجين	6101	5.24	1.1528	2428	You need
اصبت	6102	5.24	1.6971	8072	I was
الطبي	6103	5.24	1.2707	7142	Medical
تفعلونه	6104	5.24	0.7160	9286	You're doing
أربع	6105	5.24	0.6869	1436	Four
الرمز	6106	5.24	0.7440	5255	Code
وانتم	6107	5.24	0.5175	9549	And you
جيني	6108	5.24	1.0412	2141	Jenny
يقضي	6109	5.24	1.0412	5936	Serving
كريستي	6110	5.24	0.9596	8696	Christie
النوع	6111	5.24	0.5555	870	Type
for	6112	5.24	0.7709	3613	for
أخذ	6113	5.24	0.8935	645	Taking
أثر	6114	5.24	1.0606	2747	Impact
أجلها	6115	5.24	1.1704	5265	Created
آخرين	6116	5.24	0.7440	3630	Others
دعي	6117	5.24	1.2048	7764	Invited
تدخل	6118	5.24	0.9596	1569	Intervention
ماري	6119	5.24	0.9381	961	Marie
التوقيع	6120	5.24	0.6565	8587	Signature
منتصف	6121	5.24	0.6869	1024	Mid-
يحملون	6122	5.24	0.9381	9937	Carrying
تولي	6123	5.24	1.0012	8048	Take
تاخذ	6124	5.24	0.8704	8121	Take
معدل	6125	5.24	0.7440	5426	Rate
الأصوات	6126	5.24	1.0606	5520	Vote
نيكول	6127	5.24	1.0606	4642	Nicole
نسخة	6128	5.24	0.7440	2639	Copy
طلبات	6129	5.24	0.9381	9112	Applications
فسوف	6130	5.24	0.8704	1674	Will
بالوقت	6131	5.24	0.7160	4917	Time
بواسطة	6132	5.24	1.0012	648	By
لخمس	6133	5.24	0.7440	8381	Five
تبحثين	6134	5.24	0.8935	6064	're Looking
آلان	6135	5.24	0.7709	7250	Alan
نينا	6136	5.24	1.4365	4210	Nina
اعتقد	6137	5.24	0.7160	192	I think
محتمل	6138	5.24	0.9381	3440	Possible
كالعادة	6139	5.24	1.0606	5972	As usual
يطلب	6140	5.24	0.7969	2897	Asks
قبل	6141	5.24	0.9161	64	Before
ثمن	6142	5.24	1.1528	1570	Price
ذوي	6143	5.22	0.7900	8270	With
الأمريكان	6144	5.22	1.5292	6317	Americans
احدهم	6145	5.22	0.6481	2548	One of them
شارلي	6146	5.22	0.9100	3291	Charlie
وضعك	6147	5.22	1.0359	7296	Your situation
والتي	6148	5.22	0.7083	2406	Which
كاثرين	6149	5.22	1.2171	2598	Catherine
حرف	6150	5.22	0.5067	5115	Character
أجلنا	6151	5.22	1.0160	6973	Us
كيت	6152	5.22	0.7083	2424	Kate
سوليفان	6153	5.22	0.8154	7114	Sullivan
بعضهم	6154	5.22	0.8154	1585	Some of them
السيناتور	6155	5.22	1.1657	5177	Senator
دالاس	6156	5.22	1.2824	6763	Dallas
ضباط	6157	5.22	1.5687	7974	Officers
ثلاثين	6158	5.22	1.0160	6477	Thirty
باستخدام	6159	5.22	0.6158	7513	Using
لإطلاق	6160	5.22	0.8873	7885	To launch
ياإلهى	6161	5.22	2.0433	9572	My goodness
تحمل	6162	5.22	1.2982	993	Bear
مسار	6163	5.22	0.7900	7569	Path
ريان	6164	5.22	1.2664	5726	Ryan
بيوم	6165	5.22	0.8640	4871	Day
مطلوب	6166	5.22	0.9957	4655	Required
فعلتم	6167	5.22	0.8873	6489	You did
قدمى	6168	5.22	1.2171	9988	My feet
كلوز	6169	5.22	1.3293	8548	Claus
الزر	6170	5.22	0.7637	4721	Button
يحدث	6171	5.22	0.5455	147	Happens
يمثل	6172	5.22	1.0359	5767	Represents
انجلوس	6173	5.22	1.4469	5982	Angeles
اسمعى	6174	5.22	0.7637	8869	Listen
توماس	6175	5.22	0.4647	1697	Thomas
المحارب	6176	5.22	1.6938	7283	Warrior
أذهب	6177	5.22	0.9750	225	Go
لنقل	6178	5.22	0.7083	4221	To transfer
بكما	6179	5.22	0.9100	9815	بكما
الأوراق	6180	5.22	0.7083	3215	Securities
تاتى	6181	5.22	0.9322	8241	Tati
بوبي	6182	5.22	1.1119	1110	Bobby
له	6183	5.22	0.6158	127	His
مع	6184	5.22	0.7900	34	With
بعرض	6185	5.22	0.9100	8963	Display
موكلي	6186	5.22	1.1301	9654	My client
وأنا	6187	5.22	0.6158	150	I
أيضا	6188	5.22	0.5455	278	Also
رائحته	6189	5.22	1.1657	5464	Smelled
أيه	6190	5.22	0.9322	4156	A.
متعلق	6191	5.22	0.9957	5642	Related
لبعض	6192	5.22	0.7083	1396	For some
يقولون	6193	5.22	0.9957	843	Say
اريك	6194	5.22	1.0160	5392	Eric
سمعتم	6195	5.22	0.7365	6443	Heard
تايلر	6196	5.22	0.6481	3680	Tyler
لدرجة	6197	5.22	0.9100	2559	So
القول	6198	5.22	0.7083	1675	Say
اجعله	6199	5.22	0.8401	8468	Set
عاما	6200	5.22	0.9538	2177	Years
تعتبر	6201	5.22	0.5817	4291	The
بدرجة	6202	5.22	0.5067	8972	Degree
دب	6203	5.22	1.5687	7877	Bear
أعتقدت	6204	5.22	1.0160	2009	I thought
البابا	6205	5.22	1.5292	7346	Pope
الجلسة	6206	5.22	0.8154	8850	Session
بوب	6207	5.22	1.0554	739	Bob
لغز	6208	5.22	1.5292	6982	Puzzle
بحقك	6209	5.22	0.8154	7524	Your right
ماريان	6210	5.22	1.0934	6127	Marian
بطول	6211	5.22	0.6158	8947	Length
الشاحنة	6212	5.22	0.7083	1726	Truck
يقومون	6213	5.22	0.7365	2418	They
انتباه	6214	5.22	1.2337	4560	Attention
وقتها	6215	5.22	0.6481	3091	And then
بعضنا	6216	5.22	0.7365	911	Each
البارد	6217	5.22	1.3445	8313	Cold
أندرو	6218	5.22	0.5455	4176	Andrew
حية	6219	5.22	2.1504	3094	Beard
القوات	6220	5.22	1.3138	2434	Forces
الفترة	6221	5.22	0.6788	5021	Period
النائب	6222	5.22	1.2337	6637	MP
الأرضية	6223	5.22	0.8873	3653	Ground
حدد	6224	5.22	0.6481	8782	Select
فيونا	6225	5.22	0.7083	7897	Fiona
دواعي	6226	5.22	0.9750	4682	Reasons
ستريت	6227	5.22	0.5455	7320	Street
شهر	6228	5.22	0.5067	1016	Month
غسيل	6229	5.22	1.2171	9629	Wash
الاخبار	6230	5.22	1.2002	4720	News
سابق	6231	5.22	1.1119	2839	Former
دانى	6232	5.22	0.7083	3650	Danny
تاتي	6233	5.22	0.7083	6630	Tati
سبق	6234	5.22	0.9100	1405	Already
سبع	6235	5.22	1.0359	2827	Seven
وضعوا	6236	5.22	0.7083	6893	They put
القرود	6237	5.22	1.5022	7000	Monkeys
يزال	6238	5.22	0.7365	1715	Still
ماديسون	6239	5.22	0.7637	8646	Madison
سيقول	6240	5.22	0.5817	6202	Say
كن	6241	5.22	0.8873	669	Be
دا	6242	5.22	0.6788	6172	Da
لاننا	6243	5.22	1.0359	6297	Because we
موظف	6244	5.22	1.3893	6500	Employee
إليزابيث	6245	5.22	1.4327	4262	Elizabeth
ليون	6246	5.22	0.8154	3504	Lyon
التقرير	6247	5.22	0.9322	3558	Report
أتعني	6248	5.22	0.8154	7548	You mean
تزال	6249	5.22	0.6788	1941	Still
بحجم	6250	5.22	0.7637	8400	Size
خذه	6251	5.22	0.9100	2868	Take
جاين	6252	5.22	0.8873	4410	Jain
مثلكم	6253	5.22	0.9957	8659	Like you
وضع	6254	5.22	0.8873	704	Put
اللازم	6255	5.22	1.1119	2848	Necessary
لورا	6256	5.22	0.7637	3146	Laura
نصف	6257	5.22	0.8873	535	Half
تجعله	6258	5.22	0.7083	6659	Make it
كذلك	6259	5.22	0.6788	51	As well as
عندهم	6260	5.22	0.9100	3553	They have
ين	6261	5.22	0.7365	7511	Yen
جيسي	6262	5.20	1.2454	3435	Jesse
أسألك	6263	5.20	0.8081	1660	I ask
لينا	6264	5.20	0.4949	6138	Lena
اللتي	6265	5.20	0.6999	7101	Which
عندئذ	6266	5.20	0.7559	7812	Then
بيكر	6267	5.20	0.8806	3902	Baker
أقضي	6268	5.20	0.9258	5378	I spend
السنة	6269	5.20	0.8081	1079	Year
لينكولن	6270	5.20	0.9035	6854	Lincoln
لفعل	6271	5.20	0.8571	2876	To do
اخبره	6272	5.20	0.9258	5660	Told him
الدراسي	6273	5.20	1.0102	9871	Academic
القدامى	6274	5.20	1.1249	9968	Veterans
جيمس	6275	5.20	0.6701	1061	James
يده	6276	5.20	0.7284	3997	Hand
الصف	6277	5.20	0.9035	1706	Grade
سؤال	6278	5.20	0.8081	916	Question
بوك	6279	5.20	0.9689	8707	Facebook
الزمن	6280	5.20	1.0880	2092	Time
يقوله	6281	5.20	0.5714	3108	Says
جيسيكا	6282	5.20	0.9035	5165	Jessica
الحبل	6283	5.20	1.0102	3594	Cord
تقولها	6284	5.20	0.5714	8930	You say
كنتي	6285	5.20	1.0102	1853	Conti
شيكاغو	6286	5.20	0.8330	2455	Chicago
من	6287	5.20	0.8571	2	From
سلطة	6288	5.20	1.8844	4155	Authority
شأنك	6289	5.20	0.9476	3851	Your Business
تتغير	6290	5.20	1.0498	3458	Change
منا	6291	5.20	0.6061	630	Us
اربعة	6292	5.20	0.4518	4098	Four
لنعد	6293	5.20	0.7825	8284	Let
أخبريني	6294	5.20	1.1952	1909	Tell me
أتعرفين	6295	5.20	0.7825	1505	Do you know
مور	6296	5.20	1.1429	4386	Moore
بينهم	6297	5.20	0.9258	4013	Including
وقلت	6298	5.20	0.5345	5379	And I said,
بمكان	6299	5.20	1.0690	3221	Location
الخمس	6300	5.20	0.5714	6024	Five
نتجه	6301	5.20	0.8806	9679	Heading
نحو	6302	5.20	0.7559	850	About
عليكى	6303	5.20	0.9035	4168	Aliki
ليستر	6304	5.20	0.9035	9521	Leicester
بنفس	6305	5.20	0.6701	1475	The same
بشان	6306	5.20	0.5345	8327	On
بطلب	6307	5.20	0.7284	9579	Request
باري	6308	5.20	0.9897	3042	Barry
وقبل	6309	5.20	0.7559	5856	Before
هــذا	6310	5.20	0.5345	8567	This
هذه	6311	5.20	0.6389	22	This
تؤثر	6312	5.20	1.1066	8296	Affect
كلاي	6313	5.20	0.9897	6935	Clay
زي	6314	5.20	0.7825	3649	Uniforms
بعمر	6315	5.20	0.6999	2641	Age
الآلهة	6316	5.20	2.1759	4737	Gods
ويلسون	6317	5.20	1.0102	4898	Wilson
العمود	6318	5.20	0.9258	9633	Column
سيبدو	6319	5.20	0.8571	6412	Look
واحدة	6320	5.20	0.9258	152	One
شارلوت	6321	5.20	0.7559	5930	Charlotte
للبحث	6322	5.20	0.7284	2971	Search
كله	6323	5.20	0.6701	620	The whole
الأثنان	6324	5.20	0.6999	7583	Two
do	6325	5.20	1.0302	4866	do
نسخ	6326	5.20	0.7825	8855	Copy
ريتشيل	6327	5.20	0.5714	8750	Rachel
الباقي	6328	5.20	1.1429	4985	The rest
فأنا	6329	5.20	0.4949	583	I
تيدي	6330	5.20	0.8081	4590	Teddy
الخطوط	6331	5.20	0.8330	5516	Lines
تفحص	6332	5.20	1.0102	6762	Scan
اذن	6333	5.20	0.6061	631	So
قبلك	6334	5.20	0.9476	9623	Game
أحيانا	6335	5.20	0.7825	1794	Sometimes
أتدري	6336	5.20	0.8330	7199	Do you know
ستذهب	6337	5.20	0.8806	1345	Go
جينيفر	6338	5.20	0.9476	5135	Jennifer
الذين	6339	5.20	0.7825	281	Who
ثلاثه	6340	5.20	0.7559	3466	Three
غرض	6341	5.20	1.0302	6101	Purpose
وهناك	6342	5.20	0.6061	1460	There are
عندها	6343	5.20	0.7284	1075	Then
بالموضوع	6344	5.20	0.5345	6821	SUBJECT
حدثت	6345	5.20	0.8571	2551	Occurred
قدمك	6346	5.20	0.8081	4481	Foot
مرات	6347	5.20	0.6999	1101	Times
أنـت	6348	5.20	0.8081	4361	You
يكونون	6349	5.20	0.6389	5478	Are
ون	6350	5.20	0.8081	4449	Wen
مؤسسة	6351	5.20	1.0690	4196	Foundation
إنت	6352	5.20	0.8081	9492	Inta
رقم	6353	5.20	0.6701	397	No.
جيك	6354	5.20	0.7559	2765	Jake
احدا	6355	5.20	0.5345	4428	One
القاضى	6356	5.20	1.4428	7126	Judge
محددة	6357	5.20	0.9258	9750	Specific
أمريكي	6358	5.20	0.9689	4345	U.S.
أجبني	6359	5.20	1.1249	9236	RSVP
الظهيرة	6360	5.20	0.9897	6167	Noon
ننزل	6361	5.20	1.0880	9882	Go down
فينا	6362	5.20	0.7825	7202	Vina
يأخذ	6363	5.20	1.2289	1336	Takes
منكم	6364	5.20	0.6061	803	You
بمثابة	6365	5.20	0.7825	4306	As
حزام	6366	5.20	0.8806	5297	Belt
آخذه	6367	5.20	0.6701	9989	I take
بوند	6368	5.20	1.3997	3880	Bond
غابة	6369	5.20	1.6903	6921	Forest
والتى	6370	5.20	0.9476	6186	Which
مثلا	6371	5.20	0.6389	6265	For example
تأخذ	6372	5.20	0.9476	808	Take
ميلاني	6373	5.20	0.8330	8712	Melanie
بعت	6374	5.20	1.0880	6503	Sold
بينكم	6375	5.20	0.6999	8166	Among
وضعه	6376	5.20	0.8571	5737	Put
بوجود	6377	5.20	0.6389	3533	The existence of
قوم	6378	5.20	0.7825	6156	People
الثالثة	6379	5.20	0.8806	1361	Third
بورتر	6380	5.20	0.8330	8536	Porter
تلو	6381	5.20	0.5345	5671	After
لديهم	6382	5.20	0.8330	498	They have
ليندا	6383	5.20	1.1429	3744	Linda
قامت	6384	5.20	0.6061	2054	The
راج	6385	5.20	0.9258	6461	Raj
وكأن	6386	5.20	0.9258	3855	As if
وكأنه	6387	5.20	0.6389	3155	Like
وقت	6388	5.20	0.6061	132	Time
وهذه	6389	5.20	0.7284	967	This
تسأل	6390	5.20	0.6389	2251	Ask
لارى	6391	5.20	0.6701	8415	Larry
اللذي	6392	5.20	0.8081	4550	Who
سوى	6393	5.20	1.0102	903	Only
أعدها	6394	5.20	0.9035	9916	Prepared
سيلفيا	6395	5.20	0.7825	7755	Sylvia
حوالي	6396	5.18	0.5602	1064	About
هؤلاء	6397	5.18	0.5226	190	These
الحشد	6398	5.18	1.2728	8010	The crowd
جرانت	6399	5.18	0.8965	7425	Grant
إنتهينا	6400	5.18	1.9240	7327	We ended
ريكي	6401	5.18	0.9624	4632	Ricky
أيمي	6402	5.18	0.8254	8650	Amy
حدث	6403	5.18	1.1373	119	Event
إيرل	6404	5.18	1.1192	8159	Earl
لهناك	6405	5.18	0.9833	4698	There are
إيان	6406	5.18	0.5956	5932	Ian
ألديك	6407	5.18	0.6908	1677	Do you have
