word	rank	happs	stddev	twitter_rank	gbooks_rank	nyt_rank	lyrics_rank
in	4805	5.50	1.0152	6	5	6	9
insure	4806	5.50	1.4321	--	--	4003	--
investors	4807	5.50	1.2495	--	--	1011	--
item	4808	5.50	0.9313	1889	2740	--	--
jack	4809	5.50	0.9742	1359	2869	965	1156
jane	4810	5.50	0.9742	4604	4297	1277	2479
jones	4811	5.50	1.0152	2227	2745	1119	1781
leven	4812	5.50	1.2817	--	--	--	2821
manifest	4813	5.50	1.3590	--	4407	--	--
map	4814	5.50	1.4321	3126	2243	2632	2996
maria	4815	5.50	1.2330	--	4065	2686	3086
melissa	4816	5.50	1.0926	--	--	4388	--
minute	4817	5.50	0.9313	1103	1950	2954	735
normally	4818	5.50	0.9742	3692	2667	4552	--
pastor	4819	5.50	1.8434	4674	--	--	--
patricia	4820	5.50	0.9949	--	--	1681	--
pole	4821	5.50	1.1995	--	4245	--	4005
preface	4822	5.50	1.3439	--	4409	--	--
prep	4823	5.50	1.3590	4449	--	--	--
quiet	4824	5.50	1.8098	957	2232	2802	1201
ran	4825	5.50	1.4604	1501	1801	1686	973
rated	4826	5.50	1.4321	2688	--	1709	--
repertory	4827	5.50	1.7525	--	--	4296	--
retailers	4828	5.50	1.2495	--	--	2574	--
retain	4829	5.50	0.9530	--	4143	4712	--
rub	4830	5.50	1.5152	--	--	--	2369
russia	4831	5.50	1.3740	4709	1816	1572	--
settings	4832	5.50	1.2548	--	4831	--	--
skin	4833	5.50	1.5551	1615	1304	4194	581
sms	4834	5.50	1.6067	4128	--	--	--
specifically	4835	5.50	1.1112	--	2705	4954	--
steven	4836	5.50	1.0926	--	--	1018	--
stevie	4837	5.50	1.1824	--	--	--	--
texting	4838	5.50	1.4604	3108	--	--	--
tie	4839	5.50	1.1824	3066	4806	2527	1656
transmission	4840	5.50	1.3286	--	3167	--	--
unit	4841	5.50	0.9742	2378	1027	880	--
variation	4842	5.50	1.1824	--	2444	--	--
vol	4843	5.50	1.5152	--	741	--	--
wanna	4844	5.50	1.5419	257	--	--	77
we're	4845	5.50	1.0152	--	--	--	--
wearing	4846	5.50	1.1824	989	3956	2696	1732
westside	4847	5.50	1.3132	--	--	--	4260
wild	4848	5.50	1.8098	1464	1673	2603	492
womb	4849	5.50	1.3887	--	--	--	4362
works	4850	5.50	1.4463	750	556	600	2201
yankee	4851	5.50	1.7642	--	--	3806	4007
responsibilities	4852	5.49	1.7224	--	4112	--	--
awaits	4853	5.49	1.4012	--	--	--	4829
interface	4854	5.49	1.0433	--	4053	--	--
mics	4855	5.49	1.3090	--	--	--	4709
modified	4856	5.49	1.0825	--	3061	--	--
remark	4857	5.49	1.3712	--	4201	--	--
supervision	4858	5.49	1.6346	--	4553	--	--
weave	4859	5.49	1.3863	--	--	--	4804
flame	4860	5.49	1.7304	--	4702	--	1015
interpreted	4861	5.49	1.3493	--	3637	--	--
11am	4862	5.48	1.1110	--	--	--	--
acts	4863	5.48	1.1471	4673	1201	3247	4338
actual	4864	5.48	1.0544	2457	1009	3934	--
adviser	4865	5.48	1.8210	--	--	2278	--
advisers	4866	5.48	1.3738	--	--	3900	--
ahhh	4867	5.48	2.0428	1746	--	--	2887
alabama	4868	5.48	1.1648	4400	--	4601	--
along	4869	5.48	0.8142	1054	396	601	424
announced	4870	5.48	1.5151	2707	3143	558	--
approached	4871	5.48	1.2816	--	3754	--	--
attempted	4872	5.48	1.5680	--	2528	4716	--
ballin	4873	5.48	1.6318	--	--	--	4438
beta	4874	5.48	1.1471	2717	--	--	--
bling	4875	5.48	2.1019	--	--	--	3344
canon	4876	5.48	1.3438	4528	--	--	--
cheap	4877	5.48	1.9508	1316	--	--	1768
church	4878	5.48	1.8543	504	296	253	1590
cincinnati	4879	5.48	1.4741	--	--	2890	--
column	4880	5.48	0.9089	3072	2064	447	--
compound	4881	5.48	1.2974	--	3433	--	--
concept	4882	5.48	1.4032	3002	1125	3827	--
consultant	4883	5.48	1.1822	--	--	1623	--
convention	4884	5.48	1.2329	--	1874	2155	--
coupe	4885	5.48	1.5418	--	--	--	4139
cumulative	4886	5.48	1.0736	--	--	3206	--
demo	4887	5.48	1.3130	2893	--	--	4600
donald	4888	5.48	1.2493	--	--	1351	--
elements	4889	5.48	1.5285	--	817	3802	--
encountered	4890	5.48	1.3285	--	3925	--	--
everytime	4891	5.48	1.4741	2075	--	--	900
exception	4892	5.48	1.1471	--	2358	--	--
export	4893	5.48	1.3738	--	3232	4613	--
extensive	4894	5.48	1.2656	--	1972	4111	--
external	4895	5.48	1.2162	--	1259	--	--
fb	4896	5.48	1.2162	1407	--	--	--
felt	4897	5.48	1.3738	1083	498	1176	518
guild	4898	5.48	0.9528	--	--	4732	--
habit	4899	5.48	1.6066	3104	3054	--	3208
he'll	4900	5.48	1.1648	--	--	--	--
here	4901	5.48	1.0925	97	138	188	72
highway	4902	5.48	1.2656	2966	4801	2886	1248
holmes	4903	5.48	1.2329	4632	--	--	--
ikea	4904	5.48	1.6567	--	--	--	--
indicate	4905	5.48	0.9528	--	1639	4778	--
janet	4906	5.48	0.9528	--	--	2367	4652
joan	4907	5.48	1.2329	--	--	1499	--
jump	4908	5.48	1.7407	1742	--	3693	714
kate	4909	5.48	1.4741	3173	--	2941	--
katherine	4910	5.48	1.5418	--	--	3146	--
katie	4911	5.48	1.6066	4136	--	--	--
katy	4912	5.48	1.1993	--	--	--	--
korean	4913	5.48	1.4741	4238	--	2789	--
laurie	4914	5.48	1.1993	--	--	4184	--
led	4915	5.48	1.1292	3197	732	621	2109
lei	4916	5.48	1.5810	--	--	--	3881
longest	4917	5.48	1.4462	4421	--	--	4946
luna	4918	5.48	1.7407	--	--	--	2405
madison	4919	5.48	1.1993	--	--	979	--
mark	4920	5.48	1.2974	1278	1376	506	1535
may	4921	5.48	1.6318	278	53	60	334
methods	4922	5.48	0.9947	--	672	4618	--
mixed	4923	5.48	0.8389	2761	2058	3160	2784
motor	4924	5.48	1.1822	4919	2039	3309	3676
naval	4925	5.48	1.2493	--	3295	4436	--
nicole	4926	5.48	1.5680	4994	--	4711	--
nose	4927	5.48	1.2329	1880	3326	--	1438
oklahoma	4928	5.48	1.4320	4748	--	3434	--
ole	4929	5.48	1.3285	4514	--	--	2675
operates	4930	5.48	1.2329	--	--	4344	--
palm	4931	5.48	1.3285	2968	--	1752	2749
particles	4932	5.48	1.1648	--	2693	--	--
pepper	4933	5.48	1.4879	3858	--	4709	--
physics	4934	5.48	1.7984	--	3946	--	--
picking	4935	5.48	0.9528	2426	--	--	3463
portion	4936	5.48	1.5151	--	1362	3690	--
post	4937	5.48	1.0925	387	889	1003	3376
powell	4938	5.48	1.1648	--	--	3387	--
predicted	4939	5.48	1.2329	--	--	3173	--
quoted	4940	5.48	0.9947	--	2306	2932	--
remote	4941	5.48	1.7290	3769	3215	--	--
requested	4942	5.48	0.8389	--	4833	4331	--
roller	4943	5.48	1.2656	--	--	--	3715
route	4944	5.48	1.2162	3555	2544	1846	3990
run	4945	5.48	1.4320	445	749	434	178
sally	4946	5.48	0.9089	--	--	3661	3842
sell	4947	5.48	1.1292	1280	2526	906	981
server	4948	5.48	1.3130	2420	4238	--	--
sessions	4949	5.48	0.9311	--	4933	4823	--
shape	4950	5.48	0.8628	3061	1446	3047	1948
spread	4951	5.48	1.1292	1937	1562	2521	1228
square	4952	5.48	0.9947	1456	1358	937	2420
stephanie	4953	5.48	1.3589	--	--	3649	--
surfaces	4954	5.48	1.2162	--	3505	--	--
surname	4955	5.48	0.9947	--	--	1491	--
tampa	4956	5.48	0.9739	4599	--	3886	--
township	4957	5.48	1.5939	--	--	3989	--
trek	4958	5.48	1.4741	2088	--	--	--
tried	4959	5.48	1.6443	774	1000	1074	413
truck	4960	5.48	1.5550	1304	--	3082	1426
tweet	4961	5.48	1.5939	325	--	--	--
user	4962	5.48	1.0150	2494	2539	--	--
users	4963	5.48	1.1471	2342	3400	3569	--
utility	4964	5.48	1.2162	--	3605	3727	--
vamos	4965	5.48	1.2329	4310	--	--	2458
wells	4966	5.48	0.8862	--	4735	3799	--
ceiling	4967	5.47	1.1012	--	--	--	2399
dwell	4968	5.47	1.6596	--	--	--	3752
elaborate	4969	5.47	1.6596	--	4292	--	--
grip	4970	5.47	1.7091	--	--	--	1767
halls	4971	5.47	1.0821	--	--	--	3770
loaded	4972	5.47	1.8383	--	--	--	2288
metabolism	4973	5.47	1.5014	--	4860	--	--
spinning	4974	5.47	1.4157	--	--	--	1400
#nowplaying	4975	5.46	1.5147	--	--	--	--
alex	4976	5.46	0.8855	2228	--	2136	--
appeared	4977	5.46	0.9941	--	872	1030	--
arlington	4978	5.46	1.6563	--	--	3777	--
blogger	4979	5.46	1.1287	4016	--	--	--
bricks	4980	5.46	1.0919	--	--	--	2680
cam	4981	5.46	1.1817	3272	--	--	--
caption	4982	5.46	0.8381	--	--	910	--
carries	4983	5.46	1.2324	--	4609	3860	4112
carroll	4984	5.46	1.0343	--	--	4723	--
cavalry	4985	5.46	1.7286	--	4855	--	--
challenged	4986	5.46	1.4737	--	--	3413	--
chi	4987	5.46	1.4028	--	--	--	2262
chronicle	4988	5.46	1.5281	--	--	2555	--
coalition	4989	5.46	1.4172	--	--	1918	--
colonies	4990	5.46	1.3433	--	2967	--	--
competitive	4991	5.46	1.9082	--	3651	2622	--
conducted	4992	5.46	1.1988	--	2236	1882	--
consisted	4993	5.46	1.3280	--	3912	--	--
contract	4994	5.46	1.1104	3513	1493	673	--
developers	4995	5.46	1.7168	--	--	4660	--
diameter	4996	5.46	1.1671	--	2596	--	--
directed	4997	5.46	1.0730	--	1670	806	--
distributed	4998	5.46	1.1104	--	2741	4060	--
domestic	4999	5.46	1.6563	--	1459	1693	--
dozen	5000	5.46	1.1104	--	3723	2379	3817
enough	5001	5.46	1.4028	390	387	461	250
equation	5002	5.46	1.5012	--	1500	--	--
expectations	5003	5.46	1.5414	--	3396	3499	--
explain	5004	5.46	1.3433	2167	1414	2809	1009
followed	5005	5.46	1.2157	1829	646	1297	2661
fox	5006	5.46	1.7168	1426	4571	1875	3904
further	5007	5.46	1.1104	3193	325	872	1882
gears	5008	5.46	0.8855	4333	--	--	--
guts	5009	5.46	1.9295	--	--	--	2778
helen	5010	5.46	1.0144	--	--	1678	--
index	5011	5.46	1.2324	--	1518	1169	--
instructions	5012	5.46	1.4458	--	2636	--	--
jeffrey	5013	5.46	1.0539	--	--	1517	--
jerry	5014	5.46	1.9919	4725	--	1993	--
lafayette	5015	5.46	1.5806	--	--	4340	--
laid	5016	5.46	1.2324	3731	1379	4317	1235
let's	5017	5.46	1.0144	--	3616	--	--
linked	5018	5.46	1.4028	--	3048	3933	--
list	5019	5.46	0.8621	586	935	892	2102
local	5020	5.46	1.3584	857	397	566	3057
loop	5021	5.46	1.3126	--	4397	--	3629
manufacturers	5022	5.46	1.1466	--	4791	2822	--
math	5023	5.46	1.9505	1960	--	--	--
matthew	5024	5.46	1.0343	--	--	1473	--
meeting	5025	5.46	1.3433	678	816	644	3944
megan	5026	5.46	1.2651	4789	--	--	--
mornin	5027	5.46	1.6807	2896	--	--	4172
needed	5028	5.46	1.4875	962	794	956	956
object	5029	5.46	1.0343	--	634	4566	--
organ	5030	5.46	1.6563	--	3390	--	--
particularly	5031	5.46	1.2651	--	621	1270	--
philly	5032	5.46	1.5546	3240	--	--	4312
process	5033	5.46	1.1104	2186	259	835	--
projects	5034	5.46	1.5935	2601	2105	1655	3296
pulls	5035	5.46	1.1466	--	--	--	3012
quote	5036	5.46	0.9082	1628	--	--	--
rebecca	5037	5.46	1.3433	--	--	2964	--
reform	5038	5.46	1.3433	2935	1661	1537	--
religious	5039	5.46	2.0123	--	611	1616	--
richmond	5040	5.46	1.0919	--	--	3291	--
sandra	5041	5.46	0.9304	--	--	3471	--
segment	5042	5.46	1.4875	--	4252	--	--
sent	5043	5.46	0.9082	916	589	816	1113
series	5044	5.46	0.9304	1011	627	487	--
serve	5045	5.46	1.3126	3189	1262	1377	1967
sharon	5046	5.46	0.9733	--	--	2340	--
shipping	5047	5.46	1.3126	1747	--	--	--
shoulder	5048	5.46	1.2157	3518	3036	3761	1283
stacks	5049	5.46	1.3280	--	--	--	4161
statements	5050	5.46	0.9733	--	2158	2775	--
surrounding	5051	5.46	1.2324	--	3056	4142	--
therapy	5052	5.46	1.5281	3465	1602	4315	--
thy	5053	5.46	1.1643	--	1568	--	1712
twitter	5054	5.46	1.9082	107	--	--	--
uno	5055	5.46	0.9521	4480	--	--	2966
vincent	5056	5.46	0.9304	--	--	2643	--
watched	5057	5.46	1.2651	616	2995	3415	1375
wide	5058	5.46	1.3280	2207	901	1811	786
william	5059	5.46	1.0539	3778	643	330	--
dome	5060	5.46	1.3202	--	--	--	3195
filter	5061	5.46	1.2709	--	4189	--	--
notions	5062	5.46	1.1291	--	4800	--	--
unfold	5063	5.46	1.3202	--	--	--	4001
administered	5064	5.45	1.5554	--	4155	--	--
furthermore	5065	5.45	1.4652	--	2490	--	--
situations	5066	5.45	1.1376	--	2139	--	5000
sociology	5067	5.45	1.4586	--	4487	--	--
subsequent	5068	5.45	1.2258	--	1845	--	--
sway	5069	5.45	1.2087	--	--	--	3333
wrists	5070	5.45	1.3395	--	--	--	4823
drawers	5071	5.45	1.3156	--	--	--	4714
undoubtedly	5072	5.45	1.4567	--	3514	--	--
2nite	5073	5.44	1.7861	--	--	--	--
amp	5074	5.44	1.2480	2801	--	--	--
anita	5075	5.44	1.2961	--	--	3469	--
area	5076	5.44	0.8843	1117	373	603	4013
arthur	5077	5.44	1.0910	--	3108	1279	--
assigned	5078	5.44	1.2316	--	2607	3447	--
aug	5079	5.44	1.3726	--	--	583	--
axis	5080	5.44	1.4020	--	2698	--	--
battery	5081	5.44	1.1980	2244	--	--	--
beside	5082	5.44	0.9930	4985	2755	--	997
bob	5083	5.44	1.1634	1991	--	1070	2851
brown	5084	5.44	1.2803	961	1208	744	1021
calculation	5085	5.44	1.1980	--	4416	--	--
carolina	5086	5.44	1.5140	3719	3135	1767	4504
carried	5087	5.44	1.1095	--	680	1580	2462
centres	5088	5.44	1.2316	--	4887	--	--
chair	5089	5.44	1.2480	1575	2259	2297	1843
charter	5090	5.44	0.9293	--	3888	3991	--
columbia	5091	5.44	1.4730	--	3459	777	--
company	5092	5.44	1.5800	816	368	56	1704
consist	5093	5.44	1.2803	--	3999	--	--
cope	5094	5.44	1.6056	--	--	--	4471
counter	5095	5.44	1.1808	--	3133	--	--
curtains	5096	5.44	1.3726	--	--	--	4078
deck	5097	5.44	1.3874	3202	4720	4698	2989
den	5098	5.44	1.3426	1170	3980	--	872
doors	5099	5.44	1.0721	3012	3340	3555	1409
earl	5100	5.44	1.0910	--	3186	--	--
editors	5101	5.44	1.1808	--	--	4781	--
evelyn	5102	5.44	1.0333	--	--	3784	--
fisher	5103	5.44	1.2643	--	--	2712	--
flow	5104	5.44	1.5928	2977	921	3419	638
georgia	5105	5.44	1.2803	4004	4477	2549	3143
i'd	5106	5.44	0.8122	--	--	--	--
imports	5107	5.44	1.4868	--	4220	4281	--
jay	5108	5.44	1.1278	1969	--	1762	2762
joel	5109	5.44	1.0134	--	--	2387	--
jordan	5110	5.44	1.7515	2871	--	1921	--
kong	5111	5.44	1.1808	4664	--	3129	4240
lab	5112	5.44	1.5407	2536	--	--	--
lateral	5113	5.44	1.2643	--	3170	--	--
mass	5114	5.44	1.1095	2236	719	345	2873
meant	5115	5.44	0.9930	1270	1305	2156	658
metal	5116	5.44	1.2803	1441	1743	3429	1610
mister	5117	5.44	1.4309	--	--	--	1651
montana	5118	5.44	1.2803	4208	--	--	--
moore	5119	5.44	1.5928	--	--	2312	--
noche	5120	5.44	1.1808	--	--	--	1574
nov	5121	5.44	1.2480	2450	4680	578	--
operating	5122	5.44	1.4165	--	2013	1092	--
overall	5123	5.44	1.2149	3964	2212	2174	--
passes	5124	5.44	1.4868	3348	3204	3771	2894
passing	5125	5.44	1.7398	3176	1729	540	1355
paul	5126	5.44	1.2149	1469	1224	422	1783
phrase	5127	5.44	0.8369	4216	2914	4851	--
possess	5128	5.44	1.5928	--	2963	--	4773
quantitative	5129	5.44	1.4020	--	4593	--	--
recently	5130	5.44	1.1095	2098	1497	544	--
refers	5131	5.44	1.1634	--	2804	--	--
represent	5132	5.44	1.0529	--	1540	1745	2118
saw	5133	5.44	0.8122	336	447	1142	381
search	5134	5.44	1.1808	756	1509	1648	1301
sept	5135	5.44	1.0333	4706	4921	438	--
seventy	5136	5.44	1.5670	--	4158	--	--
signal	5137	5.44	0.9723	--	1898	3926	4896
solomon	5138	5.44	1.2961	--	--	4002	--
stations	5139	5.44	0.9071	--	3746	2334	--
storage	5140	5.44	1.0721	4607	2836	4814	--
street	5141	5.44	0.8369	432	740	85	400
subject	5142	5.44	1.0333	4014	347	1283	--
submit	5143	5.44	1.5005	4845	4714	4839	--
surround	5144	5.44	1.4020	--	--	--	3064
ten	5145	5.44	1.1980	1661	664	3037	784
tenants	5146	5.44	1.1634	--	--	3993	--
thurs	5147	5.44	1.3577	4319	--	--	--
tone	5148	5.44	0.8609	4987	2116	3221	2736
tongue	5149	5.44	1.0910	3598	2834	--	1170
trunk	5150	5.44	0.9723	--	--	--	2120
tweeted	5151	5.44	1.6922	2356	--	--	--
versions	5152	5.44	1.0333	--	--	--	--
wagner	5153	5.44	0.9723	--	--	4409	--
wax	5154	5.44	1.1980	--	--	--	3936
wilson	5155	5.44	0.7866	4691	2766	1631	--
worked	5156	5.44	1.5800	1336	1190	691	2190
yen	5157	5.44	1.4309	--	--	2531	--
zion	5158	5.44	1.5274	--	--	3556	--
measurements	5159	5.44	1.5966	--	3115	--	--
reactions	5160	5.44	0.9655	--	2338	--	--
adjacent	5161	5.43	1.1365	--	4024	--	--
bailar	5162	5.43	1.0408	--	--	--	3576
kara	5163	5.43	1.3385	--	--	--	4025
modes	5164	5.43	1.2076	--	3767	--	--
proposition	5165	5.43	1.4577	--	3674	--	--
remainder	5166	5.43	1.2416	--	4301	--	--
steam	5167	5.43	1.4434	--	2779	--	3548
10am	5168	5.42	1.1622	--	--	--	--
again	5169	5.42	1.2631	162	187	467	105
also	5170	5.42	1.0319	285	70	54	1954
ashley	5171	5.42	1.2469	3018	--	--	--
aye	5172	5.42	1.6424	3280	--	--	2885
background	5173	5.42	1.2137	1704	1853	3065	2632
bailey	5174	5.42	1.1622	--	--	4931	--
barrel	5175	5.42	1.2950	--	--	--	3632
bedford	5176	5.42	1.2304	--	--	4044	--
booth	5177	5.42	1.1082	4565	--	--	4621
bowl	5178	5.42	1.2631	622	--	2008	3446
businessman	5179	5.42	1.3864	--	--	4632	--
calls	5180	5.42	1.0319	1218	1907	1051	1267
came	5181	5.42	1.4155	483	207	423	259
carolyn	5182	5.42	1.4721	--	--	3858	--
category	5183	5.42	1.4995	--	2643	4443	--
centre	5184	5.42	0.8352	3439	1487	3879	--
chip	5185	5.42	1.0515	2760	--	4526	4683
com	5186	5.42	1.0708	800	2393	--	3133
comprehensive	5187	5.42	1.3864	--	3138	4787	--
compromise	5188	5.42	1.8193	--	4363	3066	3149
conductor	5189	5.42	1.3566	--	--	3970	--
course	5190	5.42	1.3716	661	238	666	1469
crow	5191	5.42	1.6793	--	--	--	4976
dennis	5192	5.42	0.9495	--	--	2177	--
derived	5193	5.42	1.2137	--	1592	--	--
duration	5194	5.42	1.2469	--	3182	--	--
enzyme	5195	5.42	1.2631	--	4521	--	--
ever	5196	5.42	1.0120	185	319	619	132
financial	5197	5.42	1.7853	1721	1036	428	--
floors	5198	5.42	0.8352	--	--	4199	4864
frances	5199	5.42	1.1796	--	--	2843	--
gene	5200	5.42	0.9708	--	3099	2830	--
going	5201	5.42	1.1622	66	362	162	191
gotten	5202	5.42	1.3864	2165	--	3867	3568
he	5203	5.42	0.9055	69	17	13	60
himself	5204	5.42	0.9708	1891	186	694	2083
hockey	5205	5.42	1.6793	1573	--	624	--
hopkins	5206	5.42	0.8352	--	--	4339	--
initial	5207	5.42	1.0515	--	1367	1891	--
inner	5208	5.42	1.0319	3993	1862	4743	2592
instance	5209	5.42	1.1082	--	917	2962	--
jeanne	5210	5.42	1.0319	--	--	4956	--
jeremy	5211	5.42	1.1445	--	--	4229	--
jr	5212	5.42	1.3415	2415	2769	402	--
julia	5213	5.42	1.1082	--	--	3073	--
julie	5214	5.42	1.1796	--	--	2642	--
listenin	5215	5.42	1.5398	4622	--	--	--
livingston	5216	5.42	0.9278	--	--	4886	--
memphis	5217	5.42	1.5661	--	--	--	2838
mentioned	5218	5.42	1.1082	2868	931	3689	--
mercury	5219	5.42	1.5398	--	4930	--	--
mini	5220	5.42	1.0708	1791	--	--	--
monthly	5221	5.42	0.9055	4965	3760	3003	--
nine	5222	5.42	1.1265	3495	1600	1068	994
note	5223	5.42	0.9916	1285	532	1638	2091
nowadays	5224	5.42	1.4581	--	--	--	4625
om	5225	5.42	1.6174	2404	--	--	1717
oprah	5226	5.42	2.0513	3625	--	--	--
pasa	5227	5.42	1.1622	--	--	--	3895
penn	5228	5.42	1.2950	--	--	3726	--
peter	5229	5.42	1.0515	2178	1637	454	3318
point	5230	5.42	0.9055	614	182	396	772
polls	5231	5.42	1.2792	--	--	3209	--
presentation	5232	5.42	1.5791	2471	3219	4680	--
primarily	5233	5.42	0.9495	--	1989	2508	--
ranks	5234	5.42	1.6793	--	4178	4828	--
references	5235	5.42	1.4721	--	1808	--	--
resulting	5236	5.42	1.2137	--	1992	3721	--
riley	5237	5.42	1.1445	--	--	4933	--
rolled	5238	5.42	1.3566	--	--	--	2247
roof	5239	5.42	1.0120	3387	3288	4268	1852
sam	5240	5.42	1.2950	2305	4389	1912	2612
sean	5241	5.42	0.9278	3257	--	3557	2694
secretary	5242	5.42	1.3107	--	1289	641	--
select	5243	5.42	1.2469	4716	2430	--	--
signals	5244	5.42	1.1445	--	4064	--	--
snl	5245	5.42	1.2950	4568	--	--	--
spencer	5246	5.42	1.4721	--	--	4852	--
state's	5247	5.42	0.9916	--	--	--	--
subjects	5248	5.42	1.0120	--	1067	4472	--
tables	5249	5.42	0.8352	--	2577	3724	3665
tell	5250	5.42	1.0319	243	496	860	80
terry	5251	5.42	1.1622	--	--	2313	--
theory	5252	5.42	1.4859	1723	427	2874	--
tom	5253	5.42	1.3415	1500	3062	1071	2915
topic	5254	5.42	0.8827	2117	3745	--	--
toss	5255	5.42	1.3716	--	--	--	3054
treasury's	5256	5.42	1.5398	--	--	--	--
tweets	5257	5.42	1.9701	527	--	--	--
yorkers	5258	5.42	1.3716	--	--	2246	--
you'll	5259	5.42	1.3107	--	--	--	--
calculated	5260	5.42	1.3966	--	2413	--	--
configuration	5261	5.42	1.4117	--	4715	--	--
inhabitants	5262	5.42	1.4415	--	2489	--	--
statute	5263	5.42	1.6610	--	3536	--	--
interlude	5264	5.41	1.4143	--	--	--	4341
clerk	5265	5.41	1.3527	--	4350	--	--
constitutes	5266	5.41	1.3681	--	4582	--	--
cylinder	5267	5.41	1.2062	--	4888	--	--
knocks	5268	5.41	1.5932	--	--	--	4872
ratio	5269	5.41	1.4277	--	1633	--	--
tissue	5270	5.41	1.4849	--	1646	--	--
variables	5271	5.41	1.2403	--	1917	--	--
vector	5272	5.41	1.0977	--	4115	--	--
vols	5273	5.41	1.4566	--	3562	--	--
whassup	5274	5.41	1.7902	--	--	--	4904
width	5275	5.41	0.9336	--	3866	--	--
absolute	5276	5.40	1.6162	4229	1720	--	--
ah	5277	5.40	1.2122	643	3331	--	369
alison	5278	5.40	1.1066	--	--	4822	--
anne	5279	5.40	1.1429	--	4315	1289	--
arabia	5280	5.40	1.6413	--	--	4794	--
arkansas	5281	5.40	1.2289	--	--	4523	--
boldface	5282	5.40	1.0880	--	--	4824	--
cast	5283	5.40	1.3702	2501	1855	1687	1637
chamber	5284	5.40	1.3702	--	2446	2671	--
china	5285	5.40	1.7023	1559	1065	925	3119
claimed	5286	5.40	1.1780	--	2416	4365	--
conquest	5287	5.40	2.1093	--	4243	--	--
consecutive	5288	5.40	1.1606	--	--	2967	--
daily	5289	5.40	1.0302	837	1118	611	2436
dana	5290	5.40	1.0498	--	--	3996	--
definitions	5291	5.40	1.1952	--	4513	--	--
distribution	5292	5.40	0.9689	--	857	3028	--
dna	5293	5.40	1.3553	--	3131	--	--
document	5294	5.40	1.2289	--	2380	4013	--
each	5295	5.40	0.9897	692	112	259	386
earlier	5296	5.40	1.2289	1247	762	654	--
embassy	5297	5.40	1.3401	--	--	3536	--
esp	5298	5.40	1.1429	3468	--	--	--
estimate	5299	5.40	0.9897	--	2578	3183	--
fam	5300	5.40	1.6162	1212	--	--	4984
figured	5301	5.40	1.1780	2524	--	--	2809
fuel	5302	5.40	1.1780	4008	3006	2568	3932
gulf	5303	5.40	1.7143	--	4172	1731	--
headquarters	5304	5.40	1.0102	--	4190	2116	--
healthcare	5305	5.40	2.0603	3860	--	--	--
hee	5306	5.40	1.4983	3918	--	--	4207
holds	5307	5.40	1.0690	3712	2692	2841	1667
inside	5308	5.40	0.7284	905	1275	1103	159
intent	5309	5.40	1.4569	--	4445	4582	--
jan	5310	5.40	1.1429	1376	3454	429	--
johnson	5311	5.40	1.3702	3033	2235	807	--
joseph	5312	5.40	1.6162	--	1934	594	--
lah	5313	5.40	1.2289	4423	--	--	--
lawrence	5314	5.40	1.3401	--	3843	1088	--
lick	5315	5.40	1.5649	4930	--	--	1399
lou	5316	5.40	1.3093	--	--	4450	3950
lung	5317	5.40	1.3093	--	4123	--	--
main	5318	5.40	1.2122	1492	570	839	2040
malcolm	5319	5.40	1.0102	--	--	4881	--
margaret	5320	5.40	1.2289	--	4129	1496	--
matter	5321	5.40	1.0102	887	352	857	348
mexican	5322	5.40	1.5253	2493	3253	2963	--
ministers	5323	5.40	1.7728	--	2677	4720	--
mixtape	5324	5.40	1.0498	2392	--	--	--
nancy	5325	5.40	1.3248	--	--	1226	--
oakland	5326	5.40	1.3851	--	--	3515	--
obedience	5327	5.40	1.6162	--	4840	--	--
one	5328	5.40	1.5908	53	35	46	41
paula	5329	5.40	1.3401	--	--	4330	--
picks	5330	5.40	1.3553	3939	--	--	--
processes	5331	5.40	1.4846	--	1056	--	--
putting	5332	5.40	1.0880	1192	2680	2084	2227
ranging	5333	5.40	0.8806	--	--	4756	--
reminds	5334	5.40	1.1952	2029	--	--	3093
reorganization	5335	5.40	1.4846	--	--	4683	--
represents	5336	5.40	0.8806	--	1897	2112	--
rien	5337	5.40	1.1606	--	--	--	3661
riverdale	5338	5.40	1.3997	--	--	3677	--
sarah	5339	5.40	1.6288	1710	--	1564	--
seen	5340	5.40	1.1952	403	277	741	302
statistical	5341	5.40	1.2617	--	2994	--	--
stayed	5342	5.40	1.2454	2421	3910	3790	1639
stomach	5343	5.40	1.0690	1208	3531	--	2923
string	5344	5.40	1.0880	--	3449	3688	2340
sushi	5345	5.40	2.2497	2232	--	--	--
tap	5346	5.40	1.2289	3186	--	--	3649
testament	5347	5.40	1.5386	--	3418	--	--
thee	5348	5.40	1.0690	2565	2195	--	1669
they'll	5349	5.40	1.2778	--	--	--	--
transfer	5350	5.40	1.5119	4761	1597	3203	--
two	5351	5.40	0.9689	260	69	52	206
xxx	5352	5.40	1.8516	1750	--	--	--
origins	5353	5.40	1.5122	--	4153	--	--
actin	5354	5.39	1.3665	--	--	--	2603
cielo	5355	5.39	1.5250	--	--	--	2095
defence	5356	5.39	1.5250	--	2497	--	--
dub	5357	5.39	1.2553	--	--	--	4015
empirical	5358	5.39	1.4835	--	3377	--	--
explicitly	5359	5.39	1.4835	--	4918	--	--
jive	5360	5.39	1.9453	--	--	--	3911
reprinted	5361	5.39	1.1331	--	4621	--	--
spins	5362	5.39	1.4694	--	--	--	4494
