word,pos
numerate,Verb (usu participle)
numerate,Verb (transitive)
numerating,Verb (transitive)
numeration,Noun
numerator,Noun
numerically,Adverb
numericalness,Noun
numerical,Adjective
numeric,Adjective
numerology,Noun
numerosity,Noun
numerously,Adverb
numerousness,Noun
numerous,Adjective
numidian,Adjective
numidian,Noun
numidia,NA
numina,Plural
numinous,Adjective
numismatically,Adverb
numismatics,Noun
numismatist,Noun
numismatologist,Noun
numismatology,Noun
numis,Noun
numitor,Noun
nummary,Adjective
nummular,Adjective
nummulite,Noun
nummulitic,Adjective
numnah,Noun
numskull,Noun
nunatak,Noun
nunation,Noun
nunciata,Noun
nunciature,Noun
nuncia,Noun
nuncios,Plural
nuncio,Noun
nunci,Noun
nuncle,Noun
nuncupative,Adjective
nunc,Adverb
nuneaton,Noun
nunes,Noun
nunhood,Noun
nunlike,Adjective
nunnated,Adjective
nunnation,Noun
nunneries,Plural
nunnery,Noun
nunu,Noun
nun,Noun
nupercaine,Noun
nupe,Noun
nuptials,Plural
nuptial,Adjective
nuraghe,Noun
nuraghi,Plural
nuremberg,Noun
nureyev,Noun
nuriel,Noun
nuristan,Noun
nuris,Noun
nuri,Noun
nurl,Noun
nurl,Verb (transitive)
nurmi,Noun
nursemaid,Noun
nurseries,Plural
nurseryman,Noun
nurserymen,Plural
nursery,Noun
nurser,Noun
nurse,Noun
nurse,Verb (usu participle)
nursling,Noun
nurturable,Adjective
nurtured,Verb (usu participle)
nurtureless,Adjective
nurturer,Noun
nurture,Noun
nurture,Verb (transitive)
nurturing,Verb (usu participle)
nur,Noun
nusku,Noun
nussbaum,Noun
nutant,Adjective
nutational,Adjective
nutation,Noun
nutbrown,Adjective
nutcase,Noun
nutcracker,Noun
nutgall,Noun
nuthatch,Noun
nuthouse,Noun
nutlet,Noun
nutley,Noun
nutlike,Adjective
nutmeat,Noun
nutmegged,Adjective
nutmeg,Noun
nutpick,Noun
nutria,Noun
nutrient,NA
nutrilite,Noun
nutrimental,Adjective
nutriment,Noun
nutritionist,Noun
nutrition,Noun
nutritiously,Adverb
nutritiousness,Noun
nutritious,Adjective
nutritively,Adverb
nutritiveness,Noun
nutritive,Adjective
nutritive,Noun
nutshell,Noun
nuts,Adjective
nuts,Interjection
nuts,Plural
nutted,Verb (usu participle)
nutter,Noun
nuttily,Adverb
nuttiness,Noun
nutting,Noun
nutty,Adjective
nutwood,Noun
nut,Noun
nut,Verb (usu participle)
nuww,Noun
nuzzi,Noun
nuzzle,Verb (usu participle)
nuzzle,Verb (intransitive)
nuzzle,Verb (transitive)
nu,Noun
nv,Noun
nwbn,Noun
nwbw,Noun
nwc,Noun
nwlb,Noun
nwt,Noun
nw,Noun
nyack,Noun
nyala,Noun
nyanja,Noun
nyanza,Noun
nyasaland,Noun
nyasa,Noun
nyaya,Noun
nya,Noun
nyberg,Noun
nyckelharpa,Noun
nyctaginaceous,Adjective
nyctalgia,Noun
nyctalopia,Noun
nyctimene,Noun
nyctimus,Noun
nyctinasty,Noun
nyctitropic,Adjective
nyctitropism,Noun
nyctophobia,Noun
nyc,Noun
nydia,Noun
nyeman,Noun
nyerere,Noun
nye,Noun
nyhagen,Noun
nykobing,Noun
nylghais,Plural
nylghai,Noun
nylghaus,Plural
nylghau,Noun
nylons,Plural
nylon,Noun
nymphaeaceous,Adjective
nymphaea,Plural
nymphaeum,Noun
nymphae,Plural
nymphalid,NA
nymphal,Adjective
nympha,Noun
nymphean,Adjective
nymphet,Noun
nympholepsy,Noun
nympholept,Noun
nymphomaniacal,Adjective
nymphomaniac,Adjective
nymphomaniac,Noun
nymphomania,NA
nymphos,Plural
nympho,Noun
nymph,Noun
nymwegen,Noun
nynorsk,Noun
nyoro,Noun
nyp,Noun
nyregyhza,Noun
nysa,Noun
nyssa,Noun
nystagmic,Adjective
nystagmus,Noun
nystatin,Noun
nytril,Noun
nyx,Noun
ny,Noun
n,Noun
n,Definite Article
o',Preposition
o'boyle,Noun
o'brien,Noun
o'callaghan,Noun
o'carroll,Noun
o'casey,Noun
o'clock,Adverb
o'connell,Noun
o'conner,Noun
o'connor,Noun
o'dell,Noun
o'doneven,Noun
o'donnell,Noun
o'donoghue,Noun
o'donovan,Noun
o'driscoll,Noun
o'er,Preposition
o'er,Adverb
o'fallon,Noun
o'fiaich,Noun
o'gowan,Noun
o'grady,Noun
o'hara,Noun
o'higgins,Noun
o'keeffe,Noun
o'kelley,Noun
o'kelly,Noun
o'mahony,Noun
o'malley,Noun
o'neill,Noun
o'neil,Noun
o'reilly,Noun
o'rourke,Noun
o'shee,Noun
o'toole,Noun
o',Noun
o-os,Plural
o-o,Noun
o-wave,Noun
o/s,Noun Phrase
oafishly,Adverb
oafish,Adjective
oaf,Noun
oahu,Noun
oakdale,Noun
oaken,Adjective
oakes,Noun
oakham,Noun
oakie,Noun
oakland,Noun
oakleil,Noun
oakley,Noun
oaklyn,Noun
oakman,Noun
oakmont,Noun
oakmoss,Noun
oaks,Noun
oakum,Noun
oakville,Noun
oak,Noun
oao,Noun
oapc,Noun
oapc,Verb (transitive)
oapc,Verb (intransitive)
oared,Adjective
oarfish,Noun
oarless,Adjective
oarlike,Adjective
oarlock,Noun
oarsman,Noun
oars,Interjection
oar,Noun
oar,Verb (usu participle)
oases,Plural
oasis,Noun
oasitic,Adjective
oast-houses,Plural
oast-house,Noun
oast,Noun
oas,Noun
oatcake,Noun
oaten,Adjective
oater,Noun
oates,Noun
oaths,Plural
oath,Noun
oatis,Noun
oatmeal,Noun
oat,Noun
oaxaca,Noun
obadiah,Noun
obadias,Noun
obad,Noun
obala,Noun
oballa,Noun
oban,Noun
obara,Noun
obasanjo,Noun
obau,Noun
obaza,Noun
oba,Noun
obbard,Noun
obbligato,Adjective
obbligato,Noun
obb,Noun
obclavate,Adjective
obconical,Adjective
obconic,Adjective
obcordate,Adjective
obcuneate,Adjective
obdt,Noun
obduce,Verb (usu participle)
obdurate,Adjective
obeahism,Noun
obeah,Noun
obeche,Noun
obeded,Noun
obediah,Noun
obedience,Noun
obedientiary,Noun
obediently,Adverb
obedient,Adjective
obed,Noun
obeid,Noun
obeisance,Noun
obeisantly,Adverb
obeisant,Adjective
obelia,Noun
obeliscal,Adjective
obelised,Verb (transitive)
obelise,Verb (transitive)
obelising,Verb (transitive)
obeliskoid,Adjective
obelisk,Noun
obelized,Verb (transitive)
obelize,Verb (transitive)
obelizing,Verb (transitive)
obellia,Noun
obelus,Noun
obel,Noun
obeng,Noun
oberammergau,Noun
oberg,Noun
oberhausen,Noun
oberheim,Noun
oberland,Noun
oberlin,Noun
oberon,Noun
oberosterreich,Noun
oberstone,Noun
ober,Noun
obese,Adjective
obesity,Noun
obeyable,Adjective
obeyer,Noun
obeyingly,Adverb
obey,Verb (usu participle)
obe,Noun
obfuscated,Verb (transitive)
obfuscate,Verb (transitive)
obfuscating,Verb (transitive)
obfuscation,Noun
obie,Noun
obis,Plural
obituaries,Plural
obituary,Noun
obit,Noun
obi,Noun
objectify,Verb (usu participle)
objectionability,Noun
objectionableness,Noun
objectionable,Adjective
objectionably,Adverb
objection,Noun
objectively,Adverb
objectiveness,Noun
objective,Adjective
objective,Noun
objectivism,Noun
objectivistic,Adjective
objectivist,NA
objectivity,Noun
objectivized,Verb (transitive)
objectivize,Verb (transitive)
objectivizing,Verb (transitive)
objectlessness,Noun
objector,Noun
object,Noun
object,Verb (transitive)
object,Verb (intransitive)
objurgated,Verb (transitive)
objurgate,Verb (transitive)
objurgating,Verb (transitive)
objurgation,Noun
objurgative,Adjective
objurgatorily,Adverb
objurgatory,Adjective
objurgator,Noun
obj,Noun
oblanceolate,Adjective
oblast,Noun
oblately,Adverb
oblate,Adjective
oblate,Noun
oblation,Noun
oblatory,Adjective
obla,Noun
obligable,Adjective
obligate,Verb (usu participle)
obligate,Adjective
obligation,Noun
obligatorily,Adverb
obligatoriness,Noun
obligatory,Adjective
obligator,Noun
obligato,Adjective
obligedness,Noun
obliged,Verb (usu participle)
obligee,Noun
obliger,Noun
oblige,Verb (transitive)
obligingly,Adverb
obligingness,Noun
obliging,Adjective
obligor,Noun
obliquely,Adverb
oblique,Adjective
oblique,Noun
oblique,Verb (intransitive)
obliquities,Plural
obliquity,Noun
obliterable,Adjective
obliterate,Verb (transitive)
obliteration,Noun
obliterative,Adjective
oblivescence,Noun
oblivion,Noun
obliviously,Adverb
obliviousness,Noun
oblivious,Adjective
obli,Plural
oblongatae,Plural
oblongatas,Plural
oblongata,Noun
oblongish,Adjective
oblongly,Adverb
oblongness,Noun
oblong,Adjective
oblong,Noun
obloquies,Plural
obloquy,Noun
obmutescence,Noun
obnounced,Verb (intransitive)
obnounce,Verb (intransitive)
obnouncing,Verb (intransitive)
obnoxiously,Adverb
obnoxiousness,Noun
obnoxious,Adjective
obnubilate,Verb (transitive)
oboe,Noun
obola,Noun
obole,Noun
obolus,Noun
obote,Noun
obovate,Adjective
obovoid,Adjective
obrecht,Noun
obrenovich,Noun
obreption,Noun
obreptitiously,Adverb
obreptitious,Adjective
obrien,Noun
obrogation,Noun
obscene,Adjective
obscenity,Noun
obscurantism,Noun
obscurantist,NA
obscurant,NA
obscuration,Verb (transitive)
obscuration,Noun
obscuredly,Adverb
obscurely,Adverb
obscureness,Noun
obscure,Adjective
obscure,Verb (transitive)
obscure,Noun
obscurity,Noun
obsecrate,Verb (transitive)
obsecration,Noun
obsequence,Noun
obsequent,Adjective
obsequies,Plural
obsequious,Adjective
observability,Noun
observableness,Noun
observable,Adjective
observably,Adverb
observance,Noun
observantly,Adverb
observant,Adjective
observation,Noun
observatories,Plural
observatory,Noun
observedly,Adverb
observed,Verb (usu participle)
observership,Noun
observer,Noun
observe,Verb (transitive)
observingly,Adverb
observing,Verb (usu participle)
obsessional,Adjective
obsession,Noun
obsessive,Adjective
obsess,Verb (transitive)
obsidian,Noun
obsolescently,Adverb
obsolescent,Adjective
obsolesce,Verb (intransitive)
obsolesc,Noun
obsoleted,Verb (usu participle)
obsoletely,Adverb
obsoleteness,Noun
obsolete,Adjective
obsoleting,Verb (usu participle)
obstacle,Noun
obstetrically,Adverb
obstetrician,Noun
obstetrics,Noun
obstetric,Adjective
obstet,Noun
obstinacy,Noun
obstinately,Adverb
obstinateness,Noun
obstinate,Adjective
obstipant,Noun
obstipation,Noun
obstreperosity,Noun
obstreperously,Adverb
obstreperousness,Noun
obstreperous,Adjective
obstructedly,Adverb
obstructer,Noun
obstructingly,Adverb
obstructionism,Noun
obstructionistic,Adjective
obstructionist,Noun
obstruction,Noun
obstructively,Adverb
obstructiveness,Noun
obstructive,Adjective
obstructivity,Noun
obstructor,Noun
obstruct,Verb (transitive)
obstruct,Noun
obstruent,Adjective
obstruent,Noun
obs,Noun
obtain,Verb (transitive)
obtain,Verb (intransitive)
obtect,Adjective
obtestation,Noun
obtest,Verb (usu participle)
obtest,Verb (transitive)
obtruded,Verb (usu participle)
obtruder,Noun
obtrude,Verb (usu participle)
obtrude,Verb (transitive)
obtruding,Verb (usu participle)
obtrusively,Adverb
obtrusiveness,Noun
obtrusive,Adjective
obtundent,Adjective
obtundity,Noun
obtund,Verb (transitive)
obtund,Noun
obturated,Verb (transitive)
obturate,Verb (transitive)
obturating,Verb (transitive)
obturation,Noun
obturator,Noun
obtuse-angled,Adjective
obtuse-angular,Adjective
obtuse,Adjective
obuda,Noun
obulg,Noun
obumbrant,Adjective
obumbrated,Verb (usu participle)
obumbrate,Verb (transitive)
obumbrate,Adjective
obumbrating,Verb (usu participle)
obumbration,Noun
obverse,Adjective
obverse,Noun
obversion,Noun
obvert,Verb (transitive)
obviated,Verb (transitive)
obviate,Verb (transitive)
obviating,Verb (transitive)
obviousness,Noun
obvious,Adjective
obvolute,Adjective
obvolution,Noun
obvolutive,Adjective
obwalden,Noun
oby,Noun
ob,Noun
ocala,Noun
ocana,Noun
ocarina,Noun
oca,Noun
occamism,Noun
occamistic,Adjective
occamist,Noun
occamite,Noun
occam,Noun
occasionalism,Noun
occasionalistic,Adjective
occasionality,Noun
occasionally,Adverb
occasionalness,Noun
occasional,Adjective
occasions,Plural
occasion,Noun
occasion,Verb (transitive)
occas,Noun
occidentalisation,Noun
occidentalised,Verb (transitive)
occidentalise,Verb (transitive)
occidentalising,Verb (transitive)
occidentalism,Noun
occidentalist,NA
occidentality,Noun
occidentalization,Noun
occidentalized,Verb (transitive)
occidentalize,Verb (transitive)
occidentalizing,Verb (transitive)
occidentally,Adverb
occidental,Adjective
occidental,Noun
occidental,Adverb
occident,Noun
occipital,Adjective
occipital,Noun
occiput,Noun
occleve,Noun
occluded,Verb (usu participle)
occludent,Adjective
occlude,Verb (transitive)
occluding,Verb (usu participle)
occlusal,Adjective
occlusion,Noun
occlusiveness,Noun
occlusive,Adjective
occlusive,Noun
occultation,Noun
occulter,Noun
occultism,NA
occultist,NA
occultly,Adverb
occultness,Noun
occult,Adjective
occult,Verb (usu participle)
occult,Verb (intransitive)
occupancy,Noun
occupant,Noun
occupationally,Adverb
occupational,Adjective
occupationless,Adjective
occupation,Noun
occupative,Adjective
occupiable,Adjective
occupier,Noun
occupy,Verb (usu participle)
occurred,Verb (intransitive)
occurrence,Noun
occurrent,Adjective
occurring,Verb (intransitive)
occur,Verb (usu participle)
ocdm,Noun
ocd,Noun
ocean-going,Adjective
oceanarium,Noun
oceanfront,Noun
oceanian,Adjective
oceanian,Noun
oceania,Noun
oceanicity,Noun
oceanic,Adjective
oceanic,NA
oceanid,Noun
oceanlike,Adjective
oceanographer,Noun
oceanographically,Adverb
oceanographical,Adjective
oceanographic,Adjective
oceanography,Noun
oceanog,Noun
oceanology,Noun
oceanport,Noun
oceanside,Noun
oceanus,Noun
ocean,Noun
ocellar,Adjective
ocellated,Adjective
ocellation,Noun
ocellus,Noun
oceloid,Adjective
ocelot,Noun
ochered,Verb (transitive)
ochering,Verb (transitive)
ocherous,Adjective
ochery,Adjective
ocher,Noun
ocher,Adjective
ocher,Verb (usu participle)
ochimus,Noun
ochlesis,Noun
ochlocracy,Noun
ochlocratically,Adverb
ochlocratical,Adjective
ochlocratic,Adjective
ochlocrat,Noun
ochlophobia,Noun
ochlophobist,Noun
ochoa,Noun
ochone,Interjection
ochozath,Noun
ochozias,Noun
ochrea,Noun
ochred,Verb (transitive)
ochreous,Adjective
ochre,Noun
ochre,Verb (transitive)
ochring,Verb (transitive)
ochs,Noun
och,Interjection
ocie,Noun
ocilla,Noun
ockeghem,Noun
ocker,Noun
ocker,Adjective
ocker,Adverb
ockham,Noun
ocko,Noun
ocnus,Noun
oconnor,Noun
oconomowoc,Noun
oconto,Noun
ocotillos,Plural
ocotillo,Noun
ocreae,Plural
ocreate,Adjective
ocrea,Noun
octachordal,Adjective
octachord,Noun
octadic,Adjective
octad,Noun
octagonally,Adverb
octagonal,Adjective
octagon,Noun
octahedral,Adjective
octahedrite,Noun
octahedrons,Plural
octahedron,Noun
octal,Adjective
octal,Noun
octamerous,Adjective
octameter,Noun
octane,Noun
octangle,Noun
octangularness,Noun
octangular,Adjective
octans,Noun
octantal,Adjective
octant,Noun
octan,Adjective
octan,Noun
octarchies,Plural
octarchy,Noun
octaroon,Noun
octastyle,Adjective
octastylos,Noun
octateuch,Noun
octavalent,Adjective
octaval,Adjective
octave,Noun
octave,NA
octavian,Noun
octavia,Noun
octavie,Noun
octavius,Noun
octavla,Noun
octavos,Plural
octavo,Noun
octavus,Noun
octdra,Plural
octennially,Adjective
octennial,Adjective
octet,Noun
octillionth,NA
octillion,Noun
october,Noun
octobrist,Noun
octocentenary,Noun
octodecillionth,Adjective
octodecillionth,Noun
octodecillion,NA
octodecimos,Plural
octodecimo,Noun
octofoil,Noun
octogenarianism,Noun
octogenarian,NA
octonaries,Plural
octonary,Adjective
octonary,Noun
octopi,Plural
octopod,NA
octopuses,Plural
octopus,Noun
octoroon,Noun
octosyllable,Noun
octrois,Plural
octroi,Noun
octupled,Adjective
octupled,Verb (usu participle)
octuplet,Noun
octuplet,Adjective
octuplet,Verb (transitive)
octuple,Noun
octuple,Adjective
octuple,Verb (transitive)
octupling,Adjective
octupling,Verb (usu participle)
octu,Noun
oct,Noun
ocularist,Noun
ocular,Adjective
ocular,Noun
oculistic,Adjective
oculist,Noun
oculli,Plural
oculomotor,Adjective
oculus,Noun
ocypete,Noun
oc,Noun
odab,Noun
odalisque,Noun
odawa,Noun
odd-jobman,Noun
odd-lot,Adjective
odd-pinnate,Adjective
oddball,NA
oddfellow,Noun
oddity,Noun
oddly,Adverb
oddment,Noun
oddness,Noun
odds-on,Adjective
oddside,Noun
odds,Plural
odd,Adjective
odd,Noun
odea,Plural
odeen,Noun
odelet,Noun
odele,Noun
odelia,Noun
odelinda,Noun
odella,Noun
odelle,Noun
odell,Noun
odelsting,Noun
odel,Noun
odense,Noun
odericus,Noun
oder,Noun
odessa,Noun
odets,Noun
odetta,Noun
odette,Noun
odeum,Noun
odey,Noun
ode,Noun
odie,Noun
odilia,Noun
odille,Noun
odilo,Noun
odine,Noun
odinian,Adjective
odinic,Adjective
odinism,Noun
odinist,Noun
odinitic,Adjective
odin,Noun
odiously,Adverb
odiousness,Noun
odious,Adjective
odium,Noun
odlo,Noun
odoacer,Noun
odometer,Noun
odometrical,Adjective
odometry,Noun
odom,Noun
odontalgia,Noun
odontalgic,Adjective
odontiasis,Noun
odontoblastic,Adjective
odontoblast,Noun
odontogeny,Noun
odontoglossum,Noun
odontographic,Adjective
odontography,Noun
odontograph,Noun
odontoid,Adjective
odontolite,Noun
odontological,Adjective
odontology,Noun
odontophore,Noun
odontophorous,Adjective
odorful,Adjective
odoric,Noun
odoriferosity,Noun
odoriferously,Adverb
odoriferousness,Noun
odoriferous,Adjective
odorless,Adjective
odorous,Adjective
odor,Noun
odourful,Adjective
odourless,Adjective
odour,Noun
odovacar,Noun
odo,Noun
odra,Noun
odrick,Noun
odt,Noun
odus,Noun
odylic,Adjective
odylism,Noun
odylist,Noun
odyl,Noun
odysseus,Noun
odyssey,Noun
ody,Noun
od,Noun
oeagrus,Noun
oeax,Noun
oebalus,Noun
oecd,Noun
oech,Noun
oecology,Noun
oecumenical,Adjective
oedemata,Plural
oedema,Noun
oedipal,Adjective
oedipean,Adjective
oedipus,Noun
oed,Noun
oeec,Noun
oeflein,Noun
oehlenschlger,Noun
oehsen,Noun
oeil-de-boeuf,Noun
oeillades,Plural
oeillade,Noun
oelwein,Noun
oem,Noun
oeneus,Noun
oenochoe,Adjective
oenologist,Noun
oenology,Noun
oenomaus,Noun
oenomel,Noun
oenone,Noun
oenopides,Noun
oenopion,Noun
oeno,Noun
oeonus,Noun
oeo,Noun
oersted,Noun
oesel,Noun
oesogi,Plural
oesophageal,Adjective
oesophagus,Noun
oestradiol,Noun
oestrin,Noun
oestriol,Noun
oestrogen,Noun
oestrone,Noun
oestrous,Adjective
oestrus,Noun
oeuvre,Noun
oe,Noun
ofay,Noun
ofelia,Noun
off-broadway,Adjective
off-center,Adjective
off-center,Adverb
off-centre,Adjective
off-color,Adjective
off-glide,Noun
off-hour,NA
off-licence,Noun
off-license,Noun Phrase
off-license,Noun
off-license,Adjective
off-limits,Adjective
off-line,Adjective
off-load,Verb (transitive)
off-mike,Adjective
off-off-broadway,Adjective
off-peak,Adjective
off-putting,Adjective
off-season,Adjective
off-season,Adverb
off-season,Noun
off-sider,Noun
off-street,Adjective
off-the-cuff,Adjective
off-the-face,Adjective
off-the-face,Adverb
off-the-peg,Adjective
off-white,NA
offaly,Noun
offal,Noun
offa,Noun
offbeat,NA
offcast,Adjective
offcast,Noun
offenbach,Noun
offence,Noun
offendable,Adjective
offendedly,Adverb
offendedness,Noun
offender,Noun
offendible,Adjective
offend,Verb (usu participle)
offend,Verb (transitive)
offend,Verb (intransitive)
offenselessly,Adverb
offenseless,Adjective
offense,Noun
offensively,Adverb
offensiveness,Noun
offensive,Adjective
offensive,Noun
offen,Noun
offerable,Adjective
offerer,Noun
offering,Noun
offeror,Noun
offertorial,Adjective
offertories,Plural
offertory,Noun
offer,Verb (usu participle)
offer,Verb (intransitive)
offer,Noun
offer,Verb (transitive)
offhand,Adjective
offhand,Adverb
officeholder,Noun
officeless,Adjective
officer,Noun
officer,Verb (transitive)
office,Noun
officialdom,Noun
officialese,Noun
officialisation,Noun
officialism,Noun
officialization,Noun
officialized,Verb (transitive)
officialize,Verb (transitive)
officializing,Verb (transitive)
officially,Adverb
official,Adjective
official,Noun
officiant,Noun
officiary,NA
officiated,Verb (usu participle)
officiate,Verb (intransitive)
officiating,Verb (usu participle)
officiation,Noun
officiator,Noun
officinally,Adverb
officinal,Adjective
officinal,Noun
officiously,Adverb
officiousness,Noun
officious,Adjective
offing,Noun
offishly,Adverb
offishness,Noun
offish,Adjective
offlap,Noun
offprint,Noun
offprint,Verb (transitive)
offscouring,Noun
offscreen,Adjective
offset,Noun
offset,Verb (transitive)
offset,Verb (intransitive)
offshoot,Noun
offshore,Adjective
offshore,Adverb
offsider,Noun
offside,Adjective
offside,Adverb
offside,Noun
offsprings,Plural
offspring,Noun
offstage,Adjective
offstage,Adverb
offtake,Noun
off,Preposition
off,Adverb
off,Adjective
off,Noun
ofilia,Noun
oflem,Noun
ofm,Noun
ofori,Noun
ofris,Noun
ofr,Noun
oftenness,Noun
often,Adverb
often,Adjective
oft,Adverb
of,Noun
of,Preposition
ogaden,Noun
ogallala,Noun
ogam,Noun
ogata,Noun
ogawa,Noun
ogbomosho,Noun
ogburn,Noun
ogdan,Noun
ogden,Noun
ogdoad,Noun
ogdon,Noun
ogee,Noun
ogg,Noun
ogham,Noun
ogilvie,Noun
ogilvy,Noun
ogive,Noun
oglesby,Noun
oglethorpe,Noun
ogle,Verb (usu participle)
ogle,Verb (transitive)
ogle,Noun
ogmios,Noun
ogo,Noun
ogpu,Noun
ogreishly,Adverb
ogreish,Adjective
ogren,Noun
ogre,Noun
ogrishly,Adverb
ogun,Noun
ogygian,Adjective
ogygus,Noun
og,Noun
ohara,Noun
ohare,Noun
ohaus,Noun
ohg,Noun
ohio,Noun
ohl,Noun
ohmage,Noun
ohmic,Adjective
ohmmeter,Noun
ohms,Noun
ohm,Noun
ohone,Interjection
oho,Interjection
oh,Interjection
oicel,Noun
oidia,Plural
oidioid,Adjective
oidium,Noun
oik,Noun
oil-plant,Noun
oilbird,Noun
oilcan,Noun
oilcloth,Noun
oilcup,Noun
oiler,Noun
oileus,Noun
oilfield,Noun
oilfired,Adjective
oilfishes,Plural
oilfish,Noun
oilier,Adjective
oiliest,Adjective
oiliness,Noun
oilla,Noun
oillessness,Noun
oilless,Adjective
oillike,Adjective
oilman,Noun
oilseed,Noun
oilskin,Noun
oilstone,Noun
oiltight,Adjective
oily,Adjective
oil,Noun
oil,Verb (transitive)
oina,Noun
oink,Interjection
oinochoai,Plural
oinochoes,Plural
oinochoe,Noun
ointment,Noun
oira,Noun
oireachtas,Noun
oir,Noun
oise,Noun
oisin,Noun
oistrakh,Noun
oita,Noun
oiticica,Noun
oit,Noun
ojai,Noun
ojibwas,Plural
ojibway,Adjective
ojibway,Adverb
ojibway,Verb (transitive)
ojibway,Noun
ojibwa,Noun
ok'd,Adjective
ok'd,Adverb
ok'd,Verb (usu participle)
okajima,Noun
okapis,Plural
okapi,Noun
okavango,Noun
okayama,Noun
okay,Adjective
okay,Adverb
okay,Verb (transitive)
okay,Noun
okazaki,Noun
oka,Noun
okechuku,Noun
okeechobee,Noun
okeghem,Noun
okemah,Noun
oken,Noun
okey-doke,Adjective
okey-doke,Adverb
oke,NA
okhotsk,Noun
okie,Noun
okinawan,Adjective
okinawan,Noun
okinawa,Noun
oklahoma,Noun
okla,Noun
okolona,Noun
okoume,Noun
okovanggo,Noun
okra,Noun
oktastylos,Noun
okta,Noun
okubo,Noun
okuninushi,Noun
okun,Noun
olaf,Noun
oland,Noun
olatha,Noun
olathe,Noun
olav,Noun
ola,Noun
olbers,Noun
olcott,Noun
old-country,Adjective
old-established,Adjective
old-fashionedly,Adverb
old-fashionedness,Noun
old-fashioned,Adjective
old-fashioned,Noun
old-fogeyish,Adjective
old-fogyish,Adjective
old-line,Adjective
old-man's-beard,Noun
old-rose,Adjective
old-school,Adjective
old-style,Adjective
old-timer,Noun
old-time,Adjective
old-womanishness,Noun
old-worldliness,Noun
old-worldly,Adjective
old-world,Adjective
oldcastle,Noun
olde-worlde,Adjective
oldenburg,Noun
olden,Adjective
older,Adjective
older,Noun
oldest,Adjective
oldfangled,Adjective
oldham,Noun
oldie,Noun
oldster,Noun
olds,Noun
oldwife,Noun
oldwives,Plural
old,Adjective
old,Noun
oleaceous,Adjective
oleaginousness,Noun
oleaginous,Adjective
oleander,Noun
oleandomycin,Noun
oleaster,Noun
oleate,Noun
olea,Noun
olecranon,Noun
olefine,Noun
olefinic,Adjective
olefin,Noun
oleg,Noun
oleic,Adjective
olein,Noun
olenka,Noun
olenta,Noun
olen,Noun
oleographic,Adjective
oleography,Noun
oleograph,Noun
oleomargaric,Adjective
oleomargarine,Noun
oleoresin,Noun
oleoyl,Adjective
olericulturally,Adverb
olericultural,Adjective
olericulture,Noun
olericulturist,Noun
oler,Noun
oleta,Noun
oletha,Noun
olethea,Noun
olethreutid,NA
oletta,Noun
olette,Noun
oleum,Noun
ole,Noun
olfaction,Noun
olfactoreceptor,Noun
olfactories,Plural
olfactorily,Adverb
olfactory,Adjective
olfactory,Noun
olfe,Noun
olga,Noun
olg,Noun
oliana,Noun
olia,Noun
olibanum,Noun
olid,Adjective
oligarchically,Adverb
oligarchic,Adjective
oligarchies,Plural
oligarchy,Noun
oligarch,Noun
oligocarpous,Adjective
oligocene,Adjective
oligocene,Noun
oligochaeta,Noun
oligochaete,NA
oligochaetous,Adjective
oligoclase,Noun
oligocythemia,Noun
oligophagous,Adjective
oligophrenia,Noun
oligophrenic,Adjective
oligopolistic,Adjective
oligopoly,Noun
oligopsonistic,Adjective
oligopsony,Noun
oligosaccharide,Noun
oligotrophic,Adjective
oligotrophy,Noun
oliguretic,Adjective
oliguria,Noun
olimbos,Noun
olimpia,Noun
olinde,Noun
olin,Noun
olios,Plural
olio,Noun
oliphant,Noun
olivaceous,Adjective
olivann,Noun
olivary,Adjective
oliva,Noun
olive-green,NA
olivenite,Noun
olivero,Noun
oliver,Noun
olives,Noun
olivette,Noun
olive,Noun
olive,NA
olivia,Noun
oliviero,Noun
olivier,Noun
olivine,Noun
olla-podrida,Noun
ollayos,Noun
olla,Noun
ollen,Noun
ollie,Noun
olli,Noun
olly,Noun
olmstead,Noun
olmsted,Noun
olm,Noun
olnay,Noun
olnee,Noun
olnek,Noun
olney,Noun
olnton,Noun
olodort,Noun
ologies,Plural
ology,Noun
olomouc,Noun
oloroso,Noun
olpe,Noun
olsen,Noun
olsewski,Noun
olshausen,Noun
olson,Noun
olsson,Noun
olszyn,Noun
olvan,Noun
olva,Noun
olwena,Noun
olwen,Noun
olympe,Noun
olympiadic,Adjective
olympiad,Noun
olympian,Adjective
olympian,Noun
olympias,Noun
olympia,Noun
olympic,Adjective
olympie,Noun
olympio,Noun
olympium,Noun
olympus,Noun
olynthus,Noun
oly,Noun
ol,Interjection
ol,Noun
omadhaun,Noun
omagh,Noun
omaha,Noun
omak,Noun
oman,Noun
omari,Noun
omarr,Noun
omar,Noun
omasum,Noun
omayyad,Noun
omber,Noun
ombrellinos,Plural
ombrellino,Noun
ombre,Noun
ombudsman,Noun
omdurman,Noun
omega,Noun
omelette,Noun
omelet,Noun
omental,Adjective
omentum,Noun
omentuta,Plural
omen,Noun
omen,Verb (transitive)
omero,Noun
omer,Noun
omicron,Noun
omidyar,Noun
ominously,Adverb
ominousness,Noun
ominous,Adjective
omissible,Adjective
omission,Noun
omissively,Adverb
omissive,Adjective
omitted,Verb (transitive)
omitting,Verb (transitive)
